symbol,iri,curie
MTN,https://purl.brain-bican.org/ontology/mbao/MBA_571,MBA:571
MV,https://purl.brain-bican.org/ontology/mbao/MBA_202,MBA:202
MY,https://purl.brain-bican.org/ontology/mbao/MBA_354,MBA:354
MY-mot,https://purl.brain-bican.org/ontology/mbao/MBA_370,MBA:370
MY-sat,https://purl.brain-bican.org/ontology/mbao/MBA_379,MBA:379
MY-sen,https://purl.brain-bican.org/ontology/mbao/MBA_386,MBA:386
NB,https://purl.brain-bican.org/ontology/mbao/MBA_580,MBA:580
ND,https://purl.brain-bican.org/ontology/mbao/MBA_587,MBA:587
NDB,https://purl.brain-bican.org/ontology/mbao/MBA_596,MBA:596
NI,https://purl.brain-bican.org/ontology/mbao/MBA_604,MBA:604
NLL,https://purl.brain-bican.org/ontology/mbao/MBA_612,MBA:612
NLOT,https://purl.brain-bican.org/ontology/mbao/MBA_619,MBA:619
NLOT2,https://purl.brain-bican.org/ontology/mbao/MBA_268,MBA:268
NLOT3,https://purl.brain-bican.org/ontology/mbao/MBA_1139,MBA:1139
NOD,https://purl.brain-bican.org/ontology/mbao/MBA_968,MBA:968
NODgr,https://purl.brain-bican.org/ontology/mbao/MBA_10735,MBA:10735
NODmo,https://purl.brain-bican.org/ontology/mbao/MBA_10737,MBA:10737
NODpu,https://purl.brain-bican.org/ontology/mbao/MBA_10736,MBA:10736
NOT,https://purl.brain-bican.org/ontology/mbao/MBA_628,MBA:628
NPC,https://purl.brain-bican.org/ontology/mbao/MBA_634,MBA:634
NR,https://purl.brain-bican.org/ontology/mbao/MBA_177,MBA:177
NTB,https://purl.brain-bican.org/ontology/mbao/MBA_642,MBA:642
NTS,https://purl.brain-bican.org/ontology/mbao/MBA_651,MBA:651
OLF,https://purl.brain-bican.org/ontology/mbao/MBA_698,MBA:698
OP,https://purl.brain-bican.org/ontology/mbao/MBA_706,MBA:706
ORB,https://purl.brain-bican.org/ontology/mbao/MBA_714,MBA:714
ORBl,https://purl.brain-bican.org/ontology/mbao/MBA_723,MBA:723
ORBl2/3,https://purl.brain-bican.org/ontology/mbao/MBA_412,MBA:412
ORBl5,https://purl.brain-bican.org/ontology/mbao/MBA_630,MBA:630
ORBl6a,https://purl.brain-bican.org/ontology/mbao/MBA_440,MBA:440
ORBm,https://purl.brain-bican.org/ontology/mbao/MBA_731,MBA:731
ORBm1,https://purl.brain-bican.org/ontology/mbao/MBA_484,MBA:484
ORBm2/3,https://purl.brain-bican.org/ontology/mbao/MBA_582,MBA:582
ORBm5,https://purl.brain-bican.org/ontology/mbao/MBA_620,MBA:620
ORBm6a,https://purl.brain-bican.org/ontology/mbao/MBA_910,MBA:910
ORBvl,https://purl.brain-bican.org/ontology/mbao/MBA_746,MBA:746
ORBvl1,https://purl.brain-bican.org/ontology/mbao/MBA_969,MBA:969
ORBvl2/3,https://purl.brain-bican.org/ontology/mbao/MBA_288,MBA:288
ORBvl5,https://purl.brain-bican.org/ontology/mbao/MBA_1125,MBA:1125
ORBvl6a,https://purl.brain-bican.org/ontology/mbao/MBA_608,MBA:608
OT,https://purl.brain-bican.org/ontology/mbao/MBA_754,MBA:754
OV,https://purl.brain-bican.org/ontology/mbao/MBA_763,MBA:763
P,https://purl.brain-bican.org/ontology/mbao/MBA_771,MBA:771
P-mot,https://purl.brain-bican.org/ontology/mbao/MBA_987,MBA:987
P-sat,https://purl.brain-bican.org/ontology/mbao/MBA_1117,MBA:1117
P-sen,https://purl.brain-bican.org/ontology/mbao/MBA_1132,MBA:1132
P5,https://purl.brain-bican.org/ontology/mbao/MBA_549009215,MBA:549009215
PA,https://purl.brain-bican.org/ontology/mbao/MBA_780,MBA:780
PAA,https://purl.brain-bican.org/ontology/mbao/MBA_788,MBA:788
PAG,https://purl.brain-bican.org/ontology/mbao/MBA_795,MBA:795
PAL,https://purl.brain-bican.org/ontology/mbao/MBA_803,MBA:803
PALc,https://purl.brain-bican.org/ontology/mbao/MBA_809,MBA:809
PALd,https://purl.brain-bican.org/ontology/mbao/MBA_818,MBA:818
PALm,https://purl.brain-bican.org/ontology/mbao/MBA_826,MBA:826
PALv,https://purl.brain-bican.org/ontology/mbao/MBA_835,MBA:835
PAR,https://purl.brain-bican.org/ontology/mbao/MBA_843,MBA:843
PARN,https://purl.brain-bican.org/ontology/mbao/MBA_852,MBA:852
PAS,https://purl.brain-bican.org/ontology/mbao/MBA_859,MBA:859
PB,https://purl.brain-bican.org/ontology/mbao/MBA_867,MBA:867
PBG,https://purl.brain-bican.org/ontology/mbao/MBA_874,MBA:874
PC5,https://purl.brain-bican.org/ontology/mbao/MBA_549009223,MBA:549009223
PCG,https://purl.brain-bican.org/ontology/mbao/MBA_898,MBA:898
PCN,https://purl.brain-bican.org/ontology/mbao/MBA_907,MBA:907
PD,https://purl.brain-bican.org/ontology/mbao/MBA_914,MBA:914
PDTg,https://purl.brain-bican.org/ontology/mbao/MBA_599626927,MBA:599626927
PERI,https://purl.brain-bican.org/ontology/mbao/MBA_922,MBA:922
PERI1,https://purl.brain-bican.org/ontology/mbao/MBA_540,MBA:540
PERI2/3,https://purl.brain-bican.org/ontology/mbao/MBA_888,MBA:888
PERI5,https://purl.brain-bican.org/ontology/mbao/MBA_692,MBA:692
PF,https://purl.brain-bican.org/ontology/mbao/MBA_930,MBA:930
PFL,https://purl.brain-bican.org/ontology/mbao/MBA_1041,MBA:1041
PFLgr,https://purl.brain-bican.org/ontology/mbao/MBA_10687,MBA:10687
PFLmo,https://purl.brain-bican.org/ontology/mbao/MBA_10689,MBA:10689
PFLpu,https://purl.brain-bican.org/ontology/mbao/MBA_10688,MBA:10688
PG,https://purl.brain-bican.org/ontology/mbao/MBA_931,MBA:931
PGRN,https://purl.brain-bican.org/ontology/mbao/MBA_938,MBA:938
PGRNd,https://purl.brain-bican.org/ontology/mbao/MBA_970,MBA:970
PGRNl,https://purl.brain-bican.org/ontology/mbao/MBA_978,MBA:978
PH,https://purl.brain-bican.org/ontology/mbao/MBA_946,MBA:946
PHY,https://purl.brain-bican.org/ontology/mbao/MBA_154,MBA:154
PIL,https://purl.brain-bican.org/ontology/mbao/MBA_560581563,MBA:560581563
PIN,https://purl.brain-bican.org/ontology/mbao/MBA_953,MBA:953
PIR,https://purl.brain-bican.org/ontology/mbao/MBA_961,MBA:961
PL,https://purl.brain-bican.org/ontology/mbao/MBA_972,MBA:972
PL1,https://purl.brain-bican.org/ontology/mbao/MBA_171,MBA:171
PL2,https://purl.brain-bican.org/ontology/mbao/MBA_195,MBA:195
PL2/3,https://purl.brain-bican.org/ontology/mbao/MBA_304,MBA:304
PL5,https://purl.brain-bican.org/ontology/mbao/MBA_363,MBA:363
PL6a,https://purl.brain-bican.org/ontology/mbao/MBA_84,MBA:84
PL6b,https://purl.brain-bican.org/ontology/mbao/MBA_132,MBA:132
PMd,https://purl.brain-bican.org/ontology/mbao/MBA_980,MBA:980
PMv,https://purl.brain-bican.org/ontology/mbao/MBA_1004,MBA:1004
PN,https://purl.brain-bican.org/ontology/mbao/MBA_607344830,MBA:607344830
PO,https://purl.brain-bican.org/ontology/mbao/MBA_1020,MBA:1020
POL,https://purl.brain-bican.org/ontology/mbao/MBA_1029,MBA:1029
POR,https://purl.brain-bican.org/ontology/mbao/MBA_122,MBA:122
POST,https://purl.brain-bican.org/ontology/mbao/MBA_1037,MBA:1037
PP,https://purl.brain-bican.org/ontology/mbao/MBA_1044,MBA:1044
PPN,https://purl.brain-bican.org/ontology/mbao/MBA_1052,MBA:1052
PPT,https://purl.brain-bican.org/ontology/mbao/MBA_1061,MBA:1061
PPY,https://purl.brain-bican.org/ontology/mbao/MBA_1069,MBA:1069
PR,https://purl.brain-bican.org/ontology/mbao/MBA_1077,MBA:1077
PRC,https://purl.brain-bican.org/ontology/mbao/MBA_50,MBA:50
PRE,https://purl.brain-bican.org/ontology/mbao/MBA_1084,MBA:1084
PRM,https://purl.brain-bican.org/ontology/mbao/MBA_1025,MBA:1025
PRMgr,https://purl.brain-bican.org/ontology/mbao/MBA_10681,MBA:10681
PRMmo,https://purl.brain-bican.org/ontology/mbao/MBA_10683,MBA:10683
PRMpu,https://purl.brain-bican.org/ontology/mbao/MBA_10682,MBA:10682
PRNc,https://purl.brain-bican.org/ontology/mbao/MBA_1093,MBA:1093
PRNr,https://purl.brain-bican.org/ontology/mbao/MBA_146,MBA:146
PRP,https://purl.brain-bican.org/ontology/mbao/MBA_169,MBA:169
PRT,https://purl.brain-bican.org/ontology/mbao/MBA_1100,MBA:1100
PS,https://purl.brain-bican.org/ontology/mbao/MBA_1109,MBA:1109
PSTN,https://purl.brain-bican.org/ontology/mbao/MBA_364,MBA:364
PSV,https://purl.brain-bican.org/ontology/mbao/MBA_7,MBA:7
PT,https://purl.brain-bican.org/ontology/mbao/MBA_15,MBA:15
PTLp,https://purl.brain-bican.org/ontology/mbao/MBA_22,MBA:22
PVH,https://purl.brain-bican.org/ontology/mbao/MBA_38,MBA:38
PVHd,https://purl.brain-bican.org/ontology/mbao/MBA_63,MBA:63
PVR,https://purl.brain-bican.org/ontology/mbao/MBA_141,MBA:141
PVT,https://purl.brain-bican.org/ontology/mbao/MBA_149,MBA:149
PVZ,https://purl.brain-bican.org/ontology/mbao/MBA_157,MBA:157
PVa,https://purl.brain-bican.org/ontology/mbao/MBA_30,MBA:30
PVi,https://purl.brain-bican.org/ontology/mbao/MBA_118,MBA:118
PVp,https://purl.brain-bican.org/ontology/mbao/MBA_126,MBA:126
PVpo,https://purl.brain-bican.org/ontology/mbao/MBA_133,MBA:133
Pa4,https://purl.brain-bican.org/ontology/mbao/MBA_606826663,MBA:606826663
Pa5,https://purl.brain-bican.org/ontology/mbao/MBA_589508451,MBA:589508451
PeF,https://purl.brain-bican.org/ontology/mbao/MBA_576073704,MBA:576073704
PoT,https://purl.brain-bican.org/ontology/mbao/MBA_563807435,MBA:563807435
ProS,https://purl.brain-bican.org/ontology/mbao/MBA_484682470,MBA:484682470
RAmb,https://purl.brain-bican.org/ontology/mbao/MBA_165,MBA:165
RCH,https://purl.brain-bican.org/ontology/mbao/MBA_173,MBA:173
RE,https://purl.brain-bican.org/ontology/mbao/MBA_181,MBA:181
RH,https://purl.brain-bican.org/ontology/mbao/MBA_189,MBA:189
RHP,https://purl.brain-bican.org/ontology/mbao/MBA_822,MBA:822
RL,https://purl.brain-bican.org/ontology/mbao/MBA_197,MBA:197
RM,https://purl.brain-bican.org/ontology/mbao/MBA_206,MBA:206
RN,https://purl.brain-bican.org/ontology/mbao/MBA_214,MBA:214
RO,https://purl.brain-bican.org/ontology/mbao/MBA_222,MBA:222
RPA,https://purl.brain-bican.org/ontology/mbao/MBA_230,MBA:230
RPF,https://purl.brain-bican.org/ontology/mbao/MBA_549009203,MBA:549009203
RPO,https://purl.brain-bican.org/ontology/mbao/MBA_238,MBA:238
RR,https://purl.brain-bican.org/ontology/mbao/MBA_246,MBA:246
RSP,https://purl.brain-bican.org/ontology/mbao/MBA_254,MBA:254
RSPagl,https://purl.brain-bican.org/ontology/mbao/MBA_894,MBA:894
RSPagl1,https://purl.brain-bican.org/ontology/mbao/MBA_671,MBA:671
RSPagl2/3,https://purl.brain-bican.org/ontology/mbao/MBA_965,MBA:965
RSPagl5,https://purl.brain-bican.org/ontology/mbao/MBA_774,MBA:774
RSPagl6a,https://purl.brain-bican.org/ontology/mbao/MBA_906,MBA:906
RSPd,https://purl.brain-bican.org/ontology/mbao/MBA_879,MBA:879
RSPd1,https://purl.brain-bican.org/ontology/mbao/MBA_442,MBA:442
RSPd2/3,https://purl.brain-bican.org/ontology/mbao/MBA_434,MBA:434
RSPd5,https://purl.brain-bican.org/ontology/mbao/MBA_610,MBA:610
RSPd6a,https://purl.brain-bican.org/ontology/mbao/MBA_274,MBA:274
RSPv,https://purl.brain-bican.org/ontology/mbao/MBA_886,MBA:886
RSPv1,https://purl.brain-bican.org/ontology/mbao/MBA_542,MBA:542
RSPv2/3,https://purl.brain-bican.org/ontology/mbao/MBA_430,MBA:430
RSPv5,https://purl.brain-bican.org/ontology/mbao/MBA_687,MBA:687
RSPv6a,https://purl.brain-bican.org/ontology/mbao/MBA_590,MBA:590
RT,https://purl.brain-bican.org/ontology/mbao/MBA_262,MBA:262
SAG,https://purl.brain-bican.org/ontology/mbao/MBA_271,MBA:271
SBPV,https://purl.brain-bican.org/ontology/mbao/MBA_347,MBA:347
SCH,https://purl.brain-bican.org/ontology/mbao/MBA_286,MBA:286
SCO,https://purl.brain-bican.org/ontology/mbao/MBA_599626923,MBA:599626923
SCdg,https://purl.brain-bican.org/ontology/mbao/MBA_26,MBA:26
SCdw,https://purl.brain-bican.org/ontology/mbao/MBA_42,MBA:42
SCig,https://purl.brain-bican.org/ontology/mbao/MBA_10,MBA:10
SCiw,https://purl.brain-bican.org/ontology/mbao/MBA_17,MBA:17
SCm,https://purl.brain-bican.org/ontology/mbao/MBA_294,MBA:294
SCop,https://purl.brain-bican.org/ontology/mbao/MBA_851,MBA:851
SCs,https://purl.brain-bican.org/ontology/mbao/MBA_302,MBA:302
SCsg,https://purl.brain-bican.org/ontology/mbao/MBA_842,MBA:842
SCzo,https://purl.brain-bican.org/ontology/mbao/MBA_834,MBA:834
SF,https://purl.brain-bican.org/ontology/mbao/MBA_310,MBA:310
SFO,https://purl.brain-bican.org/ontology/mbao/MBA_338,MBA:338
SG,https://purl.brain-bican.org/ontology/mbao/MBA_318,MBA:318
SGN,https://purl.brain-bican.org/ontology/mbao/MBA_325,MBA:325
SH,https://purl.brain-bican.org/ontology/mbao/MBA_333,MBA:333
SI,https://purl.brain-bican.org/ontology/mbao/MBA_342,MBA:342
SIM,https://purl.brain-bican.org/ontology/mbao/MBA_1007,MBA:1007
SIMgr,https://purl.brain-bican.org/ontology/mbao/MBA_10672,MBA:10672
SIMmo,https://purl.brain-bican.org/ontology/mbao/MBA_10674,MBA:10674
SIMpu,https://purl.brain-bican.org/ontology/mbao/MBA_10673,MBA:10673
SLC,https://purl.brain-bican.org/ontology/mbao/MBA_350,MBA:350
SLD,https://purl.brain-bican.org/ontology/mbao/MBA_358,MBA:358
SMT,https://purl.brain-bican.org/ontology/mbao/MBA_366,MBA:366
SNc,https://purl.brain-bican.org/ontology/mbao/MBA_374,MBA:374
SNr,https://purl.brain-bican.org/ontology/mbao/MBA_381,MBA:381
SO,https://purl.brain-bican.org/ontology/mbao/MBA_390,MBA:390
SOC,https://purl.brain-bican.org/ontology/mbao/MBA_398,MBA:398
SOCl,https://purl.brain-bican.org/ontology/mbao/MBA_114,MBA:114
SOCm,https://purl.brain-bican.org/ontology/mbao/MBA_105,MBA:105
SPA,https://purl.brain-bican.org/ontology/mbao/MBA_609,MBA:609
SPF,https://purl.brain-bican.org/ontology/mbao/MBA_406,MBA:406
SPFm,https://purl.brain-bican.org/ontology/mbao/MBA_414,MBA:414
SPFp,https://purl.brain-bican.org/ontology/mbao/MBA_422,MBA:422
SPIV,https://purl.brain-bican.org/ontology/mbao/MBA_225,MBA:225
SPVC,https://purl.brain-bican.org/ontology/mbao/MBA_429,MBA:429
SPVI,https://purl.brain-bican.org/ontology/mbao/MBA_437,MBA:437
SPVO,https://purl.brain-bican.org/ontology/mbao/MBA_445,MBA:445
SS,https://purl.brain-bican.org/ontology/mbao/MBA_453,MBA:453
SS1,https://purl.brain-bican.org/ontology/mbao/MBA_12993,MBA:12993
SS2/3,https://purl.brain-bican.org/ontology/mbao/MBA_12994,MBA:12994
SS4,https://purl.brain-bican.org/ontology/mbao/MBA_12995,MBA:12995
SS5,https://purl.brain-bican.org/ontology/mbao/MBA_12996,MBA:12996
SS6a,https://purl.brain-bican.org/ontology/mbao/MBA_12997,MBA:12997
SS6b,https://purl.brain-bican.org/ontology/mbao/MBA_12998,MBA:12998
SSN,https://purl.brain-bican.org/ontology/mbao/MBA_462,MBA:462
SSp,https://purl.brain-bican.org/ontology/mbao/MBA_322,MBA:322
SSp-bfd,https://purl.brain-bican.org/ontology/mbao/MBA_329,MBA:329
SSp-bfd1,https://purl.brain-bican.org/ontology/mbao/MBA_981,MBA:981
SSp-bfd2/3,https://purl.brain-bican.org/ontology/mbao/MBA_201,MBA:201
SSp-bfd4,https://purl.brain-bican.org/ontology/mbao/MBA_1047,MBA:1047
SSp-bfd5,https://purl.brain-bican.org/ontology/mbao/MBA_1070,MBA:1070
SSp-bfd6a,https://purl.brain-bican.org/ontology/mbao/MBA_1038,MBA:1038
SSp-bfd6b,https://purl.brain-bican.org/ontology/mbao/MBA_1062,MBA:1062
SSp-ll,https://purl.brain-bican.org/ontology/mbao/MBA_337,MBA:337
SSp-ll2/3,https://purl.brain-bican.org/ontology/mbao/MBA_113,MBA:113
SSp-ll5,https://purl.brain-bican.org/ontology/mbao/MBA_1128,MBA:1128
SSp-ll6a,https://purl.brain-bican.org/ontology/mbao/MBA_478,MBA:478
SSp-m,https://purl.brain-bican.org/ontology/mbao/MBA_345,MBA:345
SSp-m1,https://purl.brain-bican.org/ontology/mbao/MBA_878,MBA:878
SSp-m2/3,https://purl.brain-bican.org/ontology/mbao/MBA_657,MBA:657
SSp-m4,https://purl.brain-bican.org/ontology/mbao/MBA_950,MBA:950
SSp-m5,https://purl.brain-bican.org/ontology/mbao/MBA_974,MBA:974
SSp-m6a,https://purl.brain-bican.org/ontology/mbao/MBA_1102,MBA:1102
SSp-n,https://purl.brain-bican.org/ontology/mbao/MBA_353,MBA:353
SSp-n2/3,https://purl.brain-bican.org/ontology/mbao/MBA_838,MBA:838
SSp-n4,https://purl.brain-bican.org/ontology/mbao/MBA_654,MBA:654
SSp-n5,https://purl.brain-bican.org/ontology/mbao/MBA_702,MBA:702
SSp-n6a,https://purl.brain-bican.org/ontology/mbao/MBA_889,MBA:889
SSp-tr,https://purl.brain-bican.org/ontology/mbao/MBA_361,MBA:361
SSp-tr2/3,https://purl.brain-bican.org/ontology/mbao/MBA_670,MBA:670
SSp-ul,https://purl.brain-bican.org/ontology/mbao/MBA_369,MBA:369
SSp-ul2/3,https://purl.brain-bican.org/ontology/mbao/MBA_854,MBA:854
SSp-ul4,https://purl.brain-bican.org/ontology/mbao/MBA_577,MBA:577
SSp-ul5,https://purl.brain-bican.org/ontology/mbao/MBA_625,MBA:625
SSp-ul6a,https://purl.brain-bican.org/ontology/mbao/MBA_945,MBA:945
SSs,https://purl.brain-bican.org/ontology/mbao/MBA_378,MBA:378
SSs1,https://purl.brain-bican.org/ontology/mbao/MBA_873,MBA:873
SSs2/3,https://purl.brain-bican.org/ontology/mbao/MBA_806,MBA:806
SSs4,https://purl.brain-bican.org/ontology/mbao/MBA_1035,MBA:1035
SSs5,https://purl.brain-bican.org/ontology/mbao/MBA_1090,MBA:1090
SSs6a,https://purl.brain-bican.org/ontology/mbao/MBA_862,MBA:862
SSs6b,https://purl.brain-bican.org/ontology/mbao/MBA_893,MBA:893
STN,https://purl.brain-bican.org/ontology/mbao/MBA_470,MBA:470
STR,https://purl.brain-bican.org/ontology/mbao/MBA_477,MBA:477
STRd,https://purl.brain-bican.org/ontology/mbao/MBA_485,MBA:485
STRv,https://purl.brain-bican.org/ontology/mbao/MBA_493,MBA:493
SUB,https://purl.brain-bican.org/ontology/mbao/MBA_502,MBA:502
SUM,https://purl.brain-bican.org/ontology/mbao/MBA_525,MBA:525
SUT,https://purl.brain-bican.org/ontology/mbao/MBA_534,MBA:534
SUV,https://purl.brain-bican.org/ontology/mbao/MBA_217,MBA:217
Su3,https://purl.brain-bican.org/ontology/mbao/MBA_614454277,MBA:614454277
SubG,https://purl.brain-bican.org/ontology/mbao/MBA_321,MBA:321
TEa,https://purl.brain-bican.org/ontology/mbao/MBA_541,MBA:541
TEa1,https://purl.brain-bican.org/ontology/mbao/MBA_97,MBA:97
TEa2/3,https://purl.brain-bican.org/ontology/mbao/MBA_1127,MBA:1127
TEa4,https://purl.brain-bican.org/ontology/mbao/MBA_234,MBA:234
TEa5,https://purl.brain-bican.org/ontology/mbao/MBA_289,MBA:289
TEa6a,https://purl.brain-bican.org/ontology/mbao/MBA_729,MBA:729
TEa6b,https://purl.brain-bican.org/ontology/mbao/MBA_786,MBA:786
TH,https://purl.brain-bican.org/ontology/mbao/MBA_549,MBA:549
TM,https://purl.brain-bican.org/ontology/mbao/MBA_557,MBA:557
TMd,https://purl.brain-bican.org/ontology/mbao/MBA_1126,MBA:1126
TMv,https://purl.brain-bican.org/ontology/mbao/MBA_1,MBA:1
TR,https://purl.brain-bican.org/ontology/mbao/MBA_566,MBA:566
TRN,https://purl.brain-bican.org/ontology/mbao/MBA_574,MBA:574
TRS,https://purl.brain-bican.org/ontology/mbao/MBA_581,MBA:581
TT,https://purl.brain-bican.org/ontology/mbao/MBA_589,MBA:589
TTd,https://purl.brain-bican.org/ontology/mbao/MBA_597,MBA:597
TTv,https://purl.brain-bican.org/ontology/mbao/MBA_605,MBA:605
TU,https://purl.brain-bican.org/ontology/mbao/MBA_614,MBA:614
UVU,https://purl.brain-bican.org/ontology/mbao/MBA_957,MBA:957
UVUgr,https://purl.brain-bican.org/ontology/mbao/MBA_10732,MBA:10732
UVUmo,https://purl.brain-bican.org/ontology/mbao/MBA_10734,MBA:10734
UVUpu,https://purl.brain-bican.org/ontology/mbao/MBA_10733,MBA:10733
V,https://purl.brain-bican.org/ontology/mbao/MBA_621,MBA:621
V3,https://purl.brain-bican.org/ontology/mbao/MBA_129,MBA:129
V4,https://purl.brain-bican.org/ontology/mbao/MBA_145,MBA:145
V4r,https://purl.brain-bican.org/ontology/mbao/MBA_153,MBA:153
VAL,https://purl.brain-bican.org/ontology/mbao/MBA_629,MBA:629
VCO,https://purl.brain-bican.org/ontology/mbao/MBA_101,MBA:101
VENT,https://purl.brain-bican.org/ontology/mbao/MBA_637,MBA:637
VERM,https://purl.brain-bican.org/ontology/mbao/MBA_645,MBA:645
VI,https://purl.brain-bican.org/ontology/mbao/MBA_653,MBA:653
VII,https://purl.brain-bican.org/ontology/mbao/MBA_661,MBA:661
VIIIn,https://purl.brain-bican.org/ontology/mbao/MBA_933,MBA:933
VIIn,https://purl.brain-bican.org/ontology/mbao/MBA_798,MBA:798
VIS,https://purl.brain-bican.org/ontology/mbao/MBA_669,MBA:669
VISC,https://purl.brain-bican.org/ontology/mbao/MBA_677,MBA:677
VISC2/3,https://purl.brain-bican.org/ontology/mbao/MBA_1106,MBA:1106
VISC4,https://purl.brain-bican.org/ontology/mbao/MBA_1010,MBA:1010
VISC5,https://purl.brain-bican.org/ontology/mbao/MBA_1058,MBA:1058
VISC6a,https://purl.brain-bican.org/ontology/mbao/MBA_857,MBA:857
VISC6b,https://purl.brain-bican.org/ontology/mbao/MBA_849,MBA:849
VISa,https://purl.brain-bican.org/ontology/mbao/MBA_312782546,MBA:312782546
VISa2/3,https://purl.brain-bican.org/ontology/mbao/MBA_312782554,MBA:312782554
VISam,https://purl.brain-bican.org/ontology/mbao/MBA_394,MBA:394
VISam1,https://purl.brain-bican.org/ontology/mbao/MBA_281,MBA:281
VISam2/3,https://purl.brain-bican.org/ontology/mbao/MBA_1066,MBA:1066
VISam4,https://purl.brain-bican.org/ontology/mbao/MBA_401,MBA:401
VISam5,https://purl.brain-bican.org/ontology/mbao/MBA_433,MBA:433
VISam6a,https://purl.brain-bican.org/ontology/mbao/MBA_1046,MBA:1046
VISam6b,https://purl.brain-bican.org/ontology/mbao/MBA_441,MBA:441
VISl,https://purl.brain-bican.org/ontology/mbao/MBA_409,MBA:409
VISl1,https://purl.brain-bican.org/ontology/mbao/MBA_421,MBA:421
VISl2/3,https://purl.brain-bican.org/ontology/mbao/MBA_973,MBA:973
VISl4,https://purl.brain-bican.org/ontology/mbao/MBA_573,MBA:573
VISl5,https://purl.brain-bican.org/ontology/mbao/MBA_613,MBA:613
VISl6a,https://purl.brain-bican.org/ontology/mbao/MBA_74,MBA:74
VISli,https://purl.brain-bican.org/ontology/mbao/MBA_312782574,MBA:312782574
VISli4,https://purl.brain-bican.org/ontology/mbao/MBA_312782586,MBA:312782586
VISp,https://purl.brain-bican.org/ontology/mbao/MBA_385,MBA:385
VISp1,https://purl.brain-bican.org/ontology/mbao/MBA_593,MBA:593
VISp2/3,https://purl.brain-bican.org/ontology/mbao/MBA_821,MBA:821
VISp4,https://purl.brain-bican.org/ontology/mbao/MBA_721,MBA:721
VISp5,https://purl.brain-bican.org/ontology/mbao/MBA_778,MBA:778
VISp6a,https://purl.brain-bican.org/ontology/mbao/MBA_33,MBA:33
VISpl,https://purl.brain-bican.org/ontology/mbao/MBA_425,MBA:425
VISpl1,https://purl.brain-bican.org/ontology/mbao/MBA_750,MBA:750
VISpl2/3,https://purl.brain-bican.org/ontology/mbao/MBA_269,MBA:269
VISpl5,https://purl.brain-bican.org/ontology/mbao/MBA_902,MBA:902
VISpm,https://purl.brain-bican.org/ontology/mbao/MBA_533,MBA:533
VISpm1,https://purl.brain-bican.org/ontology/mbao/MBA_805,MBA:805
VISpm2/3,https://purl.brain-bican.org/ontology/mbao/MBA_41,MBA:41
VISpor,https://purl.brain-bican.org/ontology/mbao/MBA_312782628,MBA:312782628
VISpor1,https://purl.brain-bican.org/ontology/mbao/MBA_312782632,MBA:312782632
VISpor2/3,https://purl.brain-bican.org/ontology/mbao/MBA_312782636,MBA:312782636
VISpor4,https://purl.brain-bican.org/ontology/mbao/MBA_312782640,MBA:312782640
VISpor5,https://purl.brain-bican.org/ontology/mbao/MBA_312782644,MBA:312782644
VISpor6a,https://purl.brain-bican.org/ontology/mbao/MBA_312782648,MBA:312782648
VISpor6b,https://purl.brain-bican.org/ontology/mbao/MBA_312782652,MBA:312782652
VISrl,https://purl.brain-bican.org/ontology/mbao/MBA_417,MBA:417
VISrl1,https://purl.brain-bican.org/ontology/mbao/MBA_312782604,MBA:312782604
VISrl2/3,https://purl.brain-bican.org/ontology/mbao/MBA_312782608,MBA:312782608
VISrl4,https://purl.brain-bican.org/ontology/mbao/MBA_312782612,MBA:312782612
VISrl6a,https://purl.brain-bican.org/ontology/mbao/MBA_312782620,MBA:312782620
VISrl6b,https://purl.brain-bican.org/ontology/mbao/MBA_312782624,MBA:312782624
VIn,https://purl.brain-bican.org/ontology/mbao/MBA_710,MBA:710
VL,https://purl.brain-bican.org/ontology/mbao/MBA_81,MBA:81
VLPO,https://purl.brain-bican.org/ontology/mbao/MBA_689,MBA:689
VM,https://purl.brain-bican.org/ontology/mbao/MBA_685,MBA:685
VMH,https://purl.brain-bican.org/ontology/mbao/MBA_693,MBA:693
VMPO,https://purl.brain-bican.org/ontology/mbao/MBA_576073699,MBA:576073699
VNC,https://purl.brain-bican.org/ontology/mbao/MBA_701,MBA:701
VP,https://purl.brain-bican.org/ontology/mbao/MBA_709,MBA:709
VPL,https://purl.brain-bican.org/ontology/mbao/MBA_718,MBA:718
VPLpc,https://purl.brain-bican.org/ontology/mbao/MBA_725,MBA:725
VPM,https://purl.brain-bican.org/ontology/mbao/MBA_733,MBA:733
VPMpc,https://purl.brain-bican.org/ontology/mbao/MBA_741,MBA:741
VS,https://purl.brain-bican.org/ontology/mbao/MBA_73,MBA:73
VTA,https://purl.brain-bican.org/ontology/mbao/MBA_749,MBA:749
VTN,https://purl.brain-bican.org/ontology/mbao/MBA_757,MBA:757
VeCB,https://purl.brain-bican.org/ontology/mbao/MBA_589508455,MBA:589508455
Vn,https://purl.brain-bican.org/ontology/mbao/MBA_901,MBA:901
XII,https://purl.brain-bican.org/ontology/mbao/MBA_773,MBA:773
XIIn,https://purl.brain-bican.org/ontology/mbao/MBA_813,MBA:813
XIn,https://purl.brain-bican.org/ontology/mbao/MBA_717,MBA:717
Xi,https://purl.brain-bican.org/ontology/mbao/MBA_560581559,MBA:560581559
Xn,https://purl.brain-bican.org/ontology/mbao/MBA_917,MBA:917
