supertype,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm,unassigned
0194 RHP-COA Ndnf Gaba_2,0,0,67,7,2,20,0,0,285,0,4,48,1,0,0,0,0,0,7,0,0,0,0,0,7
0195 RHP-COA Ndnf Gaba_3,0,0,42,392,0,34,0,0,142,0,0,36,0,1,0,0,2,0,5,0,0,5,2,0,3
0196 RHP-COA Ndnf Gaba_4,0,0,15,86,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0
0197 RHP-COA Ndnf Gaba_5,0,0,16,276,0,1,0,0,0,0,0,0,0,0,0,12,3,0,0,0,1,4,21,0,0
0198 RHP-COA Ndnf Gaba_6,0,0,35,286,0,2,0,0,11,0,2,10,0,1,0,7,6,0,0,0,2,20,50,1,0
0199 Lamp5 Gaba_1,0,0,391,1847,9,8823,3,0,1992,0,57,379,8,0,0,3,27,0,105,0,7,143,48,66,254
0200 Lamp5 Gaba_2,0,0,9,113,0,1538,0,0,82,0,0,6,0,0,0,0,2,0,5,0,0,1,0,0,14
0201 Lamp5 Gaba_3,0,0,2,41,0,1152,0,0,37,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,18
0202 Lamp5 Gaba_4,0,0,18,15,0,469,0,0,58,0,13,60,0,0,0,0,0,0,1,0,0,0,1,3,1
0203 Lamp5 Lhx6 Gaba_1,0,0,275,2067,0,418,0,0,180,0,4,60,1,1,0,21,14,0,5,0,6,84,90,69,6
0204 Pvalb chandelier Gaba_1,0,0,239,475,0,716,0,0,482,0,0,51,0,0,0,6,1,0,3,0,1,18,13,9,0
0205 Pvalb Gaba_1,0,0,71,393,0,1840,0,0,58,0,0,11,0,0,0,1,1,0,1,0,0,99,55,40,0
0206 Pvalb Gaba_2,0,0,590,1328,0,288,0,0,318,0,3,98,0,0,0,57,22,0,0,0,4,52,99,0,1
0207 Pvalb Gaba_3,0,0,6,500,0,14885,0,0,118,0,1,8,0,0,0,1,0,0,3,0,0,9,4,7,2
0208 Pvalb Gaba_4,0,0,186,1643,0,9593,0,0,318,0,0,12,0,0,0,1,1,0,17,0,1,138,60,65,1
0209 Pvalb Gaba_5,0,0,237,927,0,432,0,0,1841,0,1,32,0,0,0,2,2,0,24,0,0,21,5,0,1
0210 Pvalb Gaba_6,0,0,125,281,0,1054,0,0,266,0,2,15,1,0,0,0,0,0,5,0,0,15,4,2,1
0211 Pvalb Gaba_7,0,0,127,242,0,330,0,0,104,0,0,7,0,0,0,3,1,0,0,0,0,39,35,17,0
0212 Pvalb Gaba_8,0,0,37,1473,0,3237,0,0,175,0,0,1,0,0,0,0,1,0,4,0,2,29,17,5,0
0213 Pvalb Gaba_9,0,0,0,61,0,49,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0
0214 Sst Gaba_1,0,0,6,52,0,2787,0,0,26,0,0,6,0,0,0,0,0,0,0,0,0,31,24,20,0
0215 Sst Gaba_2,0,0,736,289,5,143,0,0,980,0,12,145,0,0,0,2,10,0,3,0,1,24,10,1,0
0216 Sst Gaba_3,0,0,276,1686,0,233,0,0,61,0,0,8,0,0,0,53,24,0,0,0,6,150,207,8,0
0217 Sst Gaba_4,0,0,7,89,0,3863,0,0,29,0,0,2,0,0,0,0,0,0,0,0,0,11,7,5,1
0218 Sst Gaba_5,0,0,65,45,0,1183,0,0,93,0,1,4,0,0,0,0,0,0,9,0,0,20,9,13,1
0219 Sst Gaba_6,0,0,80,1205,0,1,0,0,7,0,0,41,0,2,0,54,17,0,3,0,11,16,58,0,0
0220 Sst Gaba_7,0,0,2,226,0,3445,0,0,14,0,0,0,0,0,0,0,1,0,1,0,1,4,3,0,2
0221 Sst Gaba_8,0,0,4,77,0,2535,0,0,18,0,1,0,0,0,0,0,0,0,2,0,0,1,2,1,0
0222 Sst Gaba_9,0,0,1,31,0,1968,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1
0223 Sst Gaba_10,0,0,4,90,0,2812,0,0,17,0,0,2,1,0,0,0,1,0,0,0,0,10,7,1,2
0224 Sst Gaba_11,0,0,23,167,0,1035,0,0,74,0,0,5,0,0,0,0,0,0,2,0,0,18,12,1,0
0225 Sst Gaba_12,0,0,12,536,0,243,0,0,21,0,3,1,0,0,0,0,0,0,0,0,0,15,8,1,0
0226 Sst Gaba_13,0,0,67,107,0,927,0,0,73,0,0,3,0,0,0,0,0,0,0,0,0,45,8,3,0
0227 Sst Gaba_14,0,0,163,185,0,595,0,0,152,0,0,9,0,0,0,0,0,0,5,0,0,72,44,57,0
0228 Sst Gaba_15,0,0,1,963,0,89,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,1
0229 Sst Gaba_16,0,0,26,327,0,1709,0,0,139,0,0,8,0,0,0,0,1,0,4,0,0,11,4,3,0
0230 Sst Gaba_17,0,0,391,59,0,33,0,0,147,0,8,161,0,0,0,1,5,0,1,0,0,1,15,0,0
0231 Sst Gaba_18,0,0,66,143,0,97,0,0,378,0,7,22,0,0,0,0,0,0,22,0,1,14,4,4,1
0232 Sst Gaba_19,0,0,12,416,0,19,0,0,47,0,0,1,0,0,0,0,1,0,0,0,0,7,7,0,2
0233 STR Prox1 Lhx6 Gaba_1,0,0,45,8,9,0,0,0,20,0,48,143,1,0,0,0,0,0,4,0,1,0,3,0,0
0234 STR Prox1 Lhx6 Gaba_2,0,0,87,0,1,12,0,0,20,0,48,3006,1,0,0,21,1,0,8,0,2,60,12,0,0
0235 STR Prox1 Lhx6 Gaba_3,0,0,120,4,2,4,0,0,5,0,25,79,0,0,0,0,1,0,1,0,0,1,6,0,0
0236 STR Lhx8 Gaba_1,0,0,0,0,35,0,0,0,3,0,112,1229,0,0,0,4,1,0,9,0,1,7,7,0,0
0237 STR Lhx8 Gaba_2,0,0,8,0,52,1,0,0,3,0,204,419,0,0,0,7,2,0,19,0,0,13,22,0,0
0238 Sst Chodl Gaba_1,0,0,7,0,24,1,0,0,6,0,111,91,0,0,0,2,0,0,1,0,2,2,12,0,0
0239 Sst Chodl Gaba_2,0,0,38,11,4,24,0,0,97,0,147,1634,0,0,0,13,0,0,8,0,0,72,10,1,1
0240 Sst Chodl Gaba_3,0,0,2,1,5,0,0,0,22,0,169,105,0,0,0,0,0,0,1,0,0,1,2,0,0
0241 Sst Chodl Gaba_4,0,0,68,79,1,784,0,0,156,0,15,70,0,0,0,6,1,0,9,0,0,95,34,43,0
0242 Sst Chodl Gaba_5,0,0,40,2,4,17,0,0,84,0,103,66,0,0,0,0,0,0,12,0,0,4,9,0,0
0243 Sst Chodl Gaba_6,0,0,1,0,2,0,0,0,0,0,15,27,0,0,0,0,0,0,0,0,0,0,2,0,0
0244 NDB-SI-MA-STRv Lhx8 Gaba_1,0,0,1,0,61,0,3,0,7,0,411,149,0,0,0,0,1,0,1,0,0,0,1,0,0
0245 NDB-SI-MA-STRv Lhx8 Gaba_2,0,0,34,0,78,0,0,0,118,0,2130,523,0,0,0,0,0,0,5,0,1,5,16,0,0
0246 NDB-SI-MA-STRv Lhx8 Gaba_3,0,0,1,0,67,0,0,0,4,0,994,133,0,0,0,0,0,0,0,0,0,0,2,0,0
0247 NDB-SI-MA-STRv Lhx8 Gaba_4,0,0,0,0,81,0,0,0,1,0,1751,125,0,0,0,0,0,0,0,0,0,208,3,0,0
0248 NDB-SI-MA-STRv Lhx8 Gaba_5,0,0,0,0,89,0,0,0,0,0,294,90,0,0,0,0,0,0,0,0,0,0,3,0,1
0249 NDB-SI-MA-STRv Lhx8 Gaba_6,0,0,12,0,116,0,0,0,0,0,215,217,0,0,0,0,0,0,0,0,0,0,7,0,0
0250 NDB-SI-MA-STRv Lhx8 Gaba_7,0,0,0,0,75,0,0,0,11,0,326,186,0,0,0,0,0,0,0,0,0,0,0,0,0
0251 NDB-SI-MA-STRv Lhx8 Gaba_8,0,0,0,0,68,0,0,0,16,0,437,67,1,0,0,0,0,0,0,0,0,60,3,0,0
0252 NDB-SI-MA-STRv Lhx8 Gaba_9,0,0,0,0,26,0,0,0,0,0,104,62,0,0,0,0,0,0,0,0,0,0,1,0,0
0253 NDB-SI-MA-STRv Lhx8 Gaba_10,0,0,5,0,28,2,1,0,89,1,271,133,0,0,0,0,0,0,2,1,0,1,0,0,4
0254 NDB-SI-MA-STRv Lhx8 Gaba_11,0,0,2,0,6,0,0,0,39,0,303,124,0,0,0,0,0,0,0,0,0,0,1,0,0
0255 NDB-SI-MA-STRv Lhx8 Gaba_12,0,0,17,0,14,1,0,0,10,0,53,81,0,0,0,0,0,0,2,0,0,4,10,0,0
0256 NDB-SI-MA-STRv Lhx8 Gaba_13,0,0,0,0,0,0,0,0,2,0,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0
0257 GPe-SI Sox6 Cyp26b1 Gaba_1,0,0,0,0,1,0,0,0,0,0,486,28,0,0,0,0,0,0,0,0,0,120,1,0,0
0258 GPe-SI Sox6 Cyp26b1 Gaba_2,0,0,3,0,26,0,0,0,7,0,289,100,0,0,0,0,0,0,0,0,0,41,3,0,0
0259 PAL-STR Gaba-Chol_1,0,0,0,0,88,0,0,0,3,0,929,155,0,1,0,0,2,0,0,0,4,63,2,0,0
0260 PAL-STR Gaba-Chol_2,0,0,1,0,10,1,0,0,33,0,318,1215,0,0,0,1,0,0,1,0,0,19,10,0,2
0261 PAL-STR Gaba-Chol_3,0,0,0,0,30,0,0,0,1,0,397,77,1,1,0,0,0,0,0,0,0,0,1,0,0
0262 OT D3 Folh1 Gaba_1,0,0,0,0,1,0,0,0,1,0,379,4374,0,0,0,0,0,0,1,0,0,0,0,0,28
0263 OT D3 Folh1 Gaba_2,0,0,0,0,0,0,0,0,1,0,31,370,0,0,0,0,0,0,0,0,0,0,0,0,1
0264 OT D3 Folh1 Gaba_3,0,0,0,1,0,0,0,0,1755,0,76,5079,0,0,0,0,4,0,37,0,0,0,0,0,156
0265 STR D1 Gaba_1,0,0,12,0,6,0,0,0,43,0,300,5077,0,0,0,2,5,0,1,0,0,6,23,0,9
0266 STR D1 Gaba_2,0,0,1,0,0,0,0,0,5,0,42,3930,0,0,0,9,3,0,12,0,0,10,6,0,1
0267 STR D1 Gaba_3,0,0,0,0,0,12,0,0,4,0,9,48538,0,0,0,109,0,0,0,0,0,180,3,0,1
0268 STR D1 Gaba_4,0,0,2,0,0,5,0,0,12,0,36,21143,0,0,0,188,2,0,6,0,2,723,2,0,3
0269 STR D1 Gaba_5,0,0,0,0,0,0,0,0,0,0,204,1156,0,0,0,0,0,0,0,0,0,5,4,0,0
0270 STR D1 Gaba_6,0,0,3,0,0,0,0,0,622,0,539,15188,0,0,0,103,1,0,19,0,0,96,2,0,76
0271 STR D1 Gaba_7,0,0,127,0,0,1,0,0,0,0,273,1267,0,0,0,45,15,0,0,0,15,783,23,0,0
0272 STR D1 Gaba_8,0,0,4,0,2,0,0,0,8,0,93,7186,0,0,0,52,3,0,31,0,4,23,2,0,0
0273 STR D1 Gaba_9,0,0,0,0,0,0,0,0,7,0,6,3043,0,0,0,18,0,0,2,0,0,2,0,0,0
0274 STR D2 Gaba_1,0,0,458,0,6,3,0,0,2,0,137,2606,0,0,0,33,7,0,17,0,6,222,26,0,0
0275 STR D2 Gaba_2,0,0,82,0,0,4,0,0,362,0,549,22986,0,0,0,220,8,0,19,0,1,189,23,0,19
0276 STR D2 Gaba_3,0,0,44,0,1,3,0,0,16,0,53,427,0,0,0,6,0,0,11,0,0,14,22,0,0
0277 STR D2 Gaba_4,0,0,6,0,0,23,0,0,27,0,31,68507,0,0,0,219,1,0,5,0,0,910,2,0,0
0278 STR D2 Gaba_5,0,0,1,0,10,0,0,0,1,0,222,4297,0,0,0,7,0,0,25,0,0,0,5,0,1
0279 STR D2 Gaba_6,0,0,3,0,0,0,0,0,35,0,10,2348,0,0,0,13,0,0,9,0,0,79,0,0,0
0280 STR D2 Gaba_7,0,0,4,0,0,0,0,0,0,0,35,151,0,0,0,4,0,0,0,0,2,2,8,0,0
0281 STR D1 Sema5a Gaba_1,0,0,6,0,0,11,0,0,19,0,30,2581,0,0,0,59,0,0,17,0,0,113,8,5,0
0282 STR D1 Sema5a Gaba_2,0,0,21,0,0,5,0,0,215,0,149,2602,0,0,0,49,2,0,42,0,0,61,11,1,1
0283 STR D1 Sema5a Gaba_3,0,0,38,0,2,3,0,0,926,0,627,1309,0,0,0,0,3,0,13,0,0,19,19,0,105
0284 STR D1 Sema5a Gaba_4,0,0,97,0,1,13,0,0,72,0,359,1139,0,0,0,26,2,0,35,0,3,121,52,1,0
0285 STR-PAL Chst9 Gaba_1,0,0,101,2,36,46,0,0,308,0,602,1517,3,0,0,10,3,0,36,0,5,485,82,7,0
0286 STR-PAL Chst9 Gaba_2,0,0,663,6,21,28,0,0,144,0,292,1021,5,0,0,0,3,0,17,0,8,184,70,1,0
0287 STR-PAL Chst9 Gaba_3,0,0,325,2,49,37,0,0,111,0,914,2728,3,1,0,53,5,0,51,0,10,224,113,1,0
0288 STR-PAL Chst9 Gaba_4,0,0,405,0,4,0,0,0,5,0,74,826,1,0,0,1,0,0,1,0,2,21,32,0,0
0289 STR-PAL Chst9 Gaba_5,0,0,212,0,0,0,0,0,8,0,9,336,0,0,0,0,0,0,1,0,0,13,12,0,1
0290 IA Mgp Gaba_1,0,0,93,2,0,5,0,0,179,0,15,80,0,0,0,0,0,0,6,0,0,16,4,0,1
0291 IA Mgp Gaba_2,0,0,101,3,0,4,0,0,12,0,6,33,0,0,0,0,0,0,0,0,0,10,6,0,0
0292 IA Mgp Gaba_3,0,0,86,0,0,16,0,0,32,0,1,26,0,0,0,0,0,0,1,0,0,9,7,0,0
0293 IA Mgp Gaba_4,0,0,6,0,0,4,0,0,182,0,0,4,0,0,0,0,0,0,2,0,0,1,1,0,0
0294 IA Mgp Gaba_5,0,0,39,0,2,1,0,0,16,0,19,83,0,0,0,0,0,0,0,0,0,1,6,0,0
0295 NDB-SI-ant Prdm12 Gaba_1,0,0,50,0,19,10,0,0,1068,0,312,854,29,0,0,0,1,0,72,0,10,9,8,1,10
0296 NDB-SI-ant Prdm12 Gaba_2,0,0,0,1,0,1,0,0,23,0,33,62,0,3,0,0,1,0,0,0,0,0,10,0,0
0297 NDB-SI-ant Prdm12 Gaba_3,0,0,2,0,0,3,0,0,201,0,22,32,0,0,0,0,0,0,21,0,0,0,0,0,0
0298 NDB-SI-ant Prdm12 Gaba_4,0,0,0,0,0,0,0,0,147,0,39,170,0,0,0,0,0,0,0,0,0,0,0,0,0
0299 LSX Sall3 Pax6 Gaba_1,0,0,0,0,0,0,0,0,1,0,4,219,0,4,0,2,0,0,0,0,0,0,15,0,0
0300 LSX Sall3 Pax6 Gaba_2,0,0,0,1,2,1,0,0,16,0,13,577,0,26,0,0,6,0,2,0,0,0,92,0,0
0301 LSX Otx2 Gaba_1,0,0,0,0,0,0,0,0,0,0,3,230,0,0,0,0,0,0,0,0,0,0,4,0,0
0302 LSX Otx2 Gaba_2,0,0,0,0,1,0,0,0,0,0,0,363,0,6,0,1,0,0,0,0,0,0,6,0,0
0303 LSX Otx2 Gaba_3,0,0,0,0,8,0,0,0,0,0,10,629,9,3,0,0,4,0,0,0,4,0,9,0,0
0304 LSX Otx2 Gaba_4,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0
0305 LSX Otx2 Gaba_5,0,0,0,0,0,0,0,0,1,0,11,393,0,0,0,0,0,0,0,0,0,2,1,0,0
0306 LSX Nkx2-1 Gaba_1,0,0,0,0,0,0,0,0,0,0,1,118,0,0,0,0,0,0,0,0,0,1,0,0,0
0307 LSX Nkx2-1 Gaba_2,0,0,0,0,0,0,0,0,0,0,1,847,0,0,0,0,0,0,0,0,0,1,3,0,0
0308 LSX Nkx2-1 Gaba_3,0,0,0,0,12,0,0,0,1,0,51,608,0,0,0,0,1,0,0,0,0,0,1,0,0
0309 LSX Nkx2-1 Gaba_4,0,0,0,0,0,0,0,0,1,0,4,397,0,0,0,0,0,0,0,0,0,0,1,0,0
0310 LSX Nkx2-1 Gaba_5,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0
0311 LSX Nkx2-1 Gaba_6,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,1,1,0,0
0312 LSX Nkx2-1 Gaba_7,0,0,0,0,0,0,0,0,0,0,1,334,0,0,0,0,0,0,0,0,0,0,0,0,0
0313 LSX Nkx2-1 Gaba_8,0,0,0,0,1,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0
0314 LSX Nkx2-1 Gaba_9,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,1,0,0
0315 LSX Nkx2-1 Gaba_10,0,0,0,0,0,0,0,0,0,0,4,159,0,0,0,0,0,0,0,0,0,1,9,0,0
0316 LSX Nkx2-1 Gaba_11,0,0,0,0,0,0,0,0,0,0,33,465,0,0,0,0,1,0,0,0,0,4,20,0,0
0317 LSX Prdm12 Slit2 Gaba_1,0,0,0,0,0,1,0,0,18,0,6,1320,0,0,0,1,0,0,0,0,0,0,0,0,0
0318 LSX Prdm12 Slit2 Gaba_2,0,0,0,0,0,0,0,0,2,0,4,737,0,0,0,0,0,0,0,0,0,0,0,0,0
0319 LSX Prdm12 Slit2 Gaba_3,0,0,0,0,0,0,0,0,0,0,2,847,0,0,0,1,0,0,0,0,0,0,0,0,0
0320 LSX Prdm12 Slit2 Gaba_4,0,0,0,0,0,0,0,0,55,0,2,503,0,0,0,0,0,0,0,0,0,3,2,0,0
0321 LSX Prdm12 Slit2 Gaba_5,0,0,0,0,0,0,0,0,0,0,0,614,0,0,0,1,0,0,0,0,0,0,0,0,0
0322 LSX Prdm12 Slit2 Gaba_6,0,0,0,0,0,0,0,0,0,0,13,69,0,32,0,0,2,0,0,0,0,0,33,0,0
0323 LSX Prdm12 Slit2 Gaba_7,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,1,0,0,0,0,0,0,0,0,0
0324 LSX Prdm12 Slit2 Gaba_8,0,0,0,0,1,0,0,0,0,0,5,207,0,11,0,0,2,0,0,0,0,0,31,0,0
0325 LSX Prdm12 Slit2 Gaba_9,0,0,0,0,0,0,0,0,0,0,7,111,0,0,0,0,0,0,0,0,0,0,17,0,0
0326 LSX Prdm12 Zeb2 Gaba_1,0,0,0,6,0,1,0,0,7,0,56,2240,0,3,0,7,56,0,0,0,0,120,124,0,0
0327 LSX Prdm12 Zeb2 Gaba_2,0,0,0,4,0,1,0,0,1,0,0,404,0,3,0,7,2,0,0,0,0,1,116,0,0
0328 LSX Prdm12 Zeb2 Gaba_3,0,0,0,0,0,0,0,0,1,0,0,417,0,0,0,2,0,0,0,0,0,2,0,0,0
0329 LSX Prdm12 Zeb2 Gaba_4,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,2,0,0
0330 LSX Prdm12 Zeb2 Gaba_5,0,0,0,0,0,0,0,0,5,0,2,683,0,0,0,0,0,0,0,0,0,0,3,0,0
0331 LSX Sall3 Lmo1 Gaba_1,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,2,0,0
0332 LSX Sall3 Lmo1 Gaba_2,0,0,0,0,0,0,0,0,0,0,6,326,0,0,0,0,0,0,0,0,0,0,17,0,0
0333 LSX Sall3 Lmo1 Gaba_3,0,0,0,115,0,0,0,0,1,0,66,387,0,5,0,0,13,0,0,0,0,12,278,0,1
0334 LSX Sall3 Lmo1 Gaba_4,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0
0335 LSX Sall3 Lmo1 Gaba_5,0,0,0,0,0,0,0,0,0,0,9,195,0,1,0,0,1,0,0,0,0,0,9,0,0
0336 LSX Sall3 Lmo1 Gaba_6,0,0,0,13,0,0,0,0,18,0,32,421,0,20,0,0,27,0,0,0,0,3,78,0,0
0337 MEA-BST Sox6 Gaba_1,0,0,6,1,3,0,0,0,16,0,25,117,2,0,0,0,0,0,4,0,0,0,1,0,1
0338 MEA-BST Sox6 Gaba_2,0,0,31,1,5,0,0,0,101,1,62,332,1,0,0,0,0,0,11,0,1,1,1,0,0
0339 MEA-BST Sox6 Gaba_3,0,0,3,0,20,0,0,0,6,0,93,159,1,0,0,0,1,0,1,0,0,1,5,0,0
0340 MEA-BST Sox6 Gaba_4,0,0,17,0,5,1,0,0,63,0,8,257,0,0,0,0,0,0,8,0,0,0,2,0,0
0341 MEA-BST Sox6 Gaba_5,0,0,35,0,7,0,1,0,132,0,25,131,1,0,0,0,1,0,1,1,0,0,2,0,0
0342 MEA-BST Sox6 Gaba_6,0,0,46,0,10,0,0,0,15,0,24,362,0,0,0,0,0,0,1,0,0,0,5,0,0
0343 MEA-BST Sox6 Gaba_7,0,0,0,0,247,0,0,0,0,0,341,185,0,0,0,0,0,0,5,0,2,0,7,0,0
0344 MEA-BST Sox6 Gaba_8,0,0,0,0,3,0,0,0,0,0,11,110,0,0,0,0,0,0,1,0,0,0,0,0,0
0345 MEA-BST Sox6 Gaba_9,0,0,13,1,5,3,0,0,41,0,32,114,0,0,0,0,0,0,3,0,0,1,5,0,1
0346 MEA-BST Sox6 Gaba_10,0,0,10,0,37,0,0,0,8,0,57,32,1,0,0,0,0,0,0,0,0,0,4,0,0
0347 MEA-BST Lhx6 Sp9 Gaba_1,0,0,1,0,12,0,0,0,1,0,133,582,0,0,0,0,1,0,15,0,11,0,17,0,0
0348 MEA-BST Lhx6 Sp9 Gaba_2,0,0,0,0,145,0,0,0,0,0,231,65,0,0,0,0,2,0,0,0,10,0,9,0,0
0349 MEA-BST Lhx6 Sp9 Gaba_3,0,0,16,0,15,0,0,0,18,0,54,248,0,0,0,0,0,0,4,0,0,1,2,0,0
0350 MEA-BST Lhx6 Sp9 Gaba_4,0,0,13,0,7,0,0,0,21,0,28,288,0,0,0,0,0,0,10,0,1,0,2,0,0
0351 MEA-BST Lhx6 Sp9 Gaba_5,0,0,3,0,10,0,0,0,0,0,39,193,0,0,0,0,0,0,5,0,0,0,3,0,0
0352 MEA-BST Lhx6 Sp9 Gaba_6,0,0,0,0,38,0,0,0,0,0,165,191,0,0,0,0,1,0,4,0,6,0,15,0,0
0353 MEA-BST Lhx6 Sp9 Gaba_7,0,0,0,0,195,0,0,0,0,0,202,19,4,0,0,0,0,0,1,0,1,0,5,0,0
0354 MEA-BST Lhx6 Nr2e1 Gaba_1,0,0,3,0,3,0,0,0,1,0,16,166,0,0,0,1,1,0,5,0,0,1,2,0,0
0355 MEA-BST Lhx6 Nr2e1 Gaba_2,0,0,101,6,12,2,0,0,36,0,73,192,1,0,0,0,2,0,0,0,1,3,11,0,0
0356 MEA-BST Lhx6 Nr2e1 Gaba_3,0,0,58,1,1,0,0,0,22,0,5,35,0,0,0,0,0,0,0,0,0,0,3,0,0
0357 MEA-BST Lhx6 Nfib Gaba_1,0,0,10,1,209,0,0,0,0,0,179,161,2,0,0,1,4,0,0,0,18,0,38,0,0
0358 MEA-BST Lhx6 Nfib Gaba_2,0,0,7,5,17,0,0,0,17,0,148,436,3,0,0,0,5,0,1,0,7,0,20,0,0
0359 MEA-BST Lhx6 Nfib Gaba_3,0,0,3,1,1,0,0,0,1,0,55,412,0,0,0,0,1,0,9,0,1,1,9,0,0
0360 MEA-BST Lhx6 Nfib Gaba_4,0,0,0,0,30,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,1,0,5,0,0
0361 MEA-BST Lhx6 Nfib Gaba_5,0,0,0,0,307,0,0,0,1,0,123,11,0,0,0,0,1,0,3,0,16,0,9,0,0
0362 MEA-BST Lhx6 Nfib Gaba_6,0,0,13,7,52,0,0,0,32,0,68,244,0,0,0,0,0,0,0,0,3,0,5,0,0
0363 CEA-BST Gal Avp Gaba_1,0,0,0,0,17,0,0,0,0,0,84,56,0,0,0,0,1,0,0,0,1,3,6,0,0
0364 SI-MA-ACB Ebf1 Bnc2 Gaba_1,0,0,0,0,3,0,0,0,1,0,130,100,0,0,0,0,0,0,0,0,0,0,2,0,0
0365 SI-MA-ACB Ebf1 Bnc2 Gaba_2,0,0,1,0,4,0,0,0,5,0,111,69,0,0,0,0,0,0,0,0,0,0,0,0,0
0366 SI-MA-ACB Ebf1 Bnc2 Gaba_3,0,0,0,0,1,0,0,0,2,0,67,48,0,0,0,0,0,0,2,0,0,0,0,0,0
0367 CEA-BST Six3 Cyp26b1 Gaba_1,0,0,1,0,12,0,0,0,2,0,180,140,0,0,0,4,0,0,15,0,0,0,15,0,0
0368 CEA-BST Six3 Cyp26b1 Gaba_2,0,0,4,1,0,0,0,0,0,0,214,630,0,0,0,0,0,0,0,0,0,26,4,0,0
0369 CEA-BST Six3 Cyp26b1 Gaba_3,0,0,0,0,3,0,0,0,0,0,54,113,0,0,0,0,0,0,1,0,1,1,6,0,0
0370 CEA-BST Six3 Cyp26b1 Gaba_4,0,0,0,0,0,0,0,0,0,0,24,306,0,0,0,0,0,0,0,0,0,0,2,0,0
0371 CEA-BST Six3 Cyp26b1 Gaba_5,0,0,17,0,0,0,0,0,0,0,98,532,0,0,0,2,0,0,0,0,16,0,53,0,0
0372 CEA-BST Six3 Cyp26b1 Gaba_6,0,0,6,0,2,0,0,0,1,0,10,174,0,0,0,1,0,0,0,0,0,3,1,0,0
0373 CEA-AAA-BST Six3 Sp9 Gaba_1,0,0,27,0,38,0,0,0,43,0,127,232,1,0,0,0,0,0,0,0,1,0,7,0,0
0374 CEA-AAA-BST Six3 Sp9 Gaba_2,0,0,71,0,5,1,0,0,11,0,96,367,0,0,0,1,0,0,8,0,0,5,22,0,0
0375 CEA-AAA-BST Six3 Sp9 Gaba_3,0,0,4,0,19,0,0,0,0,0,151,115,0,0,0,3,0,0,5,0,0,0,8,0,0
0376 CEA-AAA-BST Six3 Sp9 Gaba_4,0,0,129,0,4,1,0,0,69,0,63,383,0,0,0,0,1,0,3,0,0,7,24,0,0
0377 CEA-AAA-BST Six3 Sp9 Gaba_5,0,0,26,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,1,0,0
0378 CEA-AAA-BST Six3 Sp9 Gaba_6,0,0,27,0,0,0,0,0,39,0,58,188,0,0,0,0,0,0,1,0,0,4,14,0,0
0379 CEA-AAA-BST Six3 Sp9 Gaba_7,0,0,12,0,7,0,0,0,0,0,66,59,0,0,0,0,0,0,7,0,0,0,5,0,0
0380 CEA-AAA-BST Six3 Sp9 Gaba_8,0,0,91,1,0,10,0,0,61,0,3,64,0,0,0,0,0,0,0,0,0,4,2,0,0
0381 ACB-BST-FS D1 Gaba_1,0,0,0,0,21,0,0,0,0,0,337,389,0,0,0,2,1,0,32,0,0,3,18,0,0
0382 ACB-BST-FS D1 Gaba_2,0,0,20,0,11,0,0,0,14,0,337,658,0,0,0,1,0,0,10,0,0,4,23,0,0
0383 ACB-BST-FS D1 Gaba_3,0,0,2,0,14,0,0,0,0,0,480,227,0,0,0,0,0,0,15,0,0,0,7,0,0
0384 CEA-BST Ebf1 Pdyn Gaba_1,0,0,7,0,11,0,0,0,3,0,347,443,0,0,0,1,0,0,3,0,1,27,61,0,0
0385 CEA-BST Ebf1 Pdyn Gaba_2,0,0,2,0,0,0,0,0,0,0,47,106,0,0,0,0,0,0,0,0,0,1,6,0,0
0386 CEA-BST Ebf1 Pdyn Gaba_3,0,0,1,0,0,1,0,0,0,0,249,618,0,0,0,0,1,0,0,0,0,5,22,0,0
