cluster,AAA,ACAd1,ACAd2/3,ACAd5,ACAd6a,ACAd6b,ACAv1,ACAv2/3,ACAv5,ACAv6a,ACAv6b,ACB,ACVII,AD,ADP,AHN,AId1,AId2/3,AId5,AId6a,AId6b,AIp1,AIp2/3,AIp5,AIp6a,AIp6b,AIv1,AIv2/3,AIv5,AIv6a,AIv6b,AMBd,AMBv,AMd,AMv,ANcr1,ANcr2,AOBgl,AOBgr,AOBmi,AON,AP,APN,APr,AQ,ARH,ASO,AT,AUDd1,AUDd2/3,AUDd4,AUDd5,AUDd6a,AUDd6b,AUDp1,AUDp2/3,AUDp4,AUDp5,AUDp6a,AUDp6b,AUDpo1,AUDpo2/3,AUDpo4,AUDpo5,AUDpo6a,AUDpo6b,AUDv1,AUDv2/3,AUDv4,AUDv5,AUDv6a,AUDv6b,AV,AVP,AVPV,Acs5,B,BA,BLAa,BLAp,BLAv,BMAa,BMAp,BST,CA1slm,CA1so,CA1sp,CA1sr,CA2slm,CA2so,CA2sp,CA2sr,CA3slm,CA3slu,CA3so,CA3sp,CA3sr,CB-unassigned,CEAc,CEAl,CEAm,CENT2,CENT3,CL,CLA,CLI,CM,COAa,COApl,COApm,COPY,CP,CS,CTXsp-unassigned,CU,"CUL4, 5",CUN,DCO,DEC,DG-mo,DG-po,DG-sg,DMH,DMX,DN,DP,DR,DT,DTN,ECT1,ECT2/3,ECT5,ECT6a,ECT6b,ECU,ENTl1,ENTl2,ENTl3,ENTl5,ENTl6a,ENTm1,ENTm2,ENTm3,ENTm5,ENTm6,EPd,EPv,EW,Eth,FC,FF,FL,FN,FOTU,FRP2/3,FRP5,FRP6a,FRP6b,FS,GPe,GPi,GRN,GU1,GU2/3,GU4,GU5,GU6a,GU6b,HATA,HPF-unassigned,HY-unassigned,I5,IA,IAD,IAM,ICB,ICc,ICd,ICe,IF,IG,IGL,III,IIIn-unassigned,IIn-unassigned,ILA1,ILA2/3,ILA5,ILA6a,ILA6b,IMD,INC,IO,IP,IPA,IPC,IPDL,IPDM,IPI,IPL,IPN-unassigned,IPR,IPRL,IRN,ISN,IV,IVn,IntG,KF,LA,LAV,LC,LD,LDT,LGd-co,LGd-ip,LGd-sh,LGv,LH,LHA,LIN,LING,LM,LP,LPO,LRNm,LRNp,LSc,LSr,LSv,LT,MA,MA3,MARN,MB-unassigned,MD,MDRNd,MDRNv,ME,MEA,MEPO,MGd,MGm,MGv,MH,MMd,MMl,MMm,MMme,MMp,MOB-unassigned,MOBgr,MOBipl,MOBmi,MOBopl,MOp1,MOp2/3,MOp5,MOp6a,MOp6b,MOs1,MOs2/3,MOs5,MOs6a,MOs6b,MPN,MPO,MPT,MRN,MS,MT,MV,MY-unassigned,NB,ND,NDB,NI,NLL,NLOT1,NLOT2,NLOT3,NOD,NOT,NPC,NR,NTB,NTS,OLF-unassigned,OP,ORBl1,ORBl2/3,ORBl5,ORBl6a,ORBl6b,ORBm1,ORBm2/3,ORBm5,ORBm6a,ORBm6b,ORBvl1,ORBvl2/3,ORBvl5,ORBvl6a,ORBvl6b,OT,OV,P-unassigned,P5,PA,PAA,PAG-unassigned,PAL-unassigned,PAR,PARN,PAS,PB-unassigned,PBG,PC5,PCG,PCN,PD,PDTg,PERI1,PERI2/3,PERI5,PERI6a,PERI6b,PF,PFL,PG,PGRNd,PGRNl,PH,PIL,PIR,PL1,PL2/3,PL5,PL6a,PL6b,PMd,PMv,PN,PO,POL,POR,POST,PP,PPN,PPT,PPY,PR,PRC,PRE,PRM,PRNc,PRNr,PRP,PS,PST,PSTN,PSV,PT,PVH,PVHd,PVT,PVa,PVi,PVp,PVpo,PYR,Pa4,Pa5,PeF,PoT,ProS,RCH,RE,RH,RL,RM,RN,RO,RPA,RPF,RPO,RR,RSPagl1,RSPagl2/3,RSPagl5,RSPagl6a,RSPagl6b,RSPd1,RSPd2/3,RSPd5,RSPd6a,RSPd6b,RSPv1,RSPv2/3,RSPv5,RSPv6a,RSPv6b,RT,SAG,SBPV,SCH,SCO,SCdg,SCdw,SCig,SCiw,SCop,SCsg,SCzo,SEZ,SF,SFO,SG,SGN,SH,SI,SIM,SLC,SLD,SMT,SNc,SNr,SO,SOCl,SOCm,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd1,SSp-bfd2/3,SSp-bfd4,SSp-bfd5,SSp-bfd6a,SSp-bfd6b,SSp-ll1,SSp-ll2/3,SSp-ll4,SSp-ll5,SSp-ll6a,SSp-ll6b,SSp-m1,SSp-m2/3,SSp-m4,SSp-m5,SSp-m6a,SSp-m6b,SSp-n1,SSp-n2/3,SSp-n4,SSp-n5,SSp-n6a,SSp-n6b,SSp-tr1,SSp-tr2/3,SSp-tr4,SSp-tr5,SSp-tr6a,SSp-tr6b,SSp-ul1,SSp-ul2/3,SSp-ul4,SSp-ul5,SSp-ul6a,SSp-ul6b,SSp-un1,SSp-un2/3,SSp-un4,SSp-un5,SSp-un6a,SSp-un6b,SSs1,SSs2/3,SSs4,SSs5,SSs6a,SSs6b,STN,STR-unassigned,SUB,SUM,SUT,SUV,Su3,SubG,TEa1,TEa2/3,TEa4,TEa5,TEa6a,TEa6b,TH-unassigned,TMd,TMv,TR,TRN,TRS,TTd,TTv,TU,UVU,V,V3-unassigned,V4-unassigned,V4r,VAL,VCO,VI,VII,VIIn-unassigned,VISC1,VISC2/3,VISC4,VISC5,VISC6a,VISC6b,VISa1,VISa2/3,VISa4,VISa5,VISa6a,VISa6b,VISal1,VISal2/3,VISal4,VISal5,VISal6a,VISal6b,VISam1,VISam2/3,VISam4,VISam5,VISam6a,VISam6b,VISl1,VISl2/3,VISl4,VISl5,VISl6a,VISl6b,VISli1,VISli2/3,VISli4,VISli5,VISli6a,VISli6b,VISp1,VISp2/3,VISp4,VISp5,VISp6a,VISp6b,VISpl1,VISpl2/3,VISpl4,VISpl5,VISpl6a,VISpl6b,VISpm1,VISpm2/3,VISpm4,VISpm5,VISpm6a,VISpm6b,VISpor1,VISpor2/3,VISpor4,VISpor5,VISpor6a,VISpor6b,VISrl1,VISrl2/3,VISrl4,VISrl5,VISrl6a,VISrl6b,VL-unassigned,VLPO,VM,VMH,VMPO,VPL,VPLpc,VPM,VPMpc,VTA,VTN,VeCB,XII,Xi,ZI-unassigned,aco,act,alv,amc,ar,arb,bic,brain-unassigned,bsc,cbc,ccb,ccg,ccs,chpl,cic,cing,cpd,csc,cst-unassigned,das,df,dhc,dtd,ee,em,fa,fi,fiber tracts-unassigned,fp,fr,fx,gVIIn,hbc,icp,int,ll,lot,lotd,mcp,mct,mfb,ml,mlf,moV,mp,mtg,mtt,nst,och,onl,opt,or,pc,pm,py,rust-unassigned,sV,scp,scwm-unassigned,sm,st,sup,tb,ts,tspc,unassigned,vVIIIn,vhc,vtd,x,y
0001 CLA-EPd-CTX Car3 Glut_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041025641025641026,0.043076923076923075,0.009230769230769232,0.0,0.0,0.0071794871794871795,0.025128205128205128,0.0,0.0,0.0005128205128205128,0.016923076923076923,0.038461538461538464,0.0005128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020512820512820513,0.0005128205128205128,0.0,0.0,0.0,0.0015384615384615385,0.002564102564102564,0.0010256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005128205128205128,0.010769230769230769,0.003076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0005128205128205128,0.0,0.0010256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005128205128205128,0.0010256410256410256,0.0,0.0,0.0,0.0,0.0,0.0020512820512820513,0.0005128205128205128,0.0,0.0,0.0,0.0,0.0,0.09948717948717949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005128205128205128,0.0035897435897435897,0.03641025641025641,0.019487179487179488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048205128205128206,0.0056410256410256415,0.0,0.0,0.0,0.0035897435897435897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13435897435897437,0.0,0.0,0.005128205128205128,0.0010256410256410256,0.004615384615384616,0.0005128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09897435897435898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014358974358974359,0.0020512820512820513,0.0,0.0,0.0,0.0,0.002564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005128205128205128,0.08153846153846153,0.017435897435897435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015384615384615385,0.011794871794871795,0.0005128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035897435897435897,0.02923076923076923,0.0041025641025641026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010256410256410256,0.0,0.0,0.0,0.0,0.0,0.0010256410256410256,0.0005128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010256410256410256,0.0,0.003076923076923077,0.0,0.0,0.0010256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005128205128205128,0.0,0.015897435897435898,0.0,0.0,0.0005128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021025641025641025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0002 CLA-EPd-CTX Car3 Glut_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008481764206955047,0.032230703986429174,0.006785411365564037,0.0,0.0,0.006785411365564037,0.06785411365564037,0.0008481764206955047,0.0,0.0008481764206955047,0.0016963528413910093,0.01102629346904156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008481764206955047,0.0,0.0,0.0,0.0,0.0008481764206955047,0.0008481764206955047,0.002544529262086514,0.0,0.0,0.0,0.0033927056827820186,0.005937234944868533,0.0,0.0,0.0,0.002544529262086514,0.019508057675996608,0.011874469889737066,0.01102629346904156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008481764206955047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15776081424936386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005089058524173028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008481764206955047,0.02883799830364716,0.03816793893129771,0.002544529262086514,0.0,0.0,0.0,0.0,0.016963528413910092,0.041560644614079725,0.0,0.0,0.0,0.0,0.0,0.027989821882951654,0.008481764206955046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016963528413910093,0.030534351145038167,0.02205258693808312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008481764206955047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016963528413910093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004240882103477523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008481764206955047,0.0008481764206955047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026293469041560644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008481764206955047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033927056827820186,0.0,0.0,0.0,0.0,0.0,0.0016963528413910093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03986429177268872,0.011874469889737066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002544529262086514,0.05258693808312129,0.058524173027989825,0.006785411365564037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005937234944868533,0.056827820186598814,0.019508057675996608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008481764206955047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008481764206955047,0.0,0.0,0.0,0.0,0.0016963528413910093,0.0008481764206955047,0.0,0.0,0.0,0.0,0.002544529262086514,0.0,0.0,0.0,0.0,0.0008481764206955047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033927056827820186,0.004240882103477523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002544529262086514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033927056827820186,0.0,0.0,0.0,0.0,0.0,0.0,0.011874469889737066,0.0,0.005089058524173028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043256997455470736,0.0,0.03307888040712468,0.0,0.0,0.0016963528413910093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016963528413910092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0003 CLA-EPd-CTX Car3 Glut_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019257221458046766,0.008803301237964236,0.06987620357634113,0.006327372764786795,0.0,0.0002751031636863824,0.003576341127922971,0.009903713892709767,0.0,0.0,0.001375515818431912,0.0041265474552957355,0.0038514442916093533,0.0002751031636863824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002751031636863824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002751031636863824,0.002751031636863824,0.0002751031636863824,0.0,0.0,0.0,0.006327372764786795,0.006327372764786795,0.0011004126547455295,0.0,0.0,0.0002751031636863824,0.003301237964236589,0.0005502063273727648,0.0002751031636863824,0.0,0.0008253094910591472,0.009903713892709767,0.04154057771664374,0.05061898211829436,0.005777166437414031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11059147180192572,0.0,0.0,0.0,0.0,0.0,0.0,0.0005502063273727648,0.0,0.0008253094910591472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010178817056396148,0.018156808803301238,0.01925722145804677,0.0019257221458046766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001375515818431912,0.0002751031636863824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004401650618982118,0.07235213204951857,0.011004126547455296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002751031636863824,0.0019257221458046766,0.042090784044016505,0.0005502063273727648,0.0,0.0,0.0,0.0016506189821182944,0.0002751031636863824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019257221458046766,0.0,0.0,0.0002751031636863824,0.0002751031636863824,0.0008253094910591472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008253094910591472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005502063273727648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002751031636863824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002751031636863824,0.0002751031636863824,0.011554332874828061,0.0002751031636863824,0.0,0.0,0.0,0.0,0.0002751031636863824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016506189821182944,0.007702888583218707,0.09573590096286107,0.011554332874828061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004676753782668501,0.020357634112792296,0.07785419532324622,0.10976616231086657,0.010178817056396148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005502063273727648,0.0002751031636863824,0.003576341127922971,0.037138927097661624,0.007427785419532325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002751031636863824,0.0,0.0002751031636863824,0.0,0.0005502063273727648,0.0005502063273727648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002751031636863824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008253094910591472,0.002200825309491059,0.003301237964236589,0.0002751031636863824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016506189821182944,0.0,0.0,0.0,0.0,0.0,0.0,0.009353507565337002,0.0,0.0024759284731774417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002751031636863824,0.0,0.022558459422283357,0.0,0.0,0.0008253094910591472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009903713892709767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
