supertype,AAA,ACAd1,ACAd2/3,ACAd5,ACAd6a,ACAd6b,ACAv1,ACAv2/3,ACAv5,ACAv6a,ACAv6b,ACB,ACVII,AD,ADP,AHN,AId1,AId2/3,AId5,AId6a,AId6b,AIp1,AIp2/3,AIp5,AIp6a,AIp6b,AIv1,AIv2/3,AIv5,AIv6a,AIv6b,AMBd,AMBv,AMd,AMv,ANcr1,ANcr2,AOBgl,AOBgr,AOBmi,AON,AP,APN,APr,AQ,ARH,ASO,AT,AUDd1,AUDd2/3,AUDd4,AUDd5,AUDd6a,AUDd6b,AUDp1,AUDp2/3,AUDp4,AUDp5,AUDp6a,AUDp6b,AUDpo1,AUDpo2/3,AUDpo4,AUDpo5,AUDpo6a,AUDpo6b,AUDv1,AUDv2/3,AUDv4,AUDv5,AUDv6a,AUDv6b,AV,AVP,AVPV,Acs5,B,BA,BLAa,BLAp,BLAv,BMAa,BMAp,BST,CA1slm,CA1so,CA1sp,CA1sr,CA2slm,CA2so,CA2sp,CA2sr,CA3slm,CA3slu,CA3so,CA3sp,CA3sr,CB-unassigned,CEAc,CEAl,CEAm,CENT2,CENT3,CL,CLA,CLI,CM,COAa,COApl,COApm,COPY,CP,CS,CTXsp-unassigned,CU,"CUL4, 5",CUN,DCO,DEC,DG-mo,DG-po,DG-sg,DMH,DMX,DN,DP,DR,DT,DTN,ECT1,ECT2/3,ECT5,ECT6a,ECT6b,ECU,ENTl1,ENTl2,ENTl3,ENTl5,ENTl6a,ENTm1,ENTm2,ENTm3,ENTm5,ENTm6,EPd,EPv,EW,Eth,FC,FF,FL,FN,FOTU,FRP2/3,FRP5,FRP6a,FRP6b,FS,GPe,GPi,GRN,GU1,GU2/3,GU4,GU5,GU6a,GU6b,HATA,HPF-unassigned,HY-unassigned,I5,IA,IAD,IAM,ICB,ICc,ICd,ICe,IF,IG,IGL,III,IIIn-unassigned,IIn-unassigned,ILA1,ILA2/3,ILA5,ILA6a,ILA6b,IMD,INC,IO,IP,IPA,IPC,IPDL,IPDM,IPI,IPL,IPN-unassigned,IPR,IPRL,IRN,ISN,IV,IVn,IntG,KF,LA,LAV,LC,LD,LDT,LGd-co,LGd-ip,LGd-sh,LGv,LH,LHA,LIN,LING,LM,LP,LPO,LRNm,LRNp,LSc,LSr,LSv,LT,MA,MA3,MARN,MB-unassigned,MD,MDRNd,MDRNv,ME,MEA,MEPO,MGd,MGm,MGv,MH,MMd,MMl,MMm,MMme,MMp,MOB-unassigned,MOBgr,MOBipl,MOBmi,MOBopl,MOp1,MOp2/3,MOp5,MOp6a,MOp6b,MOs1,MOs2/3,MOs5,MOs6a,MOs6b,MPN,MPO,MPT,MRN,MS,MT,MV,MY-unassigned,NB,ND,NDB,NI,NLL,NLOT1,NLOT2,NLOT3,NOD,NOT,NPC,NR,NTB,NTS,OLF-unassigned,OP,ORBl1,ORBl2/3,ORBl5,ORBl6a,ORBl6b,ORBm1,ORBm2/3,ORBm5,ORBm6a,ORBm6b,ORBvl1,ORBvl2/3,ORBvl5,ORBvl6a,ORBvl6b,OT,OV,P-unassigned,P5,PA,PAA,PAG-unassigned,PAL-unassigned,PAR,PARN,PAS,PB-unassigned,PBG,PC5,PCG,PCN,PD,PDTg,PERI1,PERI2/3,PERI5,PERI6a,PERI6b,PF,PFL,PG,PGRNd,PGRNl,PH,PIL,PIR,PL1,PL2/3,PL5,PL6a,PL6b,PMd,PMv,PN,PO,POL,POR,POST,PP,PPN,PPT,PPY,PR,PRC,PRE,PRM,PRNc,PRNr,PRP,PS,PST,PSTN,PSV,PT,PVH,PVHd,PVT,PVa,PVi,PVp,PVpo,PYR,Pa4,Pa5,PeF,PoT,ProS,RCH,RE,RH,RL,RM,RN,RO,RPA,RPF,RPO,RR,RSPagl1,RSPagl2/3,RSPagl5,RSPagl6a,RSPagl6b,RSPd1,RSPd2/3,RSPd5,RSPd6a,RSPd6b,RSPv1,RSPv2/3,RSPv5,RSPv6a,RSPv6b,RT,SAG,SBPV,SCH,SCO,SCdg,SCdw,SCig,SCiw,SCop,SCsg,SCzo,SEZ,SF,SFO,SG,SGN,SH,SI,SIM,SLC,SLD,SMT,SNc,SNr,SO,SOCl,SOCm,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd1,SSp-bfd2/3,SSp-bfd4,SSp-bfd5,SSp-bfd6a,SSp-bfd6b,SSp-ll1,SSp-ll2/3,SSp-ll4,SSp-ll5,SSp-ll6a,SSp-ll6b,SSp-m1,SSp-m2/3,SSp-m4,SSp-m5,SSp-m6a,SSp-m6b,SSp-n1,SSp-n2/3,SSp-n4,SSp-n5,SSp-n6a,SSp-n6b,SSp-tr1,SSp-tr2/3,SSp-tr4,SSp-tr5,SSp-tr6a,SSp-tr6b,SSp-ul1,SSp-ul2/3,SSp-ul4,SSp-ul5,SSp-ul6a,SSp-ul6b,SSp-un1,SSp-un2/3,SSp-un4,SSp-un5,SSp-un6a,SSp-un6b,SSs1,SSs2/3,SSs4,SSs5,SSs6a,SSs6b,STN,STR-unassigned,SUB,SUM,SUT,SUV,Su3,SubG,TEa1,TEa2/3,TEa4,TEa5,TEa6a,TEa6b,TH-unassigned,TMd,TMv,TR,TRN,TRS,TTd,TTv,TU,UVU,V,V3-unassigned,V4-unassigned,V4r,VAL,VCO,VI,VII,VIIn-unassigned,VISC1,VISC2/3,VISC4,VISC5,VISC6a,VISC6b,VISa1,VISa2/3,VISa4,VISa5,VISa6a,VISa6b,VISal1,VISal2/3,VISal4,VISal5,VISal6a,VISal6b,VISam1,VISam2/3,VISam4,VISam5,VISam6a,VISam6b,VISl1,VISl2/3,VISl4,VISl5,VISl6a,VISl6b,VISli1,VISli2/3,VISli4,VISli5,VISli6a,VISli6b,VISp1,VISp2/3,VISp4,VISp5,VISp6a,VISp6b,VISpl1,VISpl2/3,VISpl4,VISpl5,VISpl6a,VISpl6b,VISpm1,VISpm2/3,VISpm4,VISpm5,VISpm6a,VISpm6b,VISpor1,VISpor2/3,VISpor4,VISpor5,VISpor6a,VISpor6b,VISrl1,VISrl2/3,VISrl4,VISrl5,VISrl6a,VISrl6b,VL-unassigned,VLPO,VM,VMH,VMPO,VPL,VPLpc,VPM,VPMpc,VTA,VTN,VeCB,XII,Xi,ZI-unassigned,aco,act,alv,amc,ar,arb,bic,brain-unassigned,bsc,cbc,ccb,ccg,ccs,chpl,cic,cing,cpd,csc,cst-unassigned,das,df,dhc,dtd,ee,em,fa,fi,fiber tracts-unassigned,fp,fr,fx,gVIIn,hbc,icp,int,ll,lot,lotd,mcp,mct,mfb,ml,mlf,moV,mp,mtg,mtt,nst,och,onl,opt,or,pc,pm,py,rust-unassigned,sV,scp,scwm-unassigned,sm,st,sup,tb,ts,tspc,unassigned,vVIIIn,vhc,vtd,x,y
0001 CLA-EPd-CTX Car3 Glut_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001521704308825885,0.006727534839019702,0.04893480698382188,0.006006727534839019,0.0,8.008970046452026e-05,0.002803139516258209,0.013294890277110364,8.008970046452026e-05,0.00016017940092904052,0.0032836777190453307,0.005686368732980939,0.008489508249239148,0.00016017940092904052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.008970046452026e-05,0.0,0.0,0.0002402691013935608,0.0,0.0,0.0,0.0,0.0,0.0002402691013935608,0.0005606279032516418,0.006407176037161621,0.008249239147845587,0.0010411661060387633,0.0,0.0004004485023226013,0.006006727534839019,0.015937850392439532,0.0064872657376261415,0.0008809867051097229,0.0,8.008970046452026e-05,0.0009610764055742432,0.004084574723690533,0.001521704308825885,8.008970046452026e-05,0.0,0.0004805382027871216,0.011212558065032836,0.028191574563511134,0.022825564632388273,0.0034438571199743714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.008970046452026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07888835495755246,0.0,0.0,0.0,0.0,0.0,0.0,0.0005606279032516418,0.0,0.0008809867051097229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032035880185808103,0.008329328848310107,0.00937049495434887,0.0008008970046452026,0.0,0.0,0.0,0.0,0.0019221528111484864,0.0040044850232260135,0.0,0.0,0.0,0.0,0.0,0.01874098990869774,0.0008809867051097229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.008970046452026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016017940092904052,0.0025628704148646484,0.03355758449463399,0.009851033157135992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.008970046452026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016017940092904052,0.0017619734102194459,0.030914624379304822,0.0013615249078968445,0.0,0.0,0.0004004485023226013,0.008249239147845587,8.008970046452026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022425116130065672,0.0,0.00016017940092904052,0.0052058305301938175,0.0038443056222969728,0.0038443056222969728,0.00032035880185808104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.008970046452026e-05,0.00032035880185808104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019381707512413904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016017940092904052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.008970046452026e-05,0.0,0.0,0.0,8.008970046452026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016017940092904052,0.0008809867051097229,0.010651930161781195,0.02691013935607881,0.0011212558065032837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005606279032516418,0.002803139516258209,0.023706551337497998,0.0006407176037161621,0.0,0.0,8.008970046452026e-05,0.001842063110683966,0.020663142719846227,0.0004805382027871216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008008970046452026,0.006006727534839019,0.034438571199743716,0.16017940092904054,0.015457312189652411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002162421912542047,0.010411661060387635,0.034839019702066314,0.041886913342944095,0.0038443056222969728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032035880185808104,0.0005606279032516418,0.0025628704148646484,0.021784398526349513,0.0046452026269421754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001521704308825885,0.0016818837097549255,0.00032035880185808104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.008970046452026e-05,0.0004805382027871216,0.004404933525548615,0.002482780714400128,0.0005606279032516418,0.0,8.008970046452026e-05,0.0004805382027871216,0.0026429601153291687,0.0011212558065032837,0.0002402691013935608,0.0,0.0,0.00016017940092904052,0.0036040365209034117,0.0040044850232260135,0.0004004485023226013,0.0,8.008970046452026e-05,8.008970046452026e-05,8.008970046452026e-05,8.008970046452026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032035880185808104,0.001842063110683966,0.002402691013935608,0.0010411661060387633,0.0,0.0,0.0,0.0,0.0005606279032516418,0.00016017940092904052,0.0,0.0002402691013935608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.008970046452026e-05,0.0,0.0,0.0008008970046452026,0.0,0.0,0.0,0.0,0.0,0.0,0.00913022585295531,0.0,0.0022425116130065674,0.0,0.0,0.00016017940092904052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004965561428800256,0.0,0.014336056383149127,0.0,0.0,0.0004805382027871216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016818837097549257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0002 CLA-EPd-CTX Car3 Glut_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005826656955571741,0.029133284777858703,0.004369992716678805,0.0,0.0007283321194464676,0.03860160233066278,0.07356154406409322,0.0007283321194464676,0.0,0.0007283321194464676,0.008011653313911144,0.018936635105608158,0.0014566642388929353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003641660597232338,0.0007283321194464676,0.0,0.0,0.0,0.003641660597232338,0.0007283321194464676,0.0,0.0,0.0,0.0,0.003641660597232338,0.0021849963583394027,0.0,0.0,0.0,0.0007283321194464676,0.018936635105608158,0.013109978150036417,0.005826656955571741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1529497450837582,0.0,0.0,0.0,0.0,0.0,0.0,0.0014566642388929353,0.0,0.016023306627822288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007283321194464676,0.005098324836125273,0.008011653313911144,0.0014566642388929353,0.0,0.0,0.0,0.0,0.0021849963583394027,0.0021849963583394027,0.0,0.0,0.0,0.0,0.0,0.05098324836125273,0.0014566642388929353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005826656955571741,0.02403495994173343,0.005098324836125273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003641660597232338,0.0007283321194464676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05826656955571741,0.0,0.0,0.0,0.0,0.0007283321194464676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16314639475600873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007283321194464676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007283321194464676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003641660597232338,0.032046613255644577,0.014566642388929352,0.0,0.0007283321194464676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005826656955571741,0.03058994901675164,0.03860160233066278,0.003641660597232338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014566642388929353,0.026948288419519302,0.013109978150036417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014566642388929353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021849963583394027,0.004369992716678805,0.0,0.0,0.0,0.0,0.0007283321194464676,0.0,0.0014566642388929353,0.0,0.0,0.0,0.0021849963583394027,0.004369992716678805,0.0,0.0,0.0,0.0,0.0,0.0007283321194464676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007283321194464676,0.0014566642388929353,0.0029133284777858705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005098324836125273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04005826656955572,0.0,0.009468317552804079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010924981791697014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0003 IT EP-CLA Glut_1,0.0,0.0,0.0,0.0,0.0036723614881047422,0.0,0.0,0.0003193357815743254,0.0036723614881047422,0.0028740220341689285,0.0004790036723614881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001117675235510139,0.041513651604662305,0.01181542391825004,0.0,0.0,0.009580073447229762,0.06083346638990899,0.009101069774868274,0.0,0.0,0.0038320293788919046,0.031135238703496725,0.0006386715631486508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001596678907871627,0.0,0.0,0.0014370110170844642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001596678907871627,0.0004790036723614881,0.0,0.0,0.0,0.0014370110170844642,0.002075682580233115,0.0004790036723614881,0.0,0.0,0.0,0.0004790036723614881,0.0009580073447229762,0.0,0.0,0.0,0.0,0.003193357815743254,0.006865719303847996,0.0004790036723614881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001117675235510139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2093246048219703,0.0,0.0,0.0,0.0,0.0,0.0,0.008622066102506785,0.0,0.005428708286763532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004790036723614881,0.0,0.0,0.0,0.0,0.0,0.0019160146894459523,0.01245409548139869,0.003991697269679068,0.0,0.0,0.0,0.0,0.0009580073447229762,0.01181542391825004,0.0,0.0,0.0,0.0,0.0001596678907871627,0.07855660226728405,0.0006386715631486508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004790036723614881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001596678907871627,0.04997604981638193,0.022992176273351428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004790036723614881,0.0023950183618074404,0.0030336899249560913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001117675235510139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001596678907871627,0.023311512054925754,0.004470700942040556,0.0,0.0,0.0,0.007185055085422321,0.0001596678907871627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05332907552291234,0.0,0.0,0.0007983394539358135,0.0009580073447229762,0.0012773431262973016,0.0009580073447229762,0.0,0.0,0.0006386715631486508,0.0025546862525946032,0.0,0.0,0.0001596678907871627,0.002235350471020278,0.0012773431262973016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001596678907871627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001596678907871627,0.0014370110170844642,0.0001596678907871627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01357177071690883,0.0,0.0,0.0004790036723614881,0.006546383522273671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009580073447229762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007983394539358135,0.0,0.0,0.0,0.0,0.0019160146894459523,0.0,0.0,0.0,0.0007983394539358135,0.0006386715631486508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012773431262973016,0.0004790036723614881,0.0,0.0,0.0,0.0,0.0003193357815743254,0.0,0.0,0.0,0.0,0.0,0.006227047740699345,0.0017563467986587897,0.0,0.0,0.0,0.0,0.0007983394539358135,0.0001596678907871627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001596678907871627,0.0,0.0,0.0,0.0,0.0,0.0001596678907871627,0.0,0.0,0.0,0.0,0.001117675235510139,0.036404279099473094,0.013891106498483154,0.0,0.001117675235510139,0.0001596678907871627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001596678907871627,0.004311033051253393,0.009739741338016925,0.0019160146894459523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004949704614402044,0.04774069934536165,0.014370110170844642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003193357815743254,0.0,0.0,0.0,0.0,0.0001596678907871627,0.0,0.0,0.0,0.0,0.0001596678907871627,0.0025546862525946032,0.0004790036723614881,0.0,0.0,0.0,0.0004790036723614881,0.0014370110170844642,0.0003193357815743254,0.0,0.0,0.0,0.0001596678907871627,0.002235350471020278,0.0009580073447229762,0.0,0.0,0.0,0.0,0.0001596678907871627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009580073447229762,0.0003193357815743254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006386715631486508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023950183618074404,0.007025387194635159,0.0,0.0,0.0,0.0001596678907871627,0.0,0.0,0.0051093725051892065,0.0017563467986587897,0.0012773431262973016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015328117515567619,0.0,0.05173239661504071,0.0,0.0,0.0003193357815743254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011336420245888552,0.0,0.0,0.0,0.0,0.0,0.0,0.0001596678907871627,0.0,0.0,0.0,0.0,0.0
