subclass,AAA,ACAd1,ACAd2/3,ACAd5,ACAd6a,ACAd6b,ACAv1,ACAv2/3,ACAv5,ACAv6a,ACAv6b,ACB,ACVII,AD,ADP,AHN,AId1,AId2/3,AId5,AId6a,AId6b,AIp1,AIp2/3,AIp5,AIp6a,AIp6b,AIv1,AIv2/3,AIv5,AIv6a,AIv6b,AMBd,AMBv,AMd,AMv,ANcr1,ANcr2,AOBgl,AOBgr,AOBmi,AON,AP,APN,APr,AQ,ARH,ASO,AT,AUDd1,AUDd2/3,AUDd4,AUDd5,AUDd6a,AUDd6b,AUDp1,AUDp2/3,AUDp4,AUDp5,AUDp6a,AUDp6b,AUDpo1,AUDpo2/3,AUDpo4,AUDpo5,AUDpo6a,AUDpo6b,AUDv1,AUDv2/3,AUDv4,AUDv5,AUDv6a,AUDv6b,AV,AVP,AVPV,Acs5,B,BA,BLAa,BLAp,BLAv,BMAa,BMAp,BST,CA1slm,CA1so,CA1sp,CA1sr,CA2slm,CA2so,CA2sp,CA2sr,CA3slm,CA3slu,CA3so,CA3sp,CA3sr,CB-unassigned,CEAc,CEAl,CEAm,CENT2,CENT3,CL,CLA,CLI,CM,COAa,COApl,COApm,COPY,CP,CS,CTXsp-unassigned,CU,"CUL4, 5",CUN,DCO,DEC,DG-mo,DG-po,DG-sg,DMH,DMX,DN,DP,DR,DT,DTN,ECT1,ECT2/3,ECT5,ECT6a,ECT6b,ECU,ENTl1,ENTl2,ENTl3,ENTl5,ENTl6a,ENTm1,ENTm2,ENTm3,ENTm5,ENTm6,EPd,EPv,EW,Eth,FC,FF,FL,FN,FOTU,FRP2/3,FRP5,FRP6a,FRP6b,FS,GPe,GPi,GRN,GU1,GU2/3,GU4,GU5,GU6a,GU6b,HATA,HPF-unassigned,HY-unassigned,I5,IA,IAD,IAM,ICB,ICc,ICd,ICe,IF,IG,IGL,III,IIIn-unassigned,IIn-unassigned,ILA1,ILA2/3,ILA5,ILA6a,ILA6b,IMD,INC,IO,IP,IPA,IPC,IPDL,IPDM,IPI,IPL,IPN-unassigned,IPR,IPRL,IRN,ISN,IV,IVn,IntG,KF,LA,LAV,LC,LD,LDT,LGd-co,LGd-ip,LGd-sh,LGv,LH,LHA,LIN,LING,LM,LP,LPO,LRNm,LRNp,LSc,LSr,LSv,LT,MA,MA3,MARN,MB-unassigned,MD,MDRNd,MDRNv,ME,MEA,MEPO,MGd,MGm,MGv,MH,MMd,MMl,MMm,MMme,MMp,MOB-unassigned,MOBgr,MOBipl,MOBmi,MOBopl,MOp1,MOp2/3,MOp5,MOp6a,MOp6b,MOs1,MOs2/3,MOs5,MOs6a,MOs6b,MPN,MPO,MPT,MRN,MS,MT,MV,MY-unassigned,NB,ND,NDB,NI,NLL,NLOT1,NLOT2,NLOT3,NOD,NOT,NPC,NR,NTB,NTS,OLF-unassigned,OP,ORBl1,ORBl2/3,ORBl5,ORBl6a,ORBl6b,ORBm1,ORBm2/3,ORBm5,ORBm6a,ORBm6b,ORBvl1,ORBvl2/3,ORBvl5,ORBvl6a,ORBvl6b,OT,OV,P-unassigned,P5,PA,PAA,PAG-unassigned,PAL-unassigned,PAR,PARN,PAS,PB-unassigned,PBG,PC5,PCG,PCN,PD,PDTg,PERI1,PERI2/3,PERI5,PERI6a,PERI6b,PF,PFL,PG,PGRNd,PGRNl,PH,PIL,PIR,PL1,PL2/3,PL5,PL6a,PL6b,PMd,PMv,PN,PO,POL,POR,POST,PP,PPN,PPT,PPY,PR,PRC,PRE,PRM,PRNc,PRNr,PRP,PS,PST,PSTN,PSV,PT,PVH,PVHd,PVT,PVa,PVi,PVp,PVpo,PYR,Pa4,Pa5,PeF,PoT,ProS,RCH,RE,RH,RL,RM,RN,RO,RPA,RPF,RPO,RR,RSPagl1,RSPagl2/3,RSPagl5,RSPagl6a,RSPagl6b,RSPd1,RSPd2/3,RSPd5,RSPd6a,RSPd6b,RSPv1,RSPv2/3,RSPv5,RSPv6a,RSPv6b,RT,SAG,SBPV,SCH,SCO,SCdg,SCdw,SCig,SCiw,SCop,SCsg,SCzo,SEZ,SF,SFO,SG,SGN,SH,SI,SIM,SLC,SLD,SMT,SNc,SNr,SO,SOCl,SOCm,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd1,SSp-bfd2/3,SSp-bfd4,SSp-bfd5,SSp-bfd6a,SSp-bfd6b,SSp-ll1,SSp-ll2/3,SSp-ll4,SSp-ll5,SSp-ll6a,SSp-ll6b,SSp-m1,SSp-m2/3,SSp-m4,SSp-m5,SSp-m6a,SSp-m6b,SSp-n1,SSp-n2/3,SSp-n4,SSp-n5,SSp-n6a,SSp-n6b,SSp-tr1,SSp-tr2/3,SSp-tr4,SSp-tr5,SSp-tr6a,SSp-tr6b,SSp-ul1,SSp-ul2/3,SSp-ul4,SSp-ul5,SSp-ul6a,SSp-ul6b,SSp-un1,SSp-un2/3,SSp-un4,SSp-un5,SSp-un6a,SSp-un6b,SSs1,SSs2/3,SSs4,SSs5,SSs6a,SSs6b,STN,STR-unassigned,SUB,SUM,SUT,SUV,Su3,SubG,TEa1,TEa2/3,TEa4,TEa5,TEa6a,TEa6b,TH-unassigned,TMd,TMv,TR,TRN,TRS,TTd,TTv,TU,UVU,V,V3-unassigned,V4-unassigned,V4r,VAL,VCO,VI,VII,VIIn-unassigned,VISC1,VISC2/3,VISC4,VISC5,VISC6a,VISC6b,VISa1,VISa2/3,VISa4,VISa5,VISa6a,VISa6b,VISal1,VISal2/3,VISal4,VISal5,VISal6a,VISal6b,VISam1,VISam2/3,VISam4,VISam5,VISam6a,VISam6b,VISl1,VISl2/3,VISl4,VISl5,VISl6a,VISl6b,VISli1,VISli2/3,VISli4,VISli5,VISli6a,VISli6b,VISp1,VISp2/3,VISp4,VISp5,VISp6a,VISp6b,VISpl1,VISpl2/3,VISpl4,VISpl5,VISpl6a,VISpl6b,VISpm1,VISpm2/3,VISpm4,VISpm5,VISpm6a,VISpm6b,VISpor1,VISpor2/3,VISpor4,VISpor5,VISpor6a,VISpor6b,VISrl1,VISrl2/3,VISrl4,VISrl5,VISrl6a,VISrl6b,VL-unassigned,VLPO,VM,VMH,VMPO,VPL,VPLpc,VPM,VPMpc,VTA,VTN,VeCB,XII,Xi,ZI-unassigned,aco,act,alv,amc,ar,arb,bic,brain-unassigned,bsc,cbc,ccb,ccg,ccs,chpl,cic,cing,cpd,csc,cst-unassigned,das,df,dhc,dtd,ee,em,fa,fi,fiber tracts-unassigned,fp,fr,fx,gVIIn,hbc,icp,int,ll,lot,lotd,mcp,mct,mfb,ml,mlf,moV,mp,mtg,mtt,nst,och,onl,opt,or,pc,pm,py,rust-unassigned,sV,scp,scwm-unassigned,sm,st,sup,tb,ts,tspc,unassigned,vVIIIn,vhc,vtd,x,y
001 CLA-EPd-CTX Car3 Glut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013709502850133488,0.006638285590590952,0.04697308608124684,0.005844577530846382,0.0,0.0001443105563171946,0.006349664477956563,0.01926545926834548,0.0001443105563171946,0.0001443105563171946,0.0030305216826610865,0.0059167328090049785,0.009524496716934843,0.0002886211126343892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21552781585973e-05,0.0,0.0,0.0002164658344757919,0.0,0.0,0.0,0.0,0.0,0.0002164658344757919,0.0005050869471101812,0.005772422252687784,0.007792770041128509,0.0010101738942203623,0.0,0.0003607763907929865,0.005411645861894797,0.014719676744353849,0.0059167328090049785,0.0007937080597445704,0.0,7.21552781585973e-05,0.0008658633379031676,0.004040695576881449,0.0015874161194891407,7.21552781585973e-05,0.0,0.0004329316689515838,0.010173894220362219,0.02727469514394978,0.021863049282054983,0.003679919186088462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21552781585973e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08622555739952377,0.0,0.0,0.0,0.0,0.0,0.0,0.0006493975034273758,0.0,0.002381124179233711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029583664045024893,0.0080092358756043,0.009235875604300454,0.0008658633379031676,0.0,0.0,0.0,0.0,0.0019481925102821272,0.003824229742405657,0.0,0.0,0.0,0.0,0.0,0.02193520456021358,0.000938018616061765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21552781585973e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001443105563171946,0.002886211126343892,0.03261418572768598,0.00938018616061765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21552781585973e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001443105563171946,0.0015874161194891407,0.028212713760011544,0.0012987950068547515,0.0,0.0,0.0003607763907929865,0.007431993650335522,7.21552781585973e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02597590013709503,0.0,0.0001443105563171946,0.004690093080308825,0.0034634533516126704,0.0035356086297712677,0.0002886211126343892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21552781585973e-05,0.0002886211126343892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033624359621906345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001443105563171946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21552781585973e-05,0.0,0.0,0.0,7.21552781585973e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001443105563171946,0.0007937080597445704,0.009596651995093441,0.02431632873944729,0.0010101738942203623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005050869471101812,0.0025254347355509054,0.0214301176131034,0.0005772422252687784,0.0,0.0,7.21552781585973e-05,0.001659571397647738,0.018616061764918104,0.0004329316689515838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000721552781585973,0.005411645861894797,0.031387545998989824,0.14748538855617288,0.015369074247781226,0.0,7.21552781585973e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019481925102821272,0.009957428385886428,0.03441806768165091,0.04156144021935205,0.003824229742405657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002886211126343892,0.0005050869471101812,0.002453279457392308,0.022295980951006565,0.005483801140053395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013709502850133488,0.001659571397647738,0.0002886211126343892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21552781585973e-05,0.0004329316689515838,0.004185006133198644,0.0026697452918681003,0.0005050869471101812,0.0,7.21552781585973e-05,0.0004329316689515838,0.002453279457392308,0.0010101738942203623,0.0003607763907929865,0.0,0.0,0.0001443105563171946,0.0034634533516126704,0.004040695576881449,0.0003607763907929865,0.0,7.21552781585973e-05,7.21552781585973e-05,7.21552781585973e-05,0.0001443105563171946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002886211126343892,0.0017317266758063352,0.0023089689010751136,0.001226639728696154,0.0,0.0,0.0,0.0,0.0005050869471101812,0.0001443105563171946,0.0,0.0002164658344757919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21552781585973e-05,0.0,0.0,0.000721552781585973,0.0,0.0,0.0,0.0,0.0,0.0,0.008730788657190274,0.0,0.0020203477884407246,0.0,0.0,0.0001443105563171946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008442167544555883,0.0,0.013853813406450682,0.0,0.0,0.0004329316689515838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01623493758568439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002 IT EP-CLA Glut,0.0,0.0,0.0,0.0,0.0023115577889447235,0.0,0.0,0.00020100502512562814,0.002512562814070352,0.0018090452261306533,0.00030150753768844223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009045226130653266,0.026733668341708542,0.007537688442211055,0.0,0.0,0.009346733668341708,0.04914572864321608,0.007236180904522613,0.0,0.00020100502512562814,0.0053266331658291454,0.02190954773869347,0.0004020100502512563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03376884422110553,0.0,0.0,0.0010050251256281408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010050251256281408,0.00030150753768844223,0.0,0.0,0.0,0.0009045226130653266,0.001407035175879397,0.00030150753768844223,0.0,0.0,0.0,0.00030150753768844223,0.0006030150753768845,0.0,0.0,0.0,0.0,0.0020100502512562816,0.004321608040201005,0.0004020100502512563,0.0,0.0,0.0,0.0,0.0,0.0,0.0031155778894472364,0.0,0.00020100502512562814,0.003919597989949748,0.0,0.0,0.0,0.0020100502512562816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14261306532663318,0.0,0.0,0.0016080402010050252,0.0,0.0,0.0,0.005728643216080402,0.0,0.013668341708542713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006130653266331658,0.0,0.0,0.0,0.0,0.0,0.0023115577889447235,0.010954773869346734,0.002914572864321608,0.0,0.0,0.0,0.0,0.006934673366834171,0.028241206030150755,0.0,0.0,0.0,0.0,0.00010050251256281407,0.09768844221105527,0.021407035175879396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030150753768844223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010050251256281408,0.03195979899497487,0.01457286432160804,0.0,0.0,0.0,0.0,0.001407035175879397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030150753768844223,0.001507537688442211,0.0020100502512562816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011055276381909548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010050251256281407,0.014773869346733668,0.002814070351758794,0.0,0.0,0.0,0.004522613065326633,0.00010050251256281407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09567839195979899,0.0,0.0,0.003819095477386935,0.0020100502512562816,0.0013065326633165829,0.0006030150753768845,0.0,0.00010050251256281407,0.0006030150753768845,0.0022110552763819095,0.0,0.0,0.0011055276381909548,0.0020100502512562816,0.0010050251256281408,0.0,0.0,0.0,0.0,0.0,0.0,0.0006030150753768845,0.0,0.0,0.00010050251256281407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004020100502512563,0.001407035175879397,0.00020100502512562814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07085427135678392,0.0,0.0,0.00030150753768844223,0.004120603015075377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008040201005025126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0013065326633165829,0.0,0.0,0.0,0.0007035175879396985,0.0004020100502512563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008040201005025126,0.00030150753768844223,0.0,0.0,0.0,0.0,0.00020100502512562814,0.0,0.0,0.0,0.0,0.0,0.004020100502512563,0.0011055276381909548,0.0,0.0,0.0,0.0,0.0006030150753768845,0.00010050251256281407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010050251256281407,0.0,0.0,0.0,0.0,0.0,0.00010050251256281407,0.0,0.0,0.0,0.0,0.0008040201005025126,0.023417085427135678,0.008743718592964824,0.0,0.001407035175879397,0.00010050251256281407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010050251256281407,0.003015075376884422,0.007236180904522613,0.001206030150753769,0.0,0.0,0.0,0.004020100502512563,0.0,0.0,0.0036180904522613066,0.00010050251256281407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031155778894472364,0.0335678391959799,0.009648241206030151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010050251256281407,0.00020100502512562814,0.0,0.0,0.0,0.0,0.00010050251256281407,0.0,0.0,0.0,0.0,0.00010050251256281407,0.0016080402010050252,0.00030150753768844223,0.0,0.0,0.0,0.0004020100502512563,0.0009045226130653266,0.00020100502512562814,0.0,0.0,0.0,0.00010050251256281407,0.001507537688442211,0.0006030150753768845,0.0,0.0,0.0,0.0,0.00010050251256281407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007035175879396985,0.00020100502512562814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007035175879396985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001206030150753769,0.0,0.002814070351758794,0.006532663316582915,0.0,0.0,0.0,0.00010050251256281407,0.0,0.0,0.0032160804020100503,0.0011055276381909548,0.0008040201005025126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021306532663316582,0.0,0.03949748743718593,0.0,0.0,0.00020100502512562814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007336683417085427,0.0,0.0,0.0,0.0,0.0,0.0,0.00020100502512562814,0.0,0.0,0.0,0.0,0.0
