class,AAA,ACAd,ACAv,ACB,ACVII,AD,ADP,AHN,AId,AIp,AIv,AM,AMB,AN,AOB,AON,AP,APN,APr,AQ,ARH,ASO,AT,AUDd,AUDp,AUDpo,AUDv,AV,AVP,AVPV,Acs5,B,BA,BLA,BMA,BST,CA1,CA2,CA3,CB-unassigned,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,COPY,CP,CS,CTXsp-unassigned,CU,CUL,CUN,DCO,DEC,DG,DMH,DMX,DN,DP,DR,DT,DTN,ECT,ECU,ENTl,ENTm,EPd,EPv,EW,Eth,FC,FL,FN,FOTU,FRP,FS,GPe,GPi,GRN,GU,HATA,HPF-unassigned,HY-unassigned,I5,IA,IAD,IAM,IC,ICB,IF,IG,IGL,III,IIIn,IIn,ILA,IMD,IO,IP,IPN,IRN,ISN,IV,IVn,In,IntG,LA,LAV,LC,LD,LDT,LGd,LGv,LH,LHA,LIN,LING,LM,LP,LPO,LRN,LSc,LSr,LSv,LT,MA,MA3,MARN,MB-unassigned,MD,MDRN,ME,MEA,MEPO,MG,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MT,MV,MY-unassigned,NB,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NR,NTB,NTS,OLF-unassigned,OP,ORBl,ORBm,ORBvl,OT,OV,P-unassigned,P5,PA,PAA,PAG,PAL-unassigned,PAR,PARN,PAS,PB,PBG,PC5,PCG,PCN,PD,PDTg,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIL,PIR,PL,PMd,PMv,PN,PO,POL,POST,PP,PPN,PPT,PPY,PR,PRE,PRM,PRNc,PRNr,PRP,PS,PST,PSTN,PSV,PT,PVH,PVHd,PVT,PVa,PVi,PVp,PVpo,PYR,Pa4,Pa5,PeF,PoT,ProS,RCH,RE,RH,RL,RM,RN,RO,RPA,RPF,RPO,RR,RSPagl,RSPd,RSPv,RT,SAG,SBPV,SCH,SCO,SCm,SCs,SEZ,SF,SFO,SG,SGN,SH,SI,SIM,SLC,SLD,SMT,SNc,SNr,SO,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSp-un,SSs,STN,STR-unassigned,SUB,SUM,SUT,SUV,SubG,TEa,TH-unassigned,TMd,TMv,TR,TRN,TRS,TT,TU,UVU,V,V3-unassigned,V4-unassigned,V4r,VAL,VCO,VI,VII,VIIIn,VIIn,VISC,VISa,VISal,VISam,VISl,VISli,VISp,VISpl,VISpm,VISpor,VISrl,VL-unassigned,VLPO,VM,VMH,VMPO,VPL,VPLpc,VPM,VPMpc,VTA,VTN,VeCB,Vn,XII,Xi,Xn,ZI,arb,brain-unassigned,cbc,cbp,cc,chpl,cst,drt,epsc,fiber tracts-unassigned,lfbst,mfbc,mfsbshy,rust,scwm-unassigned,tsp,unassigned,x,y
01 IT-ET Glut,0.00023731108288393813,0.015598640024948087,0.019465593696044056,6.38914453918295e-05,0.0,0.0,0.0,0.0,0.01570056209259696,0.007834308184950522,0.0065656066264556225,0.0,0.0,0.0,0.0001308253405642223,0.02788100978908217,0.0,0.0,0.0035733572672716073,0.0,0.0,0.0,0.0,0.006013401991283382,0.011663231233789447,0.003331482509716824,0.009668905402630198,0.0,0.0,0.0,0.0,0.0,0.0,0.009378351448586402,0.004988096415233546,8.062491918492771e-05,0.039309972389768244,0.0018452457919116473,0.02115263209936641,0.0,0.00020688658507830504,0.0,0.0,0.00425638724300807,0.0,0.0,0.0004305066439497083,0.011038007803883688,0.0,0.0014010481239494041,0.0,0.0012504468598115203,0.0,0.0,0.0,0.0,0.0,0.003719394856738646,0.0,0.0,0.0,0.0019060947875229135,0.0,0.0,0.0,0.006909403451659276,0.0,0.0231849885527827,0.022730142310588487,0.002242285488275159,0.002435481049340929,0.0,0.0,0.0003133723273980209,0.0,0.0,0.0,0.0013903995497174324,3.0424497805633096e-06,0.0,0.0,0.0,0.007963612300624463,0.0012580529842629285,0.000251002106896473,1.2169799122253238e-05,0.0,0.00016429228815041872,0.0,0.0,0.0,0.0,0.0,0.00012626166589337735,0.0,0.0,0.0,7.606124451408274e-06,0.004119477002882721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006237022050154785,0.0,0.0047386155332273545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0424497805633096e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0424497805633096e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004796422079058058,0.0,0.0,0.0,0.0,0.006233979600374221,0.05506377735352506,0.05919086048085919,1.5212248902816548e-06,1.5212248902816548e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000555247084952804,0.0,0.0,0.0,0.0,0.0,0.0,0.006132057532725351,0.0,0.015553003278239639,0.007297315798681098,0.011833608421500993,1.5212248902816548e-06,0.0,0.0,0.0,0.006010359541502818,0.0033558221079613305,1.5212248902816548e-06,2.586082313478813e-05,0.006313083294668867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002286401010093327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060400234268633106,0.010928479611783408,0.0,0.0,0.0,0.0,0.0,0.007505723608649685,0.0,0.0,0.0,0.0,0.0,0.005899310124512257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0424497805633096e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00515695237805481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014874536977174021,0.01984589991861447,0.02915275379735763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5212248902816548e-06,0.0,0.0,0.0,0.0,4.563674670844964e-06,1.3691024012534894e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04245282301309014,0.014165646178302769,0.040581716398043706,0.017419546218615228,0.006328295543571684,0.021499471374350626,0.006588424999809847,0.04685981152023609,0.0,0.0005917564823195637,0.00423813254432469,0.0,0.0,0.0,0.0,0.018056939447643243,1.5212248902816548e-06,0.0,0.0,0.004064712906832582,0.0,0.0,0.0065899462247001285,0.0,0.0,0.0,6.084899561126619e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.6509397366759715e-05,0.0,0.008582750830969096,0.01052535501585877,0.0029983342587451417,0.0063754535151704156,0.008505168361564732,0.003751340579434561,0.051977212051143584,0.0046321297909076384,0.005336456915108045,0.005674168840750573,0.006098590585139154,0.0006054475063320986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.563674670844964e-06,0.0,0.0007286667224449127,0.0,0.0,0.004525644048587923,0.0001977592357366151,1.5212248902816548e-06,0.0,0.0,0.00021449270952971332,0.0,0.0025663063899051515,0.0,0.0,0.001110494169905608,0.0,0.0004943980893415378,0.0,0.0
02 NP-CT-L6b Glut,0.0,0.028029111524408113,0.030504906739066733,5.382163510127438e-05,0.0,0.0,0.0,0.0,0.017210962869051962,0.004126325357764369,0.004730323707234226,0.0,0.0,0.0,0.0,0.002421973579557347,0.0,0.0,0.0005322361693348244,0.0,0.0,0.0,0.0,0.006739664751015136,0.011033435195761247,0.003474485554871157,0.010638743205018569,0.0,0.0,0.0,0.0,0.0,0.0,0.00014950454194798438,5.382163510127438e-05,0.0,0.005250599513213211,0.0,0.00012558381523630687,0.0,0.0,0.0,0.0,0.004281810081390273,0.0,0.0,1.196036335583875e-05,0.00016146490530382314,0.0,0.0032771395594998177,0.0,0.0008372254349087125,0.0,0.0,0.0,0.0,0.0,0.00016146490530382314,0.0,0.0,0.0,0.00373163336702169,0.0,0.0,0.0,0.009000173425268659,0.0,0.031084984361824913,0.026085552479084315,0.010692564840119843,0.0004544938075218725,0.0,0.0,3.588109006751625e-05,0.0,0.0,0.0,0.0038273162738684,0.0,0.0,0.0,0.0,0.009939061948702001,0.00013156399691422626,0.0034984062815828347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.980181677919375e-06,0.0,0.0,0.0,0.0,0.008671263432983094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004664541708777113,0.0,6.578199845711313e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17621801350325e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.970272516879063e-05,0.07619349475837076,0.07090701415509003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008408135439154642,0.0,0.017187042142340285,0.012971014059407125,0.010279932304343407,0.0,0.0,0.0,0.0,0.001734252686596619,5.980181677919375e-06,0.0,0.0,0.00019136581369342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010226110669242132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006099785311477763,0.02267684892267027,0.0,0.0,0.0,0.0,0.0,0.008162947990359947,0.0,0.0,0.0,0.0,0.0,0.004138285721120208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007971582176666527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013652754770689933,0.018329256842822887,0.026067611934050557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7940545033758124e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04645405127407771,0.01924422463954455,0.0493843402962582,0.021217684593257943,0.005418044600194954,0.026462303924793235,0.008551659799424707,0.05626154922586548,0.0,0.001321620150820182,0.026103493024118074,0.0,0.0,0.0,0.0,0.01875982992363308,0.0,0.0,0.0,0.0022186474025080883,0.0,0.0,0.0030020512023155262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00958025104802684,0.011141078465963796,0.0031156746541959944,0.00823471017049498,0.010399535937901794,0.003330961194601092,0.05275118258092681,0.0016624905064615864,0.00497551115602892,0.006661922389202184,0.004568858801930403,6.578199845711313e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011362345188046812,0.0,0.0,0.021678158582457734,0.0,0.0,0.0,0.0,0.0,0.0,0.010495218844748503,0.0,0.0,0.024572566514570713,0.0,6.578199845711313e-05,0.0,0.0
03 OB-CR Glut,0.0001029230135858378,0.0009263071222725401,0.0009263071222725401,0.0001029230135858378,0.0,0.0,0.0,0.0,0.0,0.0005146150679291889,0.0,0.0,0.0,0.0,0.02089337175792507,0.003911074516261836,0.0,0.0001029230135858378,0.0002058460271716756,0.0,0.0,0.0,0.0,0.0,0.0002058460271716756,0.0,0.0004116920543433512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018217373404693288,0.003396459448332647,0.018011527377521614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022643062988884316,0.00607245780156443,0.0,0.0001029230135858378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07564841498559077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007204610951008645,0.0,0.0038081515026759986,0.012556607657472211,0.0,0.0,0.0,0.0,0.0005146150679291889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001029230135858378,0.0071016879374228075,0.0023672293124742693,0.0001029230135858378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004116920543433512,0.0,0.0,0.0,0.0017496912309592424,0.0001029230135858378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1391519143680527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001029230135858378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001029230135858378,0.0,0.0,0.0001029230135858378,0.0,0.0,0.0,0.004528612597776863,0.0,0.0,0.0002058460271716756,0.0,0.5193495265541375,0.0003087690407575134,0.0003087690407575134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001029230135858378,0.0007204610951008645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10477562783038287,0.0,0.0,0.001543845203787567,0.0017496912309592424,0.0009263071222725401,0.0,0.0,0.0,0.0012350761630300535,0.0007204610951008645,0.0,0.0004116920543433512,0.0020584602717167557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005866611774392754,0.0003087690407575134,0.0,0.0,0.0,0.0,0.0,0.0005146150679291889,0.0,0.0,0.0,0.0,0.0,0.0012350761630300535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001440922190201729,0.0001029230135858378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004116920543433512,0.0008233841086867024,0.0012350761630300535,0.0,0.0,0.0,0.0,0.0,0.0001029230135858378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003087690407575134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002058460271716756,0.0001029230135858378,0.0001029230135858378,0.0,0.0001029230135858378,0.0001029230135858378,0.0,0.0001029230135858378,0.0,0.0005146150679291889,0.0008233841086867024,0.0,0.0,0.0,0.0,0.0009263071222725401,0.0,0.0,0.0,0.0016467682173734047,0.0,0.0,0.001543845203787567,0.0,0.0,0.0,0.0005146150679291889,0.0,0.0,0.0,0.0,0.0,0.0,0.0003087690407575134,0.0,0.0,0.0001029230135858378,0.0,0.0,0.0001029230135858378,0.0,0.0003087690407575134,0.0004116920543433512,0.0001029230135858378,0.0003087690407575134,0.0001029230135858378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007204610951008645,0.0,0.0,0.0001029230135858378,0.0003087690407575134,0.0,0.0,0.0,0.0003087690407575134,0.0,0.0002058460271716756,0.0003087690407575134,0.0,0.0,0.0,0.010806916426512969,0.0,0.0
04 DG-IMN Glut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033350008337502084,0.0,0.0,0.0,0.0,0.0,2.779167361458507e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.558334722917014e-05,5.558334722917014e-05,0.0,0.005030292924239898,0.005336001334000333,0.27858373631260075,0.0,0.0,0.0,0.0,8.337502084375521e-05,0.0,0.0,0.0,5.558334722917014e-05,0.0,0.0005002501250625312,0.0,0.0002779167361458507,0.0,0.0,0.0,0.0,0.0,0.6808682118837196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005002501250625312,0.0005280417986771163,0.0,0.0,0.00016675004168751042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004446667778333611,0.0023900839308543162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.779167361458507e-05,0.0,0.0003057084097604358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.779167361458507e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00833750208437552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033350008337502084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.558334722917014e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002334500583625146,0.0,0.0,0.0,0.0,0.0,0.0,0.0004446667778333611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011116669445834028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.337502084375521e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013895836807292536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008615418820521372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.779167361458507e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002501250625312656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000805958534822967,0.0,0.0,0.004363292757489856,0.0,0.0,0.0,0.0,0.0012506253126563281,0.0,0.004863542882552387,0.0,0.0,0.00013895836807292536,0.0,0.0,0.0,0.0
05 OB-IMN GABA,8.858292627369593e-05,0.00013920174128723647,0.00020247526005416213,0.00189820556300777,0.0,0.0,0.0,0.0,3.79641112601554e-05,3.79641112601554e-05,0.0001518564450406216,0.0,0.0,0.0,0.0035812811622079927,0.01703323125205639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2654703753385133e-05,0.00012654703753385135,1.2654703753385133e-05,6.327351876692567e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.061881501354053e-05,3.79641112601554e-05,0.0,0.000949102781503885,0.0,0.00039229581635493913,0.0,5.061881501354053e-05,0.0,0.0,2.5309407506770266e-05,0.0,0.0,2.5309407506770266e-05,0.0,0.0,0.00855457973728835,0.0,0.00017716585254739186,0.0,0.0,0.0,0.0,0.0,0.0004682240388752499,0.0,0.0,0.0,0.0005061881501354054,0.0,0.0,0.0,2.5309407506770266e-05,0.0,6.327351876692567e-05,0.0,0.00020247526005416213,0.0002277846675609324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79641112601554e-05,0.0,0.0,2.5309407506770266e-05,0.0,5.061881501354053e-05,1.2654703753385133e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5309407506770266e-05,0.0,0.0,0.0,0.0,0.00010123763002708106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07748475108197717,0.0,0.0010123763002708108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007845916327098783,0.002189263749335628,0.002492976639416871,0.0,2.5309407506770266e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2654703753385133e-05,0.0,0.0,0.0,0.0,0.6589557338462707,0.00024043937131431754,0.0002530940750677027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5309407506770266e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11056414669332591,0.0,7.59282225203108e-05,0.0013793627091189795,0.0007719369289564931,0.0001518564450406216,0.0,0.0,0.0,0.0,2.5309407506770266e-05,1.2654703753385133e-05,3.79641112601554e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2654703753385133e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025056313431702565,0.0001138923337804662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039229581635493913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2654703753385133e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005517450836475918,0.0,0.0,0.0,0.0,0.0,0.00017716585254739186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79641112601554e-05,8.858292627369593e-05,1.2654703753385133e-05,0.0,0.0,8.858292627369593e-05,2.5309407506770266e-05,7.59282225203108e-05,0.0,0.0037331376072486143,0.0006074257801624864,0.0,0.0,0.0,0.0,0.00017716585254739186,1.2654703753385133e-05,0.0,0.0,0.0,0.0,0.0,0.002467667231910101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.327351876692567e-05,0.0,0.0,0.0,0.0,1.2654703753385133e-05,5.061881501354053e-05,0.0,0.0,0.0,0.0,0.0304725266381514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017716585254739186,0.0,0.0,0.048897775303080156,0.0003543317050947837,0.0001138923337804662,0.0,0.0,0.0001138923337804662,0.0003669864088481689,0.004846751537546506,0.0,0.0,0.002113335526815317,0.0,0.004467110424944952,0.0,0.0
06 CTX-CGE GABA,0.0018510805682817346,0.015387107223841918,0.016729140635846174,0.0007867092415197372,0.0,0.0,0.0,0.0,0.015757323337498266,0.008792632699338238,0.005576380211948725,4.627701420704336e-05,0.0,0.0,0.0003702161136563469,0.015063168124392614,0.0,0.0,0.0026609283169049935,0.0,0.0,0.0,0.0,0.0051830255911888565,0.009787588504789672,0.003378222037114165,0.009880142533203757,0.0,2.313850710352168e-05,0.0,0.0,0.0,4.627701420704336e-05,0.0137674117265954,0.008746355685131196,0.00043963163496691196,0.04123281965847563,0.003262529501596557,0.02711833032532741,0.0,0.001087509833865519,0.0,0.0,0.0020824656393169513,0.0,0.0,0.004072377250219816,0.01635892452218983,0.0,0.004465731870979685,0.0,0.0020593271322134296,0.0,0.0,0.0,0.0,0.0,0.014253320375769355,0.0,0.0,0.0,0.0027997593595261235,0.0,0.0,0.0,0.01006525059003193,0.0,0.03176917025313527,0.021935304734138555,0.0015502799759359526,0.003470776065528252,0.0,0.0,0.0003702161136563469,0.0,0.0,0.0,0.0010412328196584756,0.00011569253551760841,0.00018510805682817345,0.0,0.0,0.008561247628303022,0.003979823221805729,0.0006478781988986071,0.00011569253551760841,0.0,0.00030080059234578185,0.0,0.0,0.0,0.0,0.0,0.0009255402841408673,0.0,0.0,0.0,0.00043963163496691196,0.004002961728909251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002984867416354297,0.0,0.0036558841223564256,0.0,0.0,2.313850710352168e-05,0.0,0.0,0.0,0.0,0.00011569253551760841,0.0,0.0,0.0,0.0,6.941552131056504e-05,0.0,4.627701420704336e-05,0.00023138507103521682,4.627701420704336e-05,0.0,0.0002545235781387385,0.0,0.0,2.313850710352168e-05,2.313850710352168e-05,0.0,0.0,0.008607524642510066,0.0,2.313850710352168e-05,0.0,0.0,0.0022675736961451248,0.05988245638391411,0.07346476005368134,2.313850710352168e-05,4.627701420704336e-05,0.0,0.0,2.313850710352168e-05,0.0,0.0,0.0,0.0,0.0002545235781387385,0.0,0.0,0.0009718172983479105,0.0,0.0,0.0,0.0,0.0,0.0,0.007728261372576242,0.0,0.010736267296034059,0.0061085658753297235,0.00893146374195937,0.0013651719191077791,0.0,0.0,0.0,0.007172937202091721,0.006131704382433246,0.0,0.00048590864917395527,0.00867694016382063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003331945022907122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04278309963441159,0.010643713267619974,0.0,0.0,0.0,2.313850710352168e-05,0.0,0.004697116942014901,0.0,0.0,0.0,0.0,0.0,0.004604562913600814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048128094775325096,2.313850710352168e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012055162200934796,0.016775417650053217,0.020546994307927252,9.255402841408673e-05,0.0,0.0,0.0,0.0,2.313850710352168e-05,4.627701420704336e-05,0.0,2.313850710352168e-05,0.0,0.0,0.0,0.0,0.0013651719191077791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03193113980285992,0.010713128788930538,0.029802397149335923,0.012332824286177055,0.005969734832708594,0.019158683881715953,0.005483826183534639,0.04646212226387154,0.0,0.0019899116109028643,0.005668934240362812,0.0,0.0,0.0,0.0,0.021148595492618816,2.313850710352168e-05,0.0,0.0,0.008005923457818502,0.0,2.313850710352168e-05,0.006501920496089593,2.313850710352168e-05,0.0,0.0,4.627701420704336e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00011569253551760841,0.0,0.012101439215141839,0.008769494192234717,0.0025683742884909065,0.00592345781850155,0.006964690638160026,0.002961728909250775,0.03153778518210005,0.003956684714702207,0.003493914572631774,0.00647878198898607,0.004350039335462076,0.0006247396917950854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.313850710352168e-05,0.0,0.0013883104262113009,0.0,0.0,0.009695034476375585,0.00023138507103521682,0.00030080059234578185,0.0,0.0,0.00041649312786339027,0.0,0.007010967652367069,4.627701420704336e-05,0.0,0.0036558841223564256,0.0,0.007334906751816373,0.0,0.0
