supertype,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm,unassigned
0221 Sst Gaba_8,0.0,0.0,0.0015145778114350624,0.029155622870124954,0.0,0.9598636879969709,0.0,0.0,0.006815600151457781,0.0,0.0003786444528587656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007572889057175312,0.0,0.0,0.0003786444528587656,0.0007572889057175312,0.0003786444528587656,0.0
0222 Sst Gaba_9,0.0,0.0,0.0004977600796416127,0.015430562468889995,0.0,0.9795918367346939,0.0,0.0,0.0014932802389248383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014932802389248383,0.0,0.0009955201592832255,0.0004977600796416127
0223 Sst Gaba_10,0.0,0.0,0.0013573125212080082,0.030539531727180182,0.0,0.9541907024092298,0.0,0.0,0.005768578215134035,0.0,0.0,0.0006786562606040041,0.00033932813030200206,0.0,0.0,0.0,0.00033932813030200206,0.0,0.0,0.0,0.0,0.0033932813030200203,0.0023752969121140144,0.00033932813030200206,0.0006786562606040041
0224 Sst Gaba_11,0.0,0.0,0.01720269259536275,0.12490650710545999,0.0,0.7741211667913238,0.0,0.0,0.055347793567688854,0.0,0.0,0.0037397157816005983,0.0,0.0,0.0,0.0,0.0,0.0,0.0014958863126402393,0.0,0.0,0.013462976813762155,0.008975317875841436,0.0007479431563201197,0.0
0225 Sst Gaba_12,0.0,0.0,0.014285714285714285,0.638095238095238,0.0,0.2892857142857143,0.0,0.0,0.025,0.0,0.0035714285714285713,0.0011904761904761906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.009523809523809525,0.0011904761904761906,0.0
0226 Sst Gaba_13,0.0,0.0,0.054339010543390104,0.0867802108678021,0.0,0.7518248175182481,0.0,0.0,0.059205190592051905,0.0,0.0,0.0024330900243309003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0364963503649635,0.006488240064882401,0.0024330900243309003,0.0
0227 Sst Gaba_14,0.0,0.0,0.12714508580343215,0.14430577223088922,0.0,0.4641185647425897,0.0,0.0,0.11856474258970359,0.0,0.0,0.0070202808112324495,0.0,0.0,0.0,0.0,0.0,0.0,0.0039001560062402497,0.0,0.0,0.056162246489859596,0.0343213728549142,0.044461778471138844,0.0
0228 Sst Gaba_15,0.0,0.0,0.0009345794392523365,0.9,0.0,0.08317757009345794,0.0,0.0,0.008411214953271028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009345794392523365,0.0,0.0,0.0,0.0,0.004672897196261682,0.0009345794392523365,0.0,0.0009345794392523365
0229 Sst Gaba_16,0.0,0.0,0.011648745519713262,0.14650537634408603,0.0,0.7656810035842294,0.0,0.0,0.062275985663082435,0.0,0.0,0.0035842293906810036,0.0,0.0,0.0,0.0,0.00044802867383512545,0.0,0.0017921146953405018,0.0,0.0,0.00492831541218638,0.0017921146953405018,0.0013440860215053765,0.0
0230 Sst Gaba_17,0.0,0.0,0.47566909975669097,0.07177615571776155,0.0,0.040145985401459854,0.0,0.0,0.17883211678832117,0.0,0.009732360097323601,0.19586374695863748,0.0,0.0,0.0,0.0012165450121654502,0.006082725060827251,0.0,0.0012165450121654502,0.0,0.0,0.0012165450121654502,0.01824817518248175,0.0,0.0
