taxonomy_level,cell_set,cell_count,percentage_of_total
cluster,4951 MDRN Hoxb5 Ebf2 Gly-Gaba_1,44,0.001
cluster,4301 NTS Phox2b Glut_9,44,0.001
cluster,4158 PB-NTS Phox2b Ebf3 Lmx1b Glut_1,44,0.001
cluster,3960 PSV Lmx1a Trpv6 Glut_1,44,0.001
cluster,3322 CUN-PPN Evx2 Meis2 Glut_1,44,0.001
cluster,2618 PVT-PT Ntrk1 Glut_1,44,0.001
cluster,4623 CS-RPO Meis2 Gaba_4,43,0.001
cluster,3950 PB Lmx1a Glut_5,43,0.001
cluster,0563 OB-in Frmd7 Gaba_5,43,0.001
cluster,1359 CEA-AAA-BST Six3 Sp9 Gaba_2,43,0.001
cluster,3971 PB Pax5 Glut_1,43,0.001
cluster,1654 AHN-SBPV-PVHd Pdrm12 Gaba_2,43,0.001
cluster,2174 SI-MA-LPO-LHA Skor1 Glut_5,43,0.001
cluster,3320 CUN-PPN Evx2 Meis2 Glut_1,43,0.001
cluster,4700 CS-PRNr-DR En1 Sox2 Gaba_2,43,0.001
cluster,2595 MH Tac2 Glut_4,43,0.001
cluster,2533 PMd-LHA Foxb1 Glut_3,43,0.001
cluster,3934 PB Lmx1a Glut_3,43,0.001
cluster,4419 SPVI-SPVC Tlx3 Ebf3 Glut_2,43,0.001
cluster,4546 NTS Dbh Glut_3,43,0.001
cluster,2535 PMd-LHA Foxb1 Glut_3,43,0.001
cluster,3508 IC Six3 En2 Gaba_7,43,0.001
cluster,3917 PB Lmx1a Glut_1,43,0.001
cluster,1686 SBPV-PVa Six6 Satb2 Gaba_1,43,0.001
cluster,2012 MEA-COA-BMA Ccdc42 Glut_4,43,0.001
cluster,4929 MY Lhx1 Gly-Gaba_9,43,0.001
cluster,3551 PAG-ND-PCG Onecut1 Gaba_3,43,0.001
cluster,4287 NTS Phox2b Glut_7,43,0.001
cluster,2418 PH-ant-LHA Otp Bsx Glut_5,43,0.001
cluster,4823 PRP Otp Gly-Gaba_2,43,0.001
cluster,3446 PAG-PPN Pax5 Sox21 Gaba_1,43,0.001
cluster,2607 LH Pou4f1 Sox1 Glut_3,43,0.001
cluster,3129 PAG Pou4f1 Ebf2 Glut_4,43,0.001
cluster,3928 PB Lmx1a Glut_3,43,0.001
cluster,4648 PRNc Otp Gly-Gaba_3,43,0.001
cluster,4422 SPVI-SPVC Tlx3 Ebf3 Glut_2,43,0.001
cluster,2287 DMH-LHA Vgll2 Glut_3,43,0.001
cluster,2086 AVPV-MEPO-SFO Tbr1 Glut_3,43,0.001
cluster,2453 STN-PSTN Pitx2 Glut_5,43,0.001
cluster,1441 SI-MPO-LPO Lhx8 Gaba_3,43,0.001
cluster,1347 CEA-BST Six3 Cyp26b1 Gaba_6,43,0.001
cluster,1304 MEA-BST Lhx6 Nfib Gaba_5,43,0.001
cluster,4377 PGRN-PARN-MDRN Hoxb5 Glut_5,43,0.001
cluster,3893 MB-MY Tph2 Glut-Sero_2,43,0.001
cluster,1674 AHN-SBPV-PVHd Pdrm12 Gaba_6,43,0.001
cluster,3625 PRT Tcf7l2 Gaba_4,43,0.001
cluster,4777 DTN-LDT-IPN Otp Pax3 Gaba_1,43,0.001
cluster,3182 PAG Pou4f2 Mesi2 Glut_2,43,0.001
cluster,2445 STN-PSTN Pitx2 Glut_3,43,0.001
cluster,3411 MRN-PPN-CUN Pax8 Gaba_1,43,0.001
cluster,1918 DMH Hmx2 Gaba_1,43,0.001
cluster,3746 SCs Pax7 Nfia Gaba_1,42,0.001
cluster,2164 SI-MA-LPO-LHA Skor1 Glut_4,42,0.001
cluster,5116 NTS-PARN Neurod2 Gly-Gaba_6,42,0.001
cluster,3232 SCig Foxb1 Glut_3,42,0.001
cluster,3177 PAG Pou4f2 Mesi2 Glut_1,42,0.001
cluster,2221 LHA-MEA Otp Glut_1,42,0.001
cluster,2456 STN-PSTN Pitx2 Glut_5,42,0.001
cluster,1827 PVHd-DMH Lhx6 Gaba_2,42,0.001
cluster,4313 PGRNd Dmbx1 Glut_1,42,0.001
cluster,3162 PAG Pou4f2 Glut_3,42,0.001
cluster,1526 PVR Six3 Sox3 Gaba_7,42,0.001
cluster,1759 ZI Pax6 Gaba_7,42,0.001
cluster,2684 TH Prkcd Grin2c Glut_13,42,0.001
cluster,4658 PRNc Otp Gly-Gaba_4,42,0.001
cluster,0282 CA1-ProS Glut_3,42,0.001
cluster,1270 MEA-BST Lhx6 Nr2e1 Gaba_1,42,0.001
cluster,3078 PAG Pou4f1 Bnc2 Glut_1,42,0.001
cluster,2166 SI-MA-LPO-LHA Skor1 Glut_4,42,0.001
cluster,1220 MEA-BST Sox6 Gaba_6,42,0.001
cluster,4702 CS-PRNr-DR En1 Sox2 Gaba_2,42,0.001
cluster,3436 SNr-VTA Pax5 Npas1 Gaba_1,42,0.001
cluster,2518 PH-LHA Foxb1 Glut_5,42,0.001
cluster,4634 PRNc Otp Gly-Gaba_1,42,0.001
cluster,1046 LSX Sall3 Pax6 Gaba_2,42,0.001
cluster,1207 MEA-BST Sox6 Gaba_4,42,0.001
cluster,4601 HB Calcb Chol_1,42,0.001
cluster,1354 CEA-AAA-BST Six3 Sp9 Gaba_2,42,0.001
cluster,4713 LDT-DTN Gata3 Nfix Gaba_2,42,0.001
cluster,3818 SCsg Gabrr2 Gaba_3,42,0.001
cluster,1230 MEA-BST Sox6 Gaba_8,42,0.001
cluster,1944 DMH Hmx2 Gaba_3,42,0.001
cluster,1059 LSX Otx2 Gaba_3,42,0.001
cluster,2399 PH-ant-LHA Otp Bsx Glut_2,42,0.001
cluster,2893 MRN Pou3f1 C1ql4 Glut_2,42,0.001
cluster,5042 PARN-MDRNd-NTS Gbx2 Gly-Gaba_3,42,0.001
cluster,1792 DMH-LHA Gsx1 Gaba_1,42,0.001
cluster,3557 PAG-ND-PCG Onecut1 Gaba_5,42,0.001
cluster,1414 BST-SI-AAA Six3 Slc22a3 Gaba_2,42,0.001
cluster,4827 PRP Otp Gly-Gaba_3,41,0.001
cluster,1166 LSX Prdm12 Zeb2 Gaba_4,41,0.001
cluster,2230 DMH Nkx2-4 Glut_2,41,0.001
cluster,0208 MEA Slc17a7 Glut_2,41,0.001
cluster,2495 PH Pitx2 Glut_2,41,0.001
cluster,1700 AHN Onecut3 Gaba_1,41,0.001
cluster,4781 DTN-LDT-IPN Otp Pax3 Gaba_2,41,0.001
cluster,2515 PH-LHA Foxb1 Glut_4,41,0.001
cluster,3013 PAG-SC Pou4f1 Zic1 Glut_1,41,0.001
cluster,3669 SC Otx2 Gcnt4 Gaba_1,41,0.001
cluster,3379 SCop Sln Glut_1,41,0.001
cluster,1670 AHN-SBPV-PVHd Pdrm12 Gaba_5,41,0.001
cluster,1506 PVR Six3 Sox3 Gaba_1,41,0.001
cluster,1278 MEA-BST Lhx6 Nr2e1 Gaba_2,41,0.001
cluster,1936 DMH Hmx2 Gaba_2,41,0.001
cluster,0617 OB-STR-CTX Inh IMN_5,41,0.001
cluster,3736 SCs Dmbx1 Gaba_4,41,0.001
cluster,3594 PAG-RN Nkx2-2 Otx1 Gaba_6,41,0.001
cluster,5111 NTS-PARN Neurod2 Gly-Gaba_5,41,0.001
cluster,4070 PB Evx2 Glut_6,41,0.001
cluster,4000 LDT-PCG Vsx2 Lhx4 Glut_5,41,0.001
cluster,3862 SNc-VTA-RAmb Foxa1 Dopa_4,41,0.001
cluster,2950 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,41,0.001
cluster,4595 MDRNd Bves Glut_1,41,0.001
cluster,2906 PRC-PAG Tcf7l2 Irx2 Glut_1,41,0.001
cluster,1751 ZI Pax6 Gaba_5,41,0.001
cluster,2090 AVPV-MEPO-SFO Tbr1 Glut_3,41,0.001
cluster,4976 MV Nkx6-1 Gly-Gaba_1,41,0.001
cluster,3114 PAG Pou4f1 Ebf2 Glut_2,41,0.001
cluster,1862 TMd-DMH Foxd2 Gaba_1,41,0.001
cluster,2829 CUN Evx2 Lhx2 Glut_3,41,0.001
cluster,3230 SCig Foxb1 Glut_3,41,0.001
cluster,2147 SI-MA-LPO-LHA Skor1 Glut_2,41,0.001
cluster,1130 LSX Prdm12 Slit2 Gaba_2,40,0.001
cluster,0893 NDB-SI-MA-STRv Lhx8 Gaba_5,40,0.001
cluster,4310 NTS Mbnl3 Glut_1,40,0.001
cluster,1899 PVpo-VMPO-MPN Hmx2 Gaba_2,40,0.001
cluster,2833 CUN Evx2 Lhx2 Glut_4,40,0.001
cluster,2605 LH Pou4f1 Sox1 Glut_2,40,0.001
cluster,1445 SI-MPO-LPO Lhx8 Gaba_3,40,0.001
cluster,4652 PRNc Otp Gly-Gaba_3,40,0.001
cluster,3295 IC Tfap2d Maf Glut_2,40,0.001
cluster,1072 LSX Otx2 Gaba_5,40,0.001
cluster,2049 COAa-PAA-MEA Barhl2 Glut_8,40,0.001
cluster,2799 PAG Pou4f3 Glut_1,40,0.001
cluster,5040 PARN-MDRNd-NTS Gbx2 Gly-Gaba_3,40,0.001
cluster,4036 PB Evx2 Glut_3,40,0.001
cluster,1809 DMH-LHA Gsx1 Gaba_2,40,0.001
cluster,1709 AHN Onecut3 Gaba_2,40,0.001
cluster,4421 SPVI-SPVC Tlx3 Ebf3 Glut_2,40,0.001
cluster,1104 LSX Nkx2-1 Gaba_7,40,0.001
cluster,3775 PRT Mecom Gaba_3,40,0.001
cluster,4917 MY Lhx1 Gly-Gaba_5,40,0.001
cluster,2407 PH-ant-LHA Otp Bsx Glut_4,40,0.001
cluster,1557 BST-MPN Six3 Nrgn Gaba_5,40,0.001
cluster,3587 PAG-RN Nkx2-2 Otx1 Gaba_4,40,0.001
cluster,2899 PRC-PAG Tcf7l2 Irx2 Glut_1,40,0.001
cluster,1952 DMH Hmx2 Gaba_5,40,0.001
cluster,5073 NTS-PARN Neurod2 Gly-Gaba_1,40,0.001
cluster,3402 PPN-CUN-PCG Otp En1 Gaba_3,40,0.001
cluster,3889 MB-MY Tph2 Glut-Sero_2,40,0.001
cluster,3192 PAG Pou4f2 Mesi2 Glut_3,40,0.001
cluster,2538 PH-SUM Foxa1 Glut_1,40,0.001
cluster,3068 PAG-MRN Tfap2b Glut_1,40,0.001
cluster,5031 PARN-MDRNd-NTS Gbx2 Gly-Gaba_2,40,0.001
cluster,3066 PAG-MRN Tfap2b Glut_1,40,0.001
cluster,2411 PH-ant-LHA Otp Bsx Glut_4,40,0.001
cluster,4277 NTS Phox2b Glut_5,40,0.001
cluster,4944 MV-SPIV-PRP Dmbx1 Gly-Gaba_1,40,0.001
cluster,2931 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,40,0.001
cluster,2461 PMv-TMv Pitx2 Glut_1,40,0.001
cluster,4485 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,40,0.001
cluster,2156 SI-MA-LPO-LHA Skor1 Glut_3,40,0.001
cluster,4902 MY Lhx1 Gly-Gaba_3,40,0.001
cluster,2795 PAG-SC Neurod2 Meis2 Glut_4,40,0.001
cluster,4123 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_1,40,0.001
cluster,2541 PH-SUM Foxa1 Glut_2,40,0.001
cluster,3137 PAG Pou4f1 Ebf2 Glut_6,39,0.001
cluster,2916 PRC-PAG Tcf7l2 Irx2 Glut_3,39,0.001
cluster,5148 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1,39,0.001
cluster,5020 PARN-MDRNd-NTS Gbx2 Gly-Gaba_1,39,0.001
cluster,4099 B-PB Nr4a2 Glut_2,39,0.001
cluster,4082 PB Evx2 Glut_8,39,0.001
cluster,2342 AHN-RCH-LHA Otp Fezf1 Glut_1,39,0.001
cluster,4576 SPVC Mafa Glut_2,39,0.001
cluster,1687 SBPV-PVa Six6 Satb2 Gaba_1,39,0.001
cluster,4410 MV-SPIV Slc6a2 Glut_1,39,0.001
cluster,4138 PRNc-PARN Tlx1 Glut_1,39,0.001
cluster,0687 RHP-COA Ndnf Gaba_1,39,0.001
cluster,1215 MEA-BST Sox6 Gaba_5,39,0.001
cluster,4058 PB Evx2 Glut_5,39,0.001
cluster,3348 CUN-PPN Evx2 Meis2 Glut_4,39,0.001
cluster,3940 PB Lmx1a Glut_4,39,0.001
cluster,3908 MB-MY Tph2 Glut-Sero_5,39,0.001
cluster,4733 NI-RPO Gata3 Nr4a2 Gaba_4,39,0.001
cluster,2127 ADP-MPO Trp73 Glut_2,39,0.001
cluster,0922 GPe-SI Sox6 Cyp26b1 Gaba_2,39,0.001
cluster,1866 TMd-DMH Foxd2 Gaba_1,39,0.001
cluster,3421 MRN-VTN-PPN Pax5 Cdh23 Gaba_1,39,0.001
cluster,2091 AVPV-MEPO-SFO Tbr1 Glut_3,39,0.001
cluster,3554 PAG-ND-PCG Onecut1 Gaba_5,39,0.001
cluster,1832 PVHd-DMH Lhx6 Gaba_3,39,0.001
cluster,1358 CEA-AAA-BST Six3 Sp9 Gaba_2,39,0.001
cluster,3577 PAG-RN Nkx2-2 Otx1 Gaba_3,39,0.001
cluster,4434 SPVI-SPVC Tlx3 Ebf3 Glut_4,39,0.001
cluster,3440 SNr-VTA Pax5 Npas1 Gaba_1,39,0.001
cluster,3941 PB Lmx1a Glut_4,39,0.001
cluster,3901 MB-MY Tph2 Glut-Sero_3,39,0.001
cluster,2193 SI-MA-LPO-LHA Skor1 Glut_7,39,0.001
cluster,1948 DMH Hmx2 Gaba_4,39,0.001
cluster,2832 CUN Evx2 Lhx2 Glut_4,39,0.001
cluster,3593 PAG-RN Nkx2-2 Otx1 Gaba_6,39,0.001
cluster,5114 NTS-PARN Neurod2 Gly-Gaba_6,39,0.001
cluster,4032 PB Evx2 Glut_2,39,0.001
cluster,3246 SCig-an-PPT Foxb1 Glut_1,39,0.001
cluster,3397 PPN-CUN-PCG Otp En1 Gaba_2,39,0.001
cluster,2424 PH-ant-LHA Otp Bsx Glut_7,39,0.001
cluster,5044 PARN-MDRNd-NTS Gbx2 Gly-Gaba_3,39,0.001
cluster,1996 GPi Tbr1 Cngb3 Gaba-Glut_1,38,0.001
cluster,2197 SI-MA-LPO-LHA Skor1 Glut_7,38,0.001
cluster,5159 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,38,0.001
cluster,2794 PAG-SC Neurod2 Meis2 Glut_4,38,0.001
cluster,2740 PRC-PAG Pax6 Glut_2,38,0.001
cluster,1118 LSX Prdm12 Slit2 Gaba_1,38,0.001
cluster,2240 MPN-MPO-PVpo Hmx2 Glut_2,38,0.001
cluster,2744 PRC-PAG Pax6 Glut_3,38,0.001
cluster,3210 SC Bnc2 Glut_4,38,0.001
cluster,4034 PB Evx2 Glut_3,38,0.001
cluster,1263 MEA-BST Lhx6 Sp9 Gaba_7,38,0.001
cluster,1980 LGv-ZI Otx2 Gaba_4,38,0.001
cluster,2388 PH-ant-LHA Otp Bsx Glut_1,38,0.001
cluster,1295 MEA-BST Lhx6 Nfib Gaba_2,38,0.001
cluster,4638 PRNc Otp Gly-Gaba_1,38,0.001
cluster,4851 MY Lhx1 Gly-Gaba_1,38,0.001
cluster,2763 MRN-PAG Nkx6-1 Glut_1,38,0.001
cluster,2433 STN-PSTN Pitx2 Glut_1,38,0.001
cluster,2789 PAG-SC Neurod2 Meis2 Glut_2,38,0.001
cluster,2073 AVPV-MEPO-SFO Tbr1 Glut_1,38,0.001
cluster,5026 PARN-MDRNd-NTS Gbx2 Gly-Gaba_1,38,0.001
cluster,1302 MEA-BST Lhx6 Nfib Gaba_4,38,0.001
cluster,3515 PAG-MRN-RN Foxa2 Gaba_2,38,0.001
cluster,2065 MS-SF Bsx Glut_1,38,0.001
cluster,3276 SCiw Pitx2 Glut_2,38,0.001
cluster,2408 PH-ant-LHA Otp Bsx Glut_4,38,0.001
cluster,4640 PRNc Otp Gly-Gaba_2,38,0.001
cluster,2273 DMH Hmx2 Glut_2,38,0.001
cluster,1474 MPO-ADP Lhx8 Gaba_4,38,0.001
cluster,3388 PAG-MRN Rln3 Gaba_1,38,0.001
cluster,3973 PB Pax5 Glut_2,38,0.001
cluster,1566 BST-MPN Six3 Nrgn Gaba_7,38,0.001
cluster,1690 SBPV-PVa Six6 Satb2 Gaba_2,38,0.001
cluster,4704 CS-PRNr-DR En1 Sox2 Gaba_2,38,0.001
cluster,1034 NDB-SI-ant Prdm12 Gaba_1,38,0.001
cluster,2913 PRC-PAG Tcf7l2 Irx2 Glut_2,38,0.001
cluster,0889 NDB-SI-MA-STRv Lhx8 Gaba_4,38,0.001
cluster,3079 PAG Pou4f1 Bnc2 Glut_1,38,0.001
cluster,1288 MEA-BST Lhx6 Nfib Gaba_1,38,0.001
cluster,3543 PAG-ND-PCG Onecut1 Gaba_2,38,0.001
cluster,1522 PVR Six3 Sox3 Gaba_5,38,0.001
cluster,3566 PAG-RN Nkx2-2 Otx1 Gaba_2,38,0.001
cluster,2752 MB-ant-ve Dmrta2 Glut_1,38,0.001
cluster,3194 PAG Pou4f2 Mesi2 Glut_4,38,0.001
cluster,3197 PAG Pou4f2 Mesi2 Glut_5,38,0.001
cluster,2116 ADP-MPO Trp73 Glut_1,38,0.001
cluster,3785 SC Tnnt1 Gli3 Gaba_2,38,0.001
cluster,5143 SPVI-SPVC Sall3 Nfib Gly-Gaba_2,38,0.001
cluster,4820 PRP Otp Gly-Gaba_1,38,0.001
cluster,4004 LDT-PCG Vsx2 Lhx4 Glut_5,38,0.001
cluster,2441 STN-PSTN Pitx2 Glut_2,37,0.001
cluster,4509 MV-SPIV Zic4 Neurod2 Glut_3,37,0.001
cluster,1907 PVpo-VMPO-MPN Hmx2 Gaba_3,37,0.001
cluster,2104 LHA Barhl2 Glut_1,37,0.001
cluster,3749 SCs Pax7 Nfia Gaba_1,37,0.001
cluster,2417 PH-ant-LHA Otp Bsx Glut_5,37,0.001
cluster,3951 PB Lmx1a Glut_6,37,0.001
cluster,2054 MS-SF Bsx Glut_1,37,0.001
cluster,1568 BST-MPN Six3 Nrgn Gaba_7,37,0.001
cluster,3578 PAG-RN Nkx2-2 Otx1 Gaba_3,37,0.001
cluster,4075 PB Evx2 Glut_7,37,0.001
cluster,2941 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,37,0.001
cluster,0212 MEA Slc17a7 Glut_2,37,0.001
cluster,2385 PVH-SO-PVa Otp Glut_6,37,0.001
cluster,3989 LDT-PCG Vsx2 Lhx4 Glut_3,37,0.001
cluster,2022 COAa-PAA-MEA Barhl2 Glut_1,37,0.001
cluster,4376 PGRN-PARN-MDRN Hoxb5 Glut_5,37,0.001
cluster,2796 PAG-SC Neurod2 Meis2 Glut_4,37,0.001
cluster,0658 Vip Gaba_10,37,0.001
cluster,2254 MPN-MPO-PVpo Hmx2 Glut_4,37,0.001
cluster,4440 SPVI-SPVC Tlx3 Ebf3 Glut_5,37,0.001
cluster,2826 CUN Evx2 Lhx2 Glut_3,37,0.001
cluster,3090 PAG Pou4f1 Bnc2 Glut_2,37,0.001
cluster,4491 MV-SPIV Zic4 Neurod2 Glut_1,37,0.001
cluster,3977 LDT-PCG Vsx2 Lhx4 Glut_1,37,0.001
cluster,2952 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,37,0.001
cluster,1742 ZI Pax6 Gaba_4,37,0.001
cluster,4373 PGRN-PARN-MDRN Hoxb5 Glut_5,37,0.001
cluster,1698 AHN Onecut3 Gaba_1,37,0.001
cluster,4343 PGRN-PARN-MDRN Hoxb5 Glut_2,37,0.001
cluster,4220 PRP-NI-PRNc-GRN Otp Glut_3,37,0.001
cluster,3418 MRN-PPN-CUN Pax8 Gaba_3,37,0.001
cluster,1707 AHN Onecut3 Gaba_2,37,0.001
cluster,3163 PAG Pou4f2 Glut_3,37,0.001
cluster,4124 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_1,37,0.001
cluster,1561 BST-MPN Six3 Nrgn Gaba_6,37,0.001
cluster,2500 PH-LHA Foxb1 Glut_1,37,0.001
cluster,5058 PARN-MDRNd-NTS Gbx2 Gly-Gaba_6,37,0.001
cluster,2469 PMv-TMv Pitx2 Glut_3,37,0.001
cluster,2610 LH Pou4f1 Sox1 Glut_4,37,0.001
cluster,1537 PVR Six3 Sox3 Gaba_9,36,0.001
cluster,4061 PB Evx2 Glut_5,36,0.001
cluster,3189 PAG Pou4f2 Mesi2 Glut_3,36,0.001
cluster,3110 PAG Pou4f1 Ebf2 Glut_2,36,0.001
cluster,4368 PGRN-PARN-MDRN Hoxb5 Glut_4,36,0.001
cluster,2839 CUN Evx2 Lhx2 Glut_5,36,0.001
cluster,4628 CS-RPO Meis2 Gaba_5,36,0.001
cluster,5117 NTS-PARN Neurod2 Gly-Gaba_6,36,0.001
cluster,2209 MEA-BST Otp Zic2 Glut_1,36,0.001
cluster,4207 PRP-NI-PRNc-GRN Otp Glut_2,36,0.001
cluster,2544 PH-SUM Foxa1 Glut_3,36,0.001
cluster,4191 LDT Vsx2 Nkx6-1 Nfib Glut_1,36,0.001
cluster,2222 LHA-MEA Otp Glut_1,36,0.001
cluster,3826 SCsg Gabrr2 Gaba_5,36,0.001
cluster,2450 STN-PSTN Pitx2 Glut_4,36,0.001
cluster,4677 CS-PRNr-PCG Tmem163 Otp Gaba_1,36,0.001
cluster,1933 DMH Hmx2 Gaba_2,36,0.001
cluster,4688 CS-PRNr-DR En1 Sox2 Gaba_1,36,0.001
cluster,4921 MY Lhx1 Gly-Gaba_6,36,0.001
cluster,4689 CS-PRNr-DR En1 Sox2 Gaba_1,36,0.001
cluster,4037 PB Evx2 Glut_3,36,0.001
cluster,4074 PB Evx2 Glut_7,36,0.001
cluster,4523 CBN Neurod2 Pvalb Glut_1,36,0.001
cluster,5106 NTS-PARN Neurod2 Gly-Gaba_4,36,0.001
cluster,2855 APN C1ql4 Glut_1,36,0.001
cluster,4095 B-PB Nr4a2 Glut_1,36,0.001
cluster,3921 PB Lmx1a Glut_1,36,0.001
cluster,4288 NTS Phox2b Glut_7,36,0.001
cluster,4683 CS-PRNr-PCG Tmem163 Otp Gaba_2,36,0.001
cluster,3072 PAG-MRN Tfap2b Glut_2,36,0.001
cluster,1081 LSX Nkx2-1 Gaba_2,36,0.001
cluster,3990 LDT-PCG Vsx2 Lhx4 Glut_3,36,0.001
cluster,4043 PB Evx2 Glut_3,36,0.001
cluster,3334 CUN-PPN Evx2 Meis2 Glut_1,36,0.001
cluster,4218 PRP-NI-PRNc-GRN Otp Glut_3,36,0.001
cluster,4206 PRP-NI-PRNc-GRN Otp Glut_1,36,0.001
cluster,4131 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2,36,0.001
cluster,3055 PAG-MRN Tfap2b Glut_1,36,0.001
cluster,3126 PAG Pou4f1 Ebf2 Glut_4,35,0.001
cluster,2409 PH-ant-LHA Otp Bsx Glut_4,35,0.001
cluster,4649 PRNc Otp Gly-Gaba_3,35,0.001
cluster,1797 DMH-LHA Gsx1 Gaba_2,35,0.001
cluster,1123 LSX Prdm12 Slit2 Gaba_1,35,0.001
cluster,2703 RE-Xi Nox4 Glut_4,35,0.001
cluster,2177 SI-MA-LPO-LHA Skor1 Glut_5,35,0.001
cluster,5112 NTS-PARN Neurod2 Gly-Gaba_5,35,0.001
cluster,1214 MEA-BST Sox6 Gaba_5,35,0.001
cluster,4838 PRP Otp Gly-Gaba_5,35,0.001
cluster,2974 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,35,0.001
cluster,2927 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,35,0.001
cluster,2081 AVPV-MEPO-SFO Tbr1 Glut_2,35,0.001
cluster,4488 MV-SPIV Phox2b Ebf3 Lbx1 Glut_4,35,0.001
cluster,3269 SCiw Pitx2 Glut_1,35,0.001
cluster,4405 PGRN-PARN-MDRN Hoxb5 Glut_7,35,0.001
cluster,1821 PVHd-DMH Lhx6 Gaba_2,35,0.001
cluster,4038 PB Evx2 Glut_3,35,0.001
cluster,4458 CU-ECU-SPVI Foxb1 Glut_1,35,0.001
cluster,4758 PDTg Otp Shroom3 Gaba_1,35,0.001
cluster,1203 MEA-BST Sox6 Gaba_3,35,0.001
cluster,3607 PRT Tcf7l2 Gaba_2,35,0.001
cluster,3053 PAG-MRN Tfap2b Glut_1,35,0.001
cluster,4168 PB-NTS Phox2b Ebf3 Lmx1b Glut_2,35,0.001
cluster,4754 PDTg-PCG Pax6 Gaba_3,35,0.001
cluster,3641 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_2,35,0.001
cluster,1932 DMH Hmx2 Gaba_2,35,0.001
cluster,1692 SBPV-PVa Six6 Satb2 Gaba_2,35,0.001
cluster,4813 PRP Otp Gly-Gaba_1,35,0.001
cluster,2498 PH-LHA Foxb1 Glut_1,35,0.001
cluster,3082 PAG Pou4f1 Bnc2 Glut_1,35,0.001
cluster,1826 PVHd-DMH Lhx6 Gaba_2,35,0.001
cluster,4383 PGRN-PARN-MDRN Hoxb5 Glut_5,35,0.001
cluster,4445 SPVI-SPVC Tlx3 Ebf3 Glut_7,35,0.001
cluster,2098 AVPV-MEPO-SFO Tbr1 Glut_5,35,0.001
cluster,3878 SNc-VTA-RAmb Foxa1 Dopa_8,35,0.001
cluster,1579 TMv-PMv Tbx3 Hist-Gaba_2,35,0.001
cluster,2857 PAG-MRN Pou3f1 Glut_1,35,0.001
cluster,1646 PVHd-SBPV Six3 Prox1 Gaba_4,35,0.001
cluster,1689 SBPV-PVa Six6 Satb2 Gaba_2,35,0.001
cluster,2510 PH-LHA Foxb1 Glut_3,35,0.001
cluster,2140 SI-MA-LPO-LHA Skor1 Glut_1,35,0.001
cluster,2764 MRN-PAG Nkx6-1 Glut_1,35,0.001
cluster,2067 MS-SF Bsx Glut_1,35,0.001
cluster,1437 SI-MPO-LPO Lhx8 Gaba_2,35,0.001
cluster,2981 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,35,0.001
cluster,3357 SCig Tfap2b Chrnb3 Glut_1,35,0.001
cluster,1032 NDB-SI-ant Prdm12 Gaba_1,35,0.001
cluster,5019 PARN-MDRNd-NTS Gbx2 Gly-Gaba_1,35,0.001
cluster,3130 PAG Pou4f1 Ebf2 Glut_4,35,0.001
cluster,4987 PAS-MV Ebf2 Gly-Gaba_2,34,0.001
cluster,3582 PAG-RN Nkx2-2 Otx1 Gaba_3,34,0.001
cluster,3407 PPN-CUN-PCG Otp En1 Gaba_3,34,0.001
cluster,2501 PH-LHA Foxb1 Glut_1,34,0.001
cluster,2714 PF Fzd5 Glut_1,34,0.001
cluster,1553 BST-MPN Six3 Nrgn Gaba_5,34,0.001
cluster,1577 TMv-PMv Tbx3 Hist-Gaba_1,34,0.001
cluster,1258 MEA-BST Lhx6 Sp9 Gaba_5,34,0.001
cluster,2805 PAG Pou4f3 Glut_1,34,0.001
cluster,2978 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,34,0.001
cluster,3528 PAG-MRN-RN Foxa2 Gaba_4,34,0.001
cluster,3532 PAG-ND-PCG Onecut1 Gaba_1,34,0.001
cluster,5095 NTS-PARN Neurod2 Gly-Gaba_3,34,0.001
cluster,4985 PAS-MV Ebf2 Gly-Gaba_2,34,0.001
cluster,2481 PH Pitx2 Glut_1,34,0.001
cluster,1974 LGv-ZI Otx2 Gaba_1,34,0.001
cluster,2762 MRN-PAG Nkx6-1 Glut_1,34,0.001
cluster,2325 LHA-AHN-PVH Otp Trh Glut_1,34,0.001
cluster,3958 PB Lmx1a Glut_7,34,0.001
cluster,1920 DMH Hmx2 Gaba_1,34,0.001
cluster,2786 PAG-SC Neurod2 Meis2 Glut_2,34,0.001
cluster,3128 PAG Pou4f1 Ebf2 Glut_4,34,0.001
