supertype,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm,unassigned
0117 L6 CT CTX Glut_4,0.0,0.0,0.0,0.09,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0
0118 L6 CT CTX Glut_5,0.0,0.0,0.01,0.01,0.0,0.78,0.0,0.0,0.09,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.01,0.0
0119 L6 CT CTX Glut_6,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0120 CT SUB Glut_1,0.0,0.0,0.0,0.96,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
0121 CT SUB Glut_2,0.0,0.0,0.07,0.78,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.0
0122 L5 NP CTX Glut_1,0.0,0.0,0.0,0.02,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
0123 L5 NP CTX Glut_2,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0124 L5 NP CTX Glut_3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0125 L5 NP CTX Glut_4,0.0,0.0,0.0,0.02,0.0,0.97,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0126 L5 NP CTX Glut_5,0.0,0.0,0.0,0.02,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
0127 NP SUB Glut_1,0.0,0.0,0.1,0.71,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.07,0.05,0.0,0.0
0128 NP SUB Glut_2,0.0,0.0,0.0,0.97,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
0129 NP PPP Glut_1,0.0,0.0,0.0,0.94,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
0130 OB Eomes Ms4a15 Glut_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
0131 OB Eomes Ms4a15 Glut_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.01
0132 OB Eomes Ms4a15 Glut_3,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.76,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.01
0133 OB Eomes Ms4a15 Glut_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
0134 OB Eomes Ms4a15 Glut_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
0135 HPF CR Glut_1,0.0,0.0,0.01,0.74,0.0,0.05,0.0,0.0,0.07,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03
0136 DG Glut_1,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
0137 DG Glut_2,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0138 DG Glut_3,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
0139 DG Glut_4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0140 DG-PIR Ex IMN_1,0.0,0.0,0.09,0.08,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.57,0.12,0.01,0.0
0141 DG-PIR Ex IMN_2,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.0
0142 DG-PIR Ex IMN_3,0.0,0.0,0.25,0.0,0.0,0.06,0.0,0.0,0.46,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.08,0.06,0.01,0.0
0143 OB Meis2 Thsd7b Gaba_1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.01
0144 OB Meis2 Thsd7b Gaba_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
0145 OB Meis2 Thsd7b Gaba_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
0146 OB Meis2 Thsd7b Gaba_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.02
0147 OB Meis2 Thsd7b Gaba_5,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.85,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
0148 OB Trdn Gaba_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0149 OB Trdn Gaba_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0150 OB-in Frmd7 Gaba_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
0151 OB-in Frmd7 Gaba_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0152 OB-in Frmd7 Gaba_3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.97,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
0153 OB-in Frmd7 Gaba_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0154 OB-in Frmd7 Gaba_5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.93,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
0155 OB-in Frmd7 Gaba_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
0156 OB-in Frmd7 Gaba_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0157 OB-in Frmd7 Gaba_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
0158 OB-out Frmd7 Gaba_1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.64,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.02
0159 OB-out Frmd7 Gaba_2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.01
0160 OB-out Frmd7 Gaba_3,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.71,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.14,0.0,0.0,0.03,0.02,0.01,0.01
0161 OB-mi Frmd7 Gaba_1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
0162 OB Dopa-Gaba_1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.65,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.02
0163 OB Dopa-Gaba_2,0.0,0.0,0.06,0.01,0.0,0.09,0.0,0.0,0.52,0.0,0.01,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.01,0.01,0.01
0164 OB Dopa-Gaba_3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.72,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
0165 OB Dopa-Gaba_4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.75,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0
0166 OB-STR-CTX Inh IMN_1,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.09,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.41,0.04,0.01,0.0
0167 OB-STR-CTX Inh IMN_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.06,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0168 OB-STR-CTX Inh IMN_3,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.05,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.45,0.03,0.02,0.0
0169 OB-STR-CTX Inh IMN_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.08,0.0,0.0,0.0,0.2,0.0,0.0,0.01,0.0,0.0,0.12,0.01,0.01,0.0
0170 OB-STR-CTX Inh IMN_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.27,0.0,0.0,0.0,0.19,0.0,0.0,0.02,0.0,0.0,0.01,0.01,0.0,0.0
0171 OB-STR-CTX Inh IMN_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
0172 OB-STR-CTX Inh IMN_7,0.0,0.0,0.17,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.13,0.03,0.0,0.0,0.0,0.02,0.41,0.14,0.04,0.0
0173 Vip Gaba_1,0.0,0.0,0.08,0.12,0.0,0.66,0.0,0.0,0.07,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
0174 Vip Gaba_2,0.0,0.0,0.08,0.25,0.0,0.5,0.0,0.0,0.12,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
0175 Vip Gaba_3,0.0,0.0,0.1,0.16,0.0,0.46,0.0,0.0,0.23,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0176 Vip Gaba_4,0.0,0.0,0.1,0.16,0.0,0.59,0.0,0.0,0.09,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
0177 Vip Gaba_5,0.0,0.0,0.01,0.15,0.0,0.75,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
0178 Vip Gaba_6,0.0,0.0,0.01,0.09,0.0,0.83,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0179 Vip Gaba_7,0.0,0.0,0.07,0.87,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
0180 Vip Gaba_8,0.0,0.0,0.02,0.22,0.0,0.62,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.01,0.0
0181 Vip Gaba_9,0.0,0.0,0.2,0.5,0.0,0.1,0.0,0.0,0.1,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
0182 Vip Gaba_10,0.0,0.0,0.22,0.4,0.0,0.0,0.0,0.0,0.12,0.0,0.01,0.2,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
0183 Vip Gaba_11,0.0,0.0,0.0,0.04,0.0,0.89,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
0184 Vip Gaba_12,0.0,0.0,0.0,0.03,0.0,0.91,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0185 Sncg Gaba_1,0.0,0.0,0.13,0.29,0.0,0.33,0.0,0.0,0.2,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0
0186 Sncg Gaba_2,0.0,0.0,0.02,0.05,0.0,0.72,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0
0187 Sncg Gaba_3,0.0,0.0,0.08,0.18,0.0,0.59,0.0,0.0,0.13,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
0188 Sncg Gaba_4,0.0,0.0,0.05,0.33,0.0,0.42,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.0
0189 Sncg Gaba_5,0.0,0.0,0.06,0.49,0.0,0.18,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.02,0.0
0190 Sncg Gaba_6,0.0,0.0,0.03,0.1,0.0,0.72,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.0
0191 Sncg Gaba_7,0.0,0.0,0.02,0.08,0.0,0.8,0.0,0.0,0.07,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0
0192 Sncg Gaba_8,0.0,0.0,0.03,0.09,0.0,0.63,0.0,0.0,0.22,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0193 RHP-COA Ndnf Gaba_1,0.0,0.0,0.04,0.9,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0194 RHP-COA Ndnf Gaba_2,0.0,0.0,0.15,0.02,0.0,0.04,0.0,0.0,0.64,0.0,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02
0195 RHP-COA Ndnf Gaba_3,0.0,0.0,0.06,0.59,0.0,0.05,0.0,0.0,0.21,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0
0196 RHP-COA Ndnf Gaba_4,0.0,0.0,0.14,0.79,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.0
0197 RHP-COA Ndnf Gaba_5,0.0,0.0,0.05,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.0
0198 RHP-COA Ndnf Gaba_6,0.0,0.0,0.08,0.66,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.05,0.12,0.0,0.0
0199 Lamp5 Gaba_1,0.0,0.0,0.03,0.13,0.0,0.62,0.0,0.0,0.14,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.02
0200 Lamp5 Gaba_2,0.0,0.0,0.01,0.06,0.0,0.87,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
0201 Lamp5 Gaba_3,0.0,0.0,0.0,0.03,0.0,0.92,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
0202 Lamp5 Gaba_4,0.0,0.0,0.03,0.02,0.0,0.73,0.0,0.0,0.09,0.0,0.02,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0203 Lamp5 Lhx6 Gaba_1,0.0,0.0,0.08,0.63,0.0,0.13,0.0,0.0,0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.02,0.0
0204 Pvalb chandelier Gaba_1,0.0,0.0,0.12,0.24,0.0,0.36,0.0,0.0,0.24,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
0205 Pvalb Gaba_1,0.0,0.0,0.03,0.15,0.0,0.72,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.02,0.0
0206 Pvalb Gaba_2,0.0,0.0,0.21,0.46,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0
0207 Pvalb Gaba_3,0.0,0.0,0.0,0.03,0.0,0.96,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0208 Pvalb Gaba_4,0.0,0.0,0.02,0.14,0.0,0.8,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0
0209 Pvalb Gaba_5,0.0,0.0,0.07,0.26,0.0,0.12,0.0,0.0,0.52,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0
0210 Pvalb Gaba_6,0.0,0.0,0.07,0.16,0.0,0.6,0.0,0.0,0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
0211 Pvalb Gaba_7,0.0,0.0,0.14,0.27,0.0,0.36,0.0,0.0,0.11,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.02,0.0
0212 Pvalb Gaba_8,0.0,0.0,0.01,0.3,0.0,0.65,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
0213 Pvalb Gaba_9,0.0,0.0,0.0,0.47,0.0,0.38,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.0,0.0
0214 Sst Gaba_1,0.0,0.0,0.0,0.02,0.0,0.94,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0
0215 Sst Gaba_2,0.0,0.0,0.31,0.12,0.0,0.06,0.0,0.0,0.42,0.0,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
0216 Sst Gaba_3,0.0,0.0,0.1,0.62,0.0,0.09,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.06,0.08,0.0,0.0
0217 Sst Gaba_4,0.0,0.0,0.0,0.02,0.0,0.96,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0218 Sst Gaba_5,0.0,0.0,0.05,0.03,0.0,0.82,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0
0219 Sst Gaba_6,0.0,0.0,0.05,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.01,0.01,0.04,0.0,0.0
0220 Sst Gaba_7,0.0,0.0,0.0,0.06,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0221 Sst Gaba_8,0.0,0.0,0.0,0.03,0.0,0.96,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0222 Sst Gaba_9,0.0,0.0,0.0,0.02,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0223 Sst Gaba_10,0.0,0.0,0.0,0.03,0.0,0.95,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0224 Sst Gaba_11,0.0,0.0,0.02,0.12,0.0,0.77,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
0225 Sst Gaba_12,0.0,0.0,0.01,0.64,0.0,0.29,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0
0226 Sst Gaba_13,0.0,0.0,0.05,0.09,0.0,0.75,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0
0227 Sst Gaba_14,0.0,0.0,0.13,0.14,0.0,0.46,0.0,0.0,0.12,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.04,0.0
0228 Sst Gaba_15,0.0,0.0,0.0,0.9,0.0,0.08,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0229 Sst Gaba_16,0.0,0.0,0.01,0.15,0.0,0.77,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0230 Sst Gaba_17,0.0,0.0,0.48,0.07,0.0,0.04,0.0,0.0,0.18,0.0,0.01,0.2,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
0231 Sst Gaba_18,0.0,0.0,0.09,0.19,0.0,0.13,0.0,0.0,0.5,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.01,0.01,0.0
0232 Sst Gaba_19,0.0,0.0,0.02,0.81,0.0,0.04,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
0233 STR Prox1 Lhx6 Gaba_1,0.0,0.0,0.16,0.03,0.03,0.0,0.0,0.0,0.07,0.0,0.17,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0
0234 STR Prox1 Lhx6 Gaba_2,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.92,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
0235 STR Prox1 Lhx6 Gaba_3,0.0,0.0,0.48,0.02,0.01,0.02,0.0,0.0,0.02,0.0,0.1,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
