ID	Type	RO:0002220	contact_um2	min_dist_um	centroid_um
ID	TYPE	AI RO:0002220	>AT n2o:contactArea^^xsd:float	>AT n2o:minDistance^^xsd:float	>AT n2o:centroidDistance^^xsd:float
MBA:1009	owl:NamedIndividual	MBA:576073699	278125.008	25.000	2168.836
MBA:576073699	owl:NamedIndividual	MBA:1009	278125.008	25.000	2168.836
MBA:1009	owl:NamedIndividual	MBA:581	110625.003	25.000	1997.769
MBA:581	owl:NamedIndividual	MBA:1009	110625.003	25.000	1997.769
MBA:1009	owl:NamedIndividual	MBA:6	8716875.260	25.000	649.313
MBA:6	owl:NamedIndividual	MBA:1009	8716875.260	25.000	649.313
MBA:1009	owl:NamedIndividual	MBA:603	1586875.047	25.000	2025.750
MBA:603	owl:NamedIndividual	MBA:1009	1586875.047	25.000	2025.750
MBA:1009	owl:NamedIndividual	MBA:614	888750.026	25.000	1655.147
MBA:614	owl:NamedIndividual	MBA:1009	888750.026	25.000	1655.147
MBA:1009	owl:NamedIndividual	MBA:632	9375.000	25.000	2294.354
MBA:632	owl:NamedIndividual	MBA:1009	9375.000	25.000	2294.354
MBA:1009	owl:NamedIndividual	MBA:66	15000.000	25.000	1592.976
MBA:66	owl:NamedIndividual	MBA:1009	15000.000	25.000	1592.976
MBA:1009	owl:NamedIndividual	MBA:672	66875.002	25.000	1814.440
MBA:672	owl:NamedIndividual	MBA:1009	66875.002	25.000	1814.440
MBA:1009	owl:NamedIndividual	MBA:689	108125.003	25.000	2285.154
MBA:689	owl:NamedIndividual	MBA:1009	108125.003	25.000	2285.154
MBA:1009	owl:NamedIndividual	MBA:703	112500.003	25.000	845.476
MBA:703	owl:NamedIndividual	MBA:1009	112500.003	25.000	845.476
MBA:1009	owl:NamedIndividual	MBA:72	125000.004	25.000	1846.725
MBA:72	owl:NamedIndividual	MBA:1009	125000.004	25.000	1846.725
MBA:1009	owl:NamedIndividual	MBA:780	218125.007	25.000	1485.128
MBA:780	owl:NamedIndividual	MBA:1009	218125.007	25.000	1485.128
MBA:1009	owl:NamedIndividual	MBA:797	521875.016	25.000	506.549
MBA:797	owl:NamedIndividual	MBA:1009	521875.016	25.000	506.549
MBA:1009	owl:NamedIndividual	MBA:802	598750.018	25.000	1497.679
MBA:802	owl:NamedIndividual	MBA:1009	598750.018	25.000	1497.679
MBA:1009	owl:NamedIndividual	MBA:803	1507500.045	25.000	1012.676
MBA:803	owl:NamedIndividual	MBA:1009	1507500.045	25.000	1012.676
MBA:1009	owl:NamedIndividual	MBA:81	1555625.046	25.000	1998.671
MBA:81	owl:NamedIndividual	MBA:1009	1555625.046	25.000	1998.671
MBA:1009	owl:NamedIndividual	MBA:848	211250.006	25.000	2829.364
MBA:848	owl:NamedIndividual	MBA:1009	211250.006	25.000	2829.364
MBA:1009	owl:NamedIndividual	MBA:900	527500.016	25.000	3208.611
MBA:900	owl:NamedIndividual	MBA:1009	527500.016	25.000	3208.611
MBA:1009	owl:NamedIndividual	MBA:908	593125.018	25.000	1507.590
MBA:908	owl:NamedIndividual	MBA:1009	593125.018	25.000	1507.590
MBA:1009	owl:NamedIndividual	MBA:916	5510625.164	25.000	2748.423
MBA:916	owl:NamedIndividual	MBA:1009	5510625.164	25.000	2748.423
MBA:1009	owl:NamedIndividual	MBA:924	330000.010	25.000	1470.495
MBA:924	owl:NamedIndividual	MBA:1009	330000.010	25.000	1470.495
MBA:101	owl:NamedIndividual	MBA:1049	430625.013	25.000	514.010
MBA:1049	owl:NamedIndividual	MBA:101	430625.013	25.000	514.010
MBA:101	owl:NamedIndividual	MBA:108	136250.004	25.000	2465.009
MBA:108	owl:NamedIndividual	MBA:101	136250.004	25.000	2465.009
MBA:101	owl:NamedIndividual	MBA:1123	195625.006	25.000	840.392
MBA:1123	owl:NamedIndividual	MBA:101	195625.006	25.000	840.392
MBA:101	owl:NamedIndividual	MBA:153	294375.009	25.000	1223.186
MBA:153	owl:NamedIndividual	MBA:101	294375.009	25.000	1223.186
MBA:101	owl:NamedIndividual	MBA:354	6350000.189	25.000	1300.254
MBA:354	owl:NamedIndividual	MBA:101	6350000.189	25.000	1300.254
MBA:101	owl:NamedIndividual	MBA:413	883750.026	25.000	84.779
MBA:413	owl:NamedIndividual	MBA:101	883750.026	25.000	84.779
MBA:101	owl:NamedIndividual	MBA:512	701250.021	25.000	1447.062
MBA:512	owl:NamedIndividual	MBA:101	701250.021	25.000	1447.062
MBA:101	owl:NamedIndividual	MBA:7	8750.000	25.000	468.796
MBA:7	owl:NamedIndividual	MBA:101	8750.000	25.000	468.796
MBA:101	owl:NamedIndividual	MBA:728	82500.002	25.000	2353.439
MBA:728	owl:NamedIndividual	MBA:101	82500.002	25.000	2353.439
MBA:101	owl:NamedIndividual	MBA:771	430000.013	25.000	807.174
MBA:771	owl:NamedIndividual	MBA:101	430000.013	25.000	807.174
MBA:101	owl:NamedIndividual	MBA:96	2171875.065	25.000	957.835
MBA:96	owl:NamedIndividual	MBA:101	2171875.065	25.000	957.835
MBA:1010	owl:NamedIndividual	MBA:1035	793125.024	25.000	1093.198
MBA:1035	owl:NamedIndividual	MBA:1010	793125.024	25.000	1093.198
MBA:1010	owl:NamedIndividual	MBA:1058	2799375.083	25.000	172.426
MBA:1058	owl:NamedIndividual	MBA:1010	2799375.083	25.000	172.426
MBA:1010	owl:NamedIndividual	MBA:1090	10625.000	25.000	995.120
MBA:1090	owl:NamedIndividual	MBA:1010	10625.000	25.000	995.120
MBA:1010	owl:NamedIndividual	MBA:1106	2975000.089	25.000	112.135
MBA:1106	owl:NamedIndividual	MBA:1010	2975000.089	25.000	112.135
MBA:1010	owl:NamedIndividual	MBA:148	303125.009	25.000	1550.038
MBA:148	owl:NamedIndividual	MBA:1010	303125.009	25.000	1550.038
MBA:1010	owl:NamedIndividual	MBA:180	16875.001	25.000	1691.799
MBA:180	owl:NamedIndividual	MBA:1010	16875.001	25.000	1691.799
MBA:1010	owl:NamedIndividual	MBA:234	170625.005	25.000	2448.674
MBA:234	owl:NamedIndividual	MBA:1010	170625.005	25.000	2448.674
MBA:1010	owl:NamedIndividual	MBA:289	3750.000	25.000	2267.807
MBA:289	owl:NamedIndividual	MBA:1010	3750.000	25.000	2267.807
MBA:1010	owl:NamedIndividual	MBA:427	31250.001	25.000	1907.901
MBA:427	owl:NamedIndividual	MBA:1010	31250.001	25.000	1907.901
MBA:1010	owl:NamedIndividual	MBA:806	12500.000	25.000	1173.579
MBA:806	owl:NamedIndividual	MBA:1010	12500.000	25.000	1173.579
MBA:1010	owl:NamedIndividual	MBA:988	1250.000	25.000	1818.325
MBA:988	owl:NamedIndividual	MBA:1010	1250.000	25.000	1818.325
MBA:1015	owl:NamedIndividual	MBA:1021	100625.003	25.000	617.668
MBA:1021	owl:NamedIndividual	MBA:1015	100625.003	25.000	617.668
MBA:1015	owl:NamedIndividual	MBA:211	4189375.125	25.000	149.361
MBA:211	owl:NamedIndividual	MBA:1015	4189375.125	25.000	149.361
MBA:1015	owl:NamedIndividual	MBA:304	9375.000	25.000	1599.548
MBA:304	owl:NamedIndividual	MBA:1015	9375.000	25.000	1599.548
MBA:1015	owl:NamedIndividual	MBA:363	1666875.050	25.000	1498.915
MBA:363	owl:NamedIndividual	MBA:1015	1666875.050	25.000	1498.915
MBA:1015	owl:NamedIndividual	MBA:610	234375.007	25.000	3793.176
MBA:610	owl:NamedIndividual	MBA:1015	234375.007	25.000	3793.176
MBA:1015	owl:NamedIndividual	MBA:687	101250.003	25.000	3501.051
MBA:687	owl:NamedIndividual	MBA:1015	101250.003	25.000	3501.051
MBA:1015	owl:NamedIndividual	MBA:767	5442500.162	25.000	781.506
MBA:767	owl:NamedIndividual	MBA:1015	5442500.162	25.000	781.506
MBA:1015	owl:NamedIndividual	MBA:772	2668750.080	25.000	703.398
MBA:772	owl:NamedIndividual	MBA:1015	2668750.080	25.000	703.398
MBA:1015	owl:NamedIndividual	MBA:810	7500.000	25.000	749.461
MBA:810	owl:NamedIndividual	MBA:1015	7500.000	25.000	749.461
MBA:1015	owl:NamedIndividual	MBA:84	15000.000	25.000	1353.153
MBA:84	owl:NamedIndividual	MBA:1015	15000.000	25.000	1353.153
MBA:1015	owl:NamedIndividual	MBA:919	3064375.091	25.000	355.316
MBA:919	owl:NamedIndividual	MBA:1015	3064375.091	25.000	355.316
MBA:1015	owl:NamedIndividual	MBA:962	86875.003	25.000	925.731
MBA:962	owl:NamedIndividual	MBA:1015	86875.003	25.000	925.731
MBA:1016	owl:NamedIndividual	MBA:507	28367500.845	25.000	777.687
MBA:507	owl:NamedIndividual	MBA:1016	28367500.845	25.000	777.687
MBA:1016	owl:NamedIndividual	MBA:698	10873125.324	25.000	1287.706
MBA:698	owl:NamedIndividual	MBA:1016	10873125.324	25.000	1287.706
MBA:102	owl:NamedIndividual	MBA:1031	56250.002	25.000	415.271
MBA:1031	owl:NamedIndividual	MBA:102	56250.002	25.000	415.271
MBA:102	owl:NamedIndividual	MBA:1097	813125.024	25.000	835.674
MBA:1097	owl:NamedIndividual	MBA:102	813125.024	25.000	835.674
MBA:102	owl:NamedIndividual	MBA:194	217500.006	25.000	668.642
MBA:194	owl:NamedIndividual	MBA:102	217500.006	25.000	668.642
MBA:102	owl:NamedIndividual	MBA:364	462500.014	25.000	561.004
MBA:364	owl:NamedIndividual	MBA:102	462500.014	25.000	561.004
MBA:102	owl:NamedIndividual	MBA:470	748750.022	25.000	329.677
MBA:470	owl:NamedIndividual	MBA:102	748750.022	25.000	329.677
MBA:102	owl:NamedIndividual	MBA:6	336250.010	25.000	865.316
MBA:6	owl:NamedIndividual	MBA:102	336250.010	25.000	865.316
MBA:102	owl:NamedIndividual	MBA:797	453750.014	25.000	541.538
MBA:797	owl:NamedIndividual	MBA:102	453750.014	25.000	541.538
MBA:102	owl:NamedIndividual	MBA:803	1331875.040	25.000	1072.005
MBA:803	owl:NamedIndividual	MBA:102	1331875.040	25.000	1072.005
