ID	Type	cell_count
ID	TYPE	A PCL:0010060^^xsd:integer
WMB:CS20230722_CLUS_2308	owl:NamedIndividual	175
WMB:CS20230722_CLUS_4825	owl:NamedIndividual	174
WMB:CS20230722_CLUS_4015	owl:NamedIndividual	174
WMB:CS20230722_CLUS_4117	owl:NamedIndividual	174
WMB:CS20230722_CLUS_3354	owl:NamedIndividual	174
WMB:CS20230722_CLUS_5303	owl:NamedIndividual	174
WMB:CS20230722_CLUS_3250	owl:NamedIndividual	174
WMB:CS20230722_CLUS_1804	owl:NamedIndividual	174
WMB:CS20230722_CLUS_1112	owl:NamedIndividual	173
WMB:CS20230722_CLUS_2015	owl:NamedIndividual	173
WMB:CS20230722_CLUS_0370	owl:NamedIndividual	173
WMB:CS20230722_CLUS_2661	owl:NamedIndividual	173
WMB:CS20230722_CLUS_3318	owl:NamedIndividual	173
WMB:CS20230722_CLUS_1953	owl:NamedIndividual	172
WMB:CS20230722_CLUS_1630	owl:NamedIndividual	172
WMB:CS20230722_CLUS_0258	owl:NamedIndividual	172
WMB:CS20230722_CLUS_2204	owl:NamedIndividual	172
WMB:CS20230722_CLUS_1164	owl:NamedIndividual	172
WMB:CS20230722_CLUS_1971	owl:NamedIndividual	172
WMB:CS20230722_CLUS_3478	owl:NamedIndividual	171
WMB:CS20230722_CLUS_3238	owl:NamedIndividual	171
WMB:CS20230722_CLUS_2634	owl:NamedIndividual	171
WMB:CS20230722_CLUS_2019	owl:NamedIndividual	171
WMB:CS20230722_CLUS_2591	owl:NamedIndividual	170
WMB:CS20230722_CLUS_1279	owl:NamedIndividual	170
WMB:CS20230722_CLUS_0971	owl:NamedIndividual	170
WMB:CS20230722_CLUS_3367	owl:NamedIndividual	170
WMB:CS20230722_CLUS_1069	owl:NamedIndividual	170
WMB:CS20230722_CLUS_4999	owl:NamedIndividual	170
WMB:CS20230722_CLUS_2630	owl:NamedIndividual	170
WMB:CS20230722_CLUS_1962	owl:NamedIndividual	170
WMB:CS20230722_CLUS_2688	owl:NamedIndividual	169
WMB:CS20230722_CLUS_0657	owl:NamedIndividual	169
WMB:CS20230722_CLUS_0461	owl:NamedIndividual	169
WMB:CS20230722_CLUS_0921	owl:NamedIndividual	169
WMB:CS20230722_CLUS_5170	owl:NamedIndividual	169
WMB:CS20230722_CLUS_0018	owl:NamedIndividual	169
WMB:CS20230722_CLUS_2321	owl:NamedIndividual	169
WMB:CS20230722_CLUS_0306	owl:NamedIndividual	168
WMB:CS20230722_CLUS_1293	owl:NamedIndividual	168
WMB:CS20230722_CLUS_3790	owl:NamedIndividual	168
WMB:CS20230722_CLUS_2549	owl:NamedIndividual	168
WMB:CS20230722_CLUS_1802	owl:NamedIndividual	168
WMB:CS20230722_CLUS_3903	owl:NamedIndividual	168
WMB:CS20230722_CLUS_4609	owl:NamedIndividual	168
WMB:CS20230722_CLUS_3226	owl:NamedIndividual	168
WMB:CS20230722_CLUS_0850	owl:NamedIndividual	168
WMB:CS20230722_CLUS_0137	owl:NamedIndividual	167
WMB:CS20230722_CLUS_0322	owl:NamedIndividual	167
WMB:CS20230722_CLUS_1900	owl:NamedIndividual	167
WMB:CS20230722_CLUS_4091	owl:NamedIndividual	167
WMB:CS20230722_CLUS_2782	owl:NamedIndividual	167
WMB:CS20230722_CLUS_1155	owl:NamedIndividual	167
WMB:CS20230722_CLUS_1935	owl:NamedIndividual	167
WMB:CS20230722_CLUS_2955	owl:NamedIndividual	166
WMB:CS20230722_CLUS_0277	owl:NamedIndividual	166
WMB:CS20230722_CLUS_3021	owl:NamedIndividual	166
WMB:CS20230722_CLUS_1712	owl:NamedIndividual	166
WMB:CS20230722_CLUS_0565	owl:NamedIndividual	166
WMB:CS20230722_CLUS_2280	owl:NamedIndividual	166
WMB:CS20230722_CLUS_2587	owl:NamedIndividual	165
WMB:CS20230722_CLUS_3338	owl:NamedIndividual	165
WMB:CS20230722_CLUS_3204	owl:NamedIndividual	165
WMB:CS20230722_CLUS_1096	owl:NamedIndividual	165
WMB:CS20230722_CLUS_3350	owl:NamedIndividual	165
WMB:CS20230722_CLUS_1017	owl:NamedIndividual	165
WMB:CS20230722_CLUS_1606	owl:NamedIndividual	165
WMB:CS20230722_CLUS_0813	owl:NamedIndividual	165
WMB:CS20230722_CLUS_1037	owl:NamedIndividual	164
WMB:CS20230722_CLUS_3236	owl:NamedIndividual	164
WMB:CS20230722_CLUS_2983	owl:NamedIndividual	164
WMB:CS20230722_CLUS_2637	owl:NamedIndividual	164
WMB:CS20230722_CLUS_0323	owl:NamedIndividual	164
WMB:CS20230722_CLUS_2329	owl:NamedIndividual	164
WMB:CS20230722_CLUS_1719	owl:NamedIndividual	163
WMB:CS20230722_CLUS_0301	owl:NamedIndividual	163
WMB:CS20230722_CLUS_3853	owl:NamedIndividual	163
WMB:CS20230722_CLUS_0660	owl:NamedIndividual	163
WMB:CS20230722_CLUS_0808	owl:NamedIndividual	162
WMB:CS20230722_CLUS_4030	owl:NamedIndividual	162
WMB:CS20230722_CLUS_2667	owl:NamedIndividual	162
WMB:CS20230722_CLUS_3871	owl:NamedIndividual	162
WMB:CS20230722_CLUS_2527	owl:NamedIndividual	162
WMB:CS20230722_CLUS_1014	owl:NamedIndividual	162
WMB:CS20230722_CLUS_3682	owl:NamedIndividual	162
WMB:CS20230722_CLUS_4913	owl:NamedIndividual	162
WMB:CS20230722_CLUS_3797	owl:NamedIndividual	162
WMB:CS20230722_CLUS_2083	owl:NamedIndividual	162
WMB:CS20230722_CLUS_2331	owl:NamedIndividual	161
WMB:CS20230722_CLUS_0400	owl:NamedIndividual	160
WMB:CS20230722_CLUS_0832	owl:NamedIndividual	160
WMB:CS20230722_CLUS_2554	owl:NamedIndividual	160
WMB:CS20230722_CLUS_1666	owl:NamedIndividual	160
WMB:CS20230722_CLUS_1718	owl:NamedIndividual	160
WMB:CS20230722_CLUS_0955	owl:NamedIndividual	160
WMB:CS20230722_CLUS_1495	owl:NamedIndividual	160
WMB:CS20230722_CLUS_1045	owl:NamedIndividual	159
WMB:CS20230722_CLUS_2690	owl:NamedIndividual	159
WMB:CS20230722_CLUS_2623	owl:NamedIndividual	159
WMB:CS20230722_CLUS_0523	owl:NamedIndividual	159
WMB:CS20230722_CLUS_4979	owl:NamedIndividual	159
WMB:CS20230722_CLUS_1291	owl:NamedIndividual	159
WMB:CS20230722_CLUS_1239	owl:NamedIndividual	159
WMB:CS20230722_CLUS_3146	owl:NamedIndividual	158
WMB:CS20230722_CLUS_1042	owl:NamedIndividual	158
WMB:CS20230722_CLUS_2102	owl:NamedIndividual	158
WMB:CS20230722_CLUS_5213	owl:NamedIndividual	158
WMB:CS20230722_CLUS_2859	owl:NamedIndividual	158
WMB:CS20230722_CLUS_2497	owl:NamedIndividual	158
WMB:CS20230722_CLUS_3143	owl:NamedIndividual	157
WMB:CS20230722_CLUS_3813	owl:NamedIndividual	157
WMB:CS20230722_CLUS_4668	owl:NamedIndividual	157
WMB:CS20230722_CLUS_2271	owl:NamedIndividual	157
WMB:CS20230722_CLUS_3419	owl:NamedIndividual	157
WMB:CS20230722_CLUS_0696	owl:NamedIndividual	157
WMB:CS20230722_CLUS_4102	owl:NamedIndividual	157
WMB:CS20230722_CLUS_0680	owl:NamedIndividual	157
WMB:CS20230722_CLUS_1370	owl:NamedIndividual	156
WMB:CS20230722_CLUS_2297	owl:NamedIndividual	156
WMB:CS20230722_CLUS_1134	owl:NamedIndividual	156
WMB:CS20230722_CLUS_3645	owl:NamedIndividual	156
WMB:CS20230722_CLUS_4711	owl:NamedIndividual	155
WMB:CS20230722_CLUS_2005	owl:NamedIndividual	155
WMB:CS20230722_CLUS_1346	owl:NamedIndividual	155
WMB:CS20230722_CLUS_1169	owl:NamedIndividual	155
WMB:CS20230722_CLUS_3798	owl:NamedIndividual	155
WMB:CS20230722_CLUS_3686	owl:NamedIndividual	155
WMB:CS20230722_CLUS_1008	owl:NamedIndividual	155
WMB:CS20230722_CLUS_3730	owl:NamedIndividual	155
WMB:CS20230722_CLUS_1306	owl:NamedIndividual	155
WMB:CS20230722_CLUS_1856	owl:NamedIndividual	155
WMB:CS20230722_CLUS_1196	owl:NamedIndividual	154
WMB:CS20230722_CLUS_4808	owl:NamedIndividual	154
WMB:CS20230722_CLUS_3808	owl:NamedIndividual	154
WMB:CS20230722_CLUS_1959	owl:NamedIndividual	154
WMB:CS20230722_CLUS_4084	owl:NamedIndividual	154
WMB:CS20230722_CLUS_0837	owl:NamedIndividual	154
WMB:CS20230722_CLUS_1410	owl:NamedIndividual	154
WMB:CS20230722_CLUS_1613	owl:NamedIndividual	154
WMB:CS20230722_CLUS_3123	owl:NamedIndividual	154
WMB:CS20230722_CLUS_1903	owl:NamedIndividual	153
WMB:CS20230722_CLUS_3703	owl:NamedIndividual	153
WMB:CS20230722_CLUS_4033	owl:NamedIndividual	153
WMB:CS20230722_CLUS_1925	owl:NamedIndividual	153
WMB:CS20230722_CLUS_0448	owl:NamedIndividual	153
WMB:CS20230722_CLUS_4605	owl:NamedIndividual	153
WMB:CS20230722_CLUS_1516	owl:NamedIndividual	153
WMB:CS20230722_CLUS_2296	owl:NamedIndividual	153
WMB:CS20230722_CLUS_2341	owl:NamedIndividual	153
WMB:CS20230722_CLUS_1852	owl:NamedIndividual	152
WMB:CS20230722_CLUS_0249	owl:NamedIndividual	152
WMB:CS20230722_CLUS_2555	owl:NamedIndividual	152
WMB:CS20230722_CLUS_1803	owl:NamedIndividual	152
WMB:CS20230722_CLUS_4522	owl:NamedIndividual	152
WMB:CS20230722_CLUS_0125	owl:NamedIndividual	152
WMB:CS20230722_CLUS_1818	owl:NamedIndividual	152
WMB:CS20230722_CLUS_3846	owl:NamedIndividual	152
WMB:CS20230722_CLUS_0937	owl:NamedIndividual	151
WMB:CS20230722_CLUS_1016	owl:NamedIndividual	151
WMB:CS20230722_CLUS_0320	owl:NamedIndividual	151
WMB:CS20230722_CLUS_2033	owl:NamedIndividual	151
WMB:CS20230722_CLUS_2619	owl:NamedIndividual	151
WMB:CS20230722_CLUS_2225	owl:NamedIndividual	151
WMB:CS20230722_CLUS_2754	owl:NamedIndividual	151
WMB:CS20230722_CLUS_4197	owl:NamedIndividual	151
WMB:CS20230722_CLUS_1377	owl:NamedIndividual	150
WMB:CS20230722_CLUS_2987	owl:NamedIndividual	150
WMB:CS20230722_CLUS_0883	owl:NamedIndividual	150
WMB:CS20230722_CLUS_3195	owl:NamedIndividual	150
WMB:CS20230722_CLUS_1732	owl:NamedIndividual	150
WMB:CS20230722_CLUS_2229	owl:NamedIndividual	150
WMB:CS20230722_CLUS_1498	owl:NamedIndividual	149
WMB:CS20230722_CLUS_3640	owl:NamedIndividual	149
WMB:CS20230722_CLUS_0905	owl:NamedIndividual	149
WMB:CS20230722_CLUS_1543	owl:NamedIndividual	149
WMB:CS20230722_CLUS_4975	owl:NamedIndividual	149
WMB:CS20230722_CLUS_1418	owl:NamedIndividual	149
WMB:CS20230722_CLUS_3401	owl:NamedIndividual	149
WMB:CS20230722_CLUS_0373	owl:NamedIndividual	149
WMB:CS20230722_CLUS_1360	owl:NamedIndividual	149
WMB:CS20230722_CLUS_1242	owl:NamedIndividual	149
WMB:CS20230722_CLUS_3698	owl:NamedIndividual	149
WMB:CS20230722_CLUS_2486	owl:NamedIndividual	149
WMB:CS20230722_CLUS_0416	owl:NamedIndividual	149
WMB:CS20230722_CLUS_0393	owl:NamedIndividual	148
WMB:CS20230722_CLUS_0723	owl:NamedIndividual	148
WMB:CS20230722_CLUS_5242	owl:NamedIndividual	148
WMB:CS20230722_CLUS_2622	owl:NamedIndividual	148
WMB:CS20230722_CLUS_0199	owl:NamedIndividual	148
WMB:CS20230722_CLUS_0516	owl:NamedIndividual	148
WMB:CS20230722_CLUS_1193	owl:NamedIndividual	148
WMB:CS20230722_CLUS_1406	owl:NamedIndividual	148
WMB:CS20230722_CLUS_1806	owl:NamedIndividual	147
WMB:CS20230722_CLUS_1889	owl:NamedIndividual	147
WMB:CS20230722_CLUS_2026	owl:NamedIndividual	147
WMB:CS20230722_CLUS_1439	owl:NamedIndividual	146
WMB:CS20230722_CLUS_1122	owl:NamedIndividual	146
WMB:CS20230722_CLUS_4734	owl:NamedIndividual	146
WMB:CS20230722_CLUS_1061	owl:NamedIndividual	146
WMB:CS20230722_CLUS_3702	owl:NamedIndividual	146
WMB:CS20230722_CLUS_1431	owl:NamedIndividual	145
WMB:CS20230722_CLUS_2489	owl:NamedIndividual	145
WMB:CS20230722_CLUS_0511	owl:NamedIndividual	145
WMB:CS20230722_CLUS_3502	owl:NamedIndividual	145
WMB:CS20230722_CLUS_1105	owl:NamedIndividual	145
WMB:CS20230722_CLUS_1519	owl:NamedIndividual	145
WMB:CS20230722_CLUS_1994	owl:NamedIndividual	145
WMB:CS20230722_CLUS_2988	owl:NamedIndividual	144
WMB:CS20230722_CLUS_1501	owl:NamedIndividual	144
WMB:CS20230722_CLUS_0607	owl:NamedIndividual	144
WMB:CS20230722_CLUS_0298	owl:NamedIndividual	144
WMB:CS20230722_CLUS_4795	owl:NamedIndividual	144
WMB:CS20230722_CLUS_1127	owl:NamedIndividual	144
WMB:CS20230722_CLUS_3216	owl:NamedIndividual	143
WMB:CS20230722_CLUS_2289	owl:NamedIndividual	143
WMB:CS20230722_CLUS_2473	owl:NamedIndividual	143
WMB:CS20230722_CLUS_1133	owl:NamedIndividual	143
WMB:CS20230722_CLUS_0303	owl:NamedIndividual	143
WMB:CS20230722_CLUS_0603	owl:NamedIndividual	142
WMB:CS20230722_CLUS_0910	owl:NamedIndividual	142
WMB:CS20230722_CLUS_1617	owl:NamedIndividual	142
WMB:CS20230722_CLUS_1777	owl:NamedIndividual	142
WMB:CS20230722_CLUS_3349	owl:NamedIndividual	142
WMB:CS20230722_CLUS_1678	owl:NamedIndividual	141
WMB:CS20230722_CLUS_4100	owl:NamedIndividual	141
WMB:CS20230722_CLUS_0203	owl:NamedIndividual	141
WMB:CS20230722_CLUS_1178	owl:NamedIndividual	141
WMB:CS20230722_CLUS_2628	owl:NamedIndividual	141
WMB:CS20230722_CLUS_1098	owl:NamedIndividual	141
WMB:CS20230722_CLUS_4866	owl:NamedIndividual	141
WMB:CS20230722_CLUS_0608	owl:NamedIndividual	141
WMB:CS20230722_CLUS_3603	owl:NamedIndividual	141
WMB:CS20230722_CLUS_3206	owl:NamedIndividual	141
WMB:CS20230722_CLUS_2701	owl:NamedIndividual	140
WMB:CS20230722_CLUS_3800	owl:NamedIndividual	140
WMB:CS20230722_CLUS_1329	owl:NamedIndividual	140
WMB:CS20230722_CLUS_1942	owl:NamedIndividual	140
WMB:CS20230722_CLUS_1540	owl:NamedIndividual	140
WMB:CS20230722_CLUS_1092	owl:NamedIndividual	139
WMB:CS20230722_CLUS_2236	owl:NamedIndividual	139
WMB:CS20230722_CLUS_1637	owl:NamedIndividual	139
WMB:CS20230722_CLUS_4568	owl:NamedIndividual	139
WMB:CS20230722_CLUS_1840	owl:NamedIndividual	139
WMB:CS20230722_CLUS_1813	owl:NamedIndividual	139
WMB:CS20230722_CLUS_4879	owl:NamedIndividual	139
WMB:CS20230722_CLUS_5169	owl:NamedIndividual	139
WMB:CS20230722_CLUS_1253	owl:NamedIndividual	139
WMB:CS20230722_CLUS_3744	owl:NamedIndividual	138
WMB:CS20230722_CLUS_3062	owl:NamedIndividual	138
WMB:CS20230722_CLUS_4620	owl:NamedIndividual	138
WMB:CS20230722_CLUS_0856	owl:NamedIndividual	138
WMB:CS20230722_CLUS_0690	owl:NamedIndividual	138
WMB:CS20230722_CLUS_2575	owl:NamedIndividual	138
WMB:CS20230722_CLUS_4090	owl:NamedIndividual	138
WMB:CS20230722_CLUS_2291	owl:NamedIndividual	138
WMB:CS20230722_CLUS_3220	owl:NamedIndividual	137
WMB:CS20230722_CLUS_1928	owl:NamedIndividual	137
WMB:CS20230722_CLUS_3133	owl:NamedIndividual	137
WMB:CS20230722_CLUS_2027	owl:NamedIndividual	137
WMB:CS20230722_CLUS_2335	owl:NamedIndividual	137
WMB:CS20230722_CLUS_3468	owl:NamedIndividual	137
WMB:CS20230722_CLUS_0476	owl:NamedIndividual	137
WMB:CS20230722_CLUS_2348	owl:NamedIndividual	137
WMB:CS20230722_CLUS_1146	owl:NamedIndividual	137
WMB:CS20230722_CLUS_4977	owl:NamedIndividual	136
WMB:CS20230722_CLUS_1433	owl:NamedIndividual	136
WMB:CS20230722_CLUS_4053	owl:NamedIndividual	136
WMB:CS20230722_CLUS_3181	owl:NamedIndividual	136
WMB:CS20230722_CLUS_4339	owl:NamedIndividual	136
WMB:CS20230722_CLUS_1036	owl:NamedIndividual	136
WMB:CS20230722_CLUS_2569	owl:NamedIndividual	136
WMB:CS20230722_CLUS_3819	owl:NamedIndividual	136
WMB:CS20230722_CLUS_4936	owl:NamedIndividual	136
WMB:CS20230722_CLUS_0596	owl:NamedIndividual	136
WMB:CS20230722_CLUS_4151	owl:NamedIndividual	136
WMB:CS20230722_CLUS_3493	owl:NamedIndividual	135
WMB:CS20230722_CLUS_0504	owl:NamedIndividual	135
WMB:CS20230722_CLUS_2702	owl:NamedIndividual	135
WMB:CS20230722_CLUS_1581	owl:NamedIndividual	135
WMB:CS20230722_CLUS_4001	owl:NamedIndividual	135
WMB:CS20230722_CLUS_2360	owl:NamedIndividual	135
WMB:CS20230722_CLUS_1470	owl:NamedIndividual	135
WMB:CS20230722_CLUS_1148	owl:NamedIndividual	135
WMB:CS20230722_CLUS_3172	owl:NamedIndividual	135
WMB:CS20230722_CLUS_2673	owl:NamedIndividual	135
WMB:CS20230722_CLUS_3347	owl:NamedIndividual	135
WMB:CS20230722_CLUS_3624	owl:NamedIndividual	135
WMB:CS20230722_CLUS_3460	owl:NamedIndividual	134
WMB:CS20230722_CLUS_1038	owl:NamedIndividual	134
WMB:CS20230722_CLUS_2860	owl:NamedIndividual	134
WMB:CS20230722_CLUS_3221	owl:NamedIndividual	134
WMB:CS20230722_CLUS_3330	owl:NamedIndividual	134
WMB:CS20230722_CLUS_1968	owl:NamedIndividual	134
WMB:CS20230722_CLUS_3214	owl:NamedIndividual	134
WMB:CS20230722_CLUS_2324	owl:NamedIndividual	134
WMB:CS20230722_CLUS_2566	owl:NamedIndividual	134
WMB:CS20230722_CLUS_2850	owl:NamedIndividual	134
WMB:CS20230722_CLUS_1184	owl:NamedIndividual	133
WMB:CS20230722_CLUS_1162	owl:NamedIndividual	133
WMB:CS20230722_CLUS_1429	owl:NamedIndividual	133
WMB:CS20230722_CLUS_3907	owl:NamedIndividual	133
WMB:CS20230722_CLUS_4200	owl:NamedIndividual	133
WMB:CS20230722_CLUS_4101	owl:NamedIndividual	133
WMB:CS20230722_CLUS_4949	owl:NamedIndividual	133
WMB:CS20230722_CLUS_0615	owl:NamedIndividual	133
WMB:CS20230722_CLUS_1051	owl:NamedIndividual	133
WMB:CS20230722_CLUS_2963	owl:NamedIndividual	133
WMB:CS20230722_CLUS_2195	owl:NamedIndividual	132
WMB:CS20230722_CLUS_3147	owl:NamedIndividual	132
WMB:CS20230722_CLUS_3345	owl:NamedIndividual	132
WMB:CS20230722_CLUS_2584	owl:NamedIndividual	132
WMB:CS20230722_CLUS_0560	owl:NamedIndividual	132
WMB:CS20230722_CLUS_0938	owl:NamedIndividual	132
WMB:CS20230722_CLUS_0835	owl:NamedIndividual	132
WMB:CS20230722_CLUS_0725	owl:NamedIndividual	132
WMB:CS20230722_CLUS_2565	owl:NamedIndividual	132
WMB:CS20230722_CLUS_3054	owl:NamedIndividual	132
WMB:CS20230722_CLUS_0692	owl:NamedIndividual	132
WMB:CS20230722_CLUS_0268	owl:NamedIndividual	132
WMB:CS20230722_CLUS_4468	owl:NamedIndividual	132
WMB:CS20230722_CLUS_1412	owl:NamedIndividual	132
WMB:CS20230722_CLUS_3782	owl:NamedIndividual	132
WMB:CS20230722_CLUS_1131	owl:NamedIndividual	131
WMB:CS20230722_CLUS_4153	owl:NamedIndividual	131
WMB:CS20230722_CLUS_2853	owl:NamedIndividual	131
WMB:CS20230722_CLUS_2668	owl:NamedIndividual	131
WMB:CS20230722_CLUS_0559	owl:NamedIndividual	131
WMB:CS20230722_CLUS_4751	owl:NamedIndividual	131
WMB:CS20230722_CLUS_3679	owl:NamedIndividual	131
WMB:CS20230722_CLUS_4762	owl:NamedIndividual	130
WMB:CS20230722_CLUS_2593	owl:NamedIndividual	130
WMB:CS20230722_CLUS_2334	owl:NamedIndividual	130
WMB:CS20230722_CLUS_2642	owl:NamedIndividual	130
WMB:CS20230722_CLUS_0290	owl:NamedIndividual	130
WMB:CS20230722_CLUS_1318	owl:NamedIndividual	130
WMB:CS20230722_CLUS_4534	owl:NamedIndividual	130
WMB:CS20230722_CLUS_1367	owl:NamedIndividual	130
WMB:CS20230722_CLUS_3339	owl:NamedIndividual	130
WMB:CS20230722_CLUS_0292	owl:NamedIndividual	130
WMB:CS20230722_CLUS_1138	owl:NamedIndividual	130
WMB:CS20230722_CLUS_2270	owl:NamedIndividual	130
WMB:CS20230722_CLUS_0755	owl:NamedIndividual	130
WMB:CS20230722_CLUS_0879	owl:NamedIndividual	129
WMB:CS20230722_CLUS_4960	owl:NamedIndividual	129
WMB:CS20230722_CLUS_2016	owl:NamedIndividual	129
WMB:CS20230722_CLUS_1887	owl:NamedIndividual	129
WMB:CS20230722_CLUS_0901	owl:NamedIndividual	129
WMB:CS20230722_CLUS_3477	owl:NamedIndividual	129
WMB:CS20230722_CLUS_1052	owl:NamedIndividual	129
WMB:CS20230722_CLUS_3683	owl:NamedIndividual	129
WMB:CS20230722_CLUS_2793	owl:NamedIndividual	129
WMB:CS20230722_CLUS_1407	owl:NamedIndividual	129
WMB:CS20230722_CLUS_0872	owl:NamedIndividual	129
WMB:CS20230722_CLUS_1657	owl:NamedIndividual	128
WMB:CS20230722_CLUS_4559	owl:NamedIndividual	128
WMB:CS20230722_CLUS_1473	owl:NamedIndividual	128
WMB:CS20230722_CLUS_1420	owl:NamedIndividual	128
WMB:CS20230722_CLUS_1608	owl:NamedIndividual	128
WMB:CS20230722_CLUS_3251	owl:NamedIndividual	127
WMB:CS20230722_CLUS_1088	owl:NamedIndividual	127
WMB:CS20230722_CLUS_1102	owl:NamedIndividual	127
WMB:CS20230722_CLUS_2588	owl:NamedIndividual	127
WMB:CS20230722_CLUS_1874	owl:NamedIndividual	127
WMB:CS20230722_CLUS_1496	owl:NamedIndividual	127
WMB:CS20230722_CLUS_3211	owl:NamedIndividual	127
WMB:CS20230722_CLUS_1371	owl:NamedIndividual	127
WMB:CS20230722_CLUS_2056	owl:NamedIndividual	126
WMB:CS20230722_CLUS_5119	owl:NamedIndividual	126
WMB:CS20230722_CLUS_1361	owl:NamedIndividual	126
WMB:CS20230722_CLUS_3259	owl:NamedIndividual	126
WMB:CS20230722_CLUS_5067	owl:NamedIndividual	126
WMB:CS20230722_CLUS_1769	owl:NamedIndividual	126
WMB:CS20230722_CLUS_2892	owl:NamedIndividual	126
WMB:CS20230722_CLUS_0610	owl:NamedIndividual	126
WMB:CS20230722_CLUS_3412	owl:NamedIndividual	126
WMB:CS20230722_CLUS_2212	owl:NamedIndividual	126
WMB:CS20230722_CLUS_1292	owl:NamedIndividual	125
WMB:CS20230722_CLUS_2806	owl:NamedIndividual	125
WMB:CS20230722_CLUS_3205	owl:NamedIndividual	125
WMB:CS20230722_CLUS_0865	owl:NamedIndividual	125
WMB:CS20230722_CLUS_2710	owl:NamedIndividual	125
WMB:CS20230722_CLUS_4469	owl:NamedIndividual	125
WMB:CS20230722_CLUS_2036	owl:NamedIndividual	125
WMB:CS20230722_CLUS_3666	owl:NamedIndividual	125
WMB:CS20230722_CLUS_3850	owl:NamedIndividual	125
WMB:CS20230722_CLUS_2038	owl:NamedIndividual	125
WMB:CS20230722_CLUS_1280	owl:NamedIndividual	125
WMB:CS20230722_CLUS_0727	owl:NamedIndividual	125
WMB:CS20230722_CLUS_2237	owl:NamedIndividual	124
WMB:CS20230722_CLUS_2694	owl:NamedIndividual	124
WMB:CS20230722_CLUS_3374	owl:NamedIndividual	124
WMB:CS20230722_CLUS_1578	owl:NamedIndividual	124
WMB:CS20230722_CLUS_2986	owl:NamedIndividual	124
WMB:CS20230722_CLUS_3728	owl:NamedIndividual	124
WMB:CS20230722_CLUS_1788	owl:NamedIndividual	123
WMB:CS20230722_CLUS_0965	owl:NamedIndividual	123
WMB:CS20230722_CLUS_0260	owl:NamedIndividual	123
WMB:CS20230722_CLUS_0896	owl:NamedIndividual	123
WMB:CS20230722_CLUS_2200	owl:NamedIndividual	123
WMB:CS20230722_CLUS_3618	owl:NamedIndividual	122
WMB:CS20230722_CLUS_1477	owl:NamedIndividual	122
WMB:CS20230722_CLUS_2921	owl:NamedIndividual	122
WMB:CS20230722_CLUS_1383	owl:NamedIndividual	122
WMB:CS20230722_CLUS_0227	owl:NamedIndividual	121
WMB:CS20230722_CLUS_0614	owl:NamedIndividual	121
WMB:CS20230722_CLUS_1753	owl:NamedIndividual	121
WMB:CS20230722_CLUS_0681	owl:NamedIndividual	121
WMB:CS20230722_CLUS_4870	owl:NamedIndividual	121
WMB:CS20230722_CLUS_3155	owl:NamedIndividual	121
WMB:CS20230722_CLUS_2778	owl:NamedIndividual	121
WMB:CS20230722_CLUS_4602	owl:NamedIndividual	121
WMB:CS20230722_CLUS_3399	owl:NamedIndividual	121
WMB:CS20230722_CLUS_3247	owl:NamedIndividual	121
WMB:CS20230722_CLUS_1716	owl:NamedIndividual	121
WMB:CS20230722_CLUS_1455	owl:NamedIndividual	121
WMB:CS20230722_CLUS_0712	owl:NamedIndividual	120
WMB:CS20230722_CLUS_0206	owl:NamedIndividual	120
WMB:CS20230722_CLUS_2583	owl:NamedIndividual	120
WMB:CS20230722_CLUS_0550	owl:NamedIndividual	120
WMB:CS20230722_CLUS_2800	owl:NamedIndividual	120
WMB:CS20230722_CLUS_1476	owl:NamedIndividual	120
WMB:CS20230722_CLUS_4684	owl:NamedIndividual	120
WMB:CS20230722_CLUS_3024	owl:NamedIndividual	120
WMB:CS20230722_CLUS_2283	owl:NamedIndividual	120
WMB:CS20230722_CLUS_1493	owl:NamedIndividual	120
WMB:CS20230722_CLUS_1424	owl:NamedIndividual	120
WMB:CS20230722_CLUS_2158	owl:NamedIndividual	120
WMB:CS20230722_CLUS_0775	owl:NamedIndividual	120
WMB:CS20230722_CLUS_2627	owl:NamedIndividual	120
WMB:CS20230722_CLUS_2378	owl:NamedIndividual	119
WMB:CS20230722_CLUS_1404	owl:NamedIndividual	119
WMB:CS20230722_CLUS_0554	owl:NamedIndividual	119
WMB:CS20230722_CLUS_2337	owl:NamedIndividual	119
WMB:CS20230722_CLUS_4792	owl:NamedIndividual	119
WMB:CS20230722_CLUS_1528	owl:NamedIndividual	118
WMB:CS20230722_CLUS_1281	owl:NamedIndividual	118
WMB:CS20230722_CLUS_1877	owl:NamedIndividual	118
WMB:CS20230722_CLUS_1117	owl:NamedIndividual	118
WMB:CS20230722_CLUS_3346	owl:NamedIndividual	118
WMB:CS20230722_CLUS_3456	owl:NamedIndividual	118
WMB:CS20230722_CLUS_2410	owl:NamedIndividual	118
WMB:CS20230722_CLUS_1659	owl:NamedIndividual	118
WMB:CS20230722_CLUS_4420	owl:NamedIndividual	117
WMB:CS20230722_CLUS_3260	owl:NamedIndividual	117
WMB:CS20230722_CLUS_1080	owl:NamedIndividual	117
WMB:CS20230722_CLUS_0475	owl:NamedIndividual	117
WMB:CS20230722_CLUS_0626	owl:NamedIndividual	117
WMB:CS20230722_CLUS_2252	owl:NamedIndividual	117
WMB:CS20230722_CLUS_3006	owl:NamedIndividual	117
WMB:CS20230722_CLUS_2375	owl:NamedIndividual	117
