ID	Type	cell_count
ID	TYPE	A PCL:0010060^^xsd:integer
WMB:CS20230722_CLUS_3284	owl:NamedIndividual	6608
WMB:CS20230722_CLUS_0547	owl:NamedIndividual	6540
WMB:CS20230722_CLUS_0958	owl:NamedIndividual	6522
WMB:CS20230722_CLUS_0042	owl:NamedIndividual	6353
WMB:CS20230722_CLUS_0150	owl:NamedIndividual	6272
WMB:CS20230722_CLUS_0040	owl:NamedIndividual	6241
WMB:CS20230722_CLUS_2649	owl:NamedIndividual	6234
WMB:CS20230722_CLUS_0041	owl:NamedIndividual	6077
WMB:CS20230722_CLUS_0130	owl:NamedIndividual	5898
WMB:CS20230722_CLUS_0110	owl:NamedIndividual	5891
WMB:CS20230722_CLUS_0953	owl:NamedIndividual	5872
WMB:CS20230722_CLUS_0004	owl:NamedIndividual	5722
WMB:CS20230722_CLUS_0961	owl:NamedIndividual	5670
WMB:CS20230722_CLUS_0437	owl:NamedIndividual	5613
WMB:CS20230722_CLUS_0060	owl:NamedIndividual	5585
WMB:CS20230722_CLUS_5294	owl:NamedIndividual	5518
WMB:CS20230722_CLUS_0262	owl:NamedIndividual	5388
WMB:CS20230722_CLUS_0709	owl:NamedIndividual	5337
WMB:CS20230722_CLUS_0105	owl:NamedIndividual	5192
WMB:CS20230722_CLUS_0096	owl:NamedIndividual	5178
WMB:CS20230722_CLUS_0116	owl:NamedIndividual	5173
WMB:CS20230722_CLUS_0070	owl:NamedIndividual	5117
WMB:CS20230722_CLUS_0156	owl:NamedIndividual	5031
WMB:CS20230722_CLUS_0754	owl:NamedIndividual	4981
WMB:CS20230722_CLUS_0335	owl:NamedIndividual	4976
WMB:CS20230722_CLUS_0742	owl:NamedIndividual	4902
WMB:CS20230722_CLUS_5293	owl:NamedIndividual	4891
WMB:CS20230722_CLUS_0081	owl:NamedIndividual	4868
WMB:CS20230722_CLUS_5196	owl:NamedIndividual	4785
WMB:CS20230722_CLUS_0939	owl:NamedIndividual	4784
WMB:CS20230722_CLUS_0977	owl:NamedIndividual	4544
WMB:CS20230722_CLUS_5200	owl:NamedIndividual	4542
WMB:CS20230722_CLUS_0063	owl:NamedIndividual	4518
WMB:CS20230722_CLUS_0097	owl:NamedIndividual	4508
WMB:CS20230722_CLUS_0342	owl:NamedIndividual	4438
WMB:CS20230722_CLUS_0979	owl:NamedIndividual	4431
WMB:CS20230722_CLUS_5290	owl:NamedIndividual	4398
WMB:CS20230722_CLUS_0263	owl:NamedIndividual	4302
WMB:CS20230722_CLUS_0023	owl:NamedIndividual	4289
WMB:CS20230722_CLUS_0707	owl:NamedIndividual	4247
WMB:CS20230722_CLUS_0054	owl:NamedIndividual	4182
WMB:CS20230722_CLUS_5306	owl:NamedIndividual	4098
WMB:CS20230722_CLUS_0942	owl:NamedIndividual	4096
WMB:CS20230722_CLUS_0421	owl:NamedIndividual	4072
WMB:CS20230722_CLUS_0425	owl:NamedIndividual	4035
WMB:CS20230722_CLUS_5283	owl:NamedIndividual	4034
WMB:CS20230722_CLUS_5300	owl:NamedIndividual	4028
WMB:CS20230722_CLUS_0069	owl:NamedIndividual	4016
WMB:CS20230722_CLUS_0445	owl:NamedIndividual	3996
WMB:CS20230722_CLUS_0091	owl:NamedIndividual	3969
WMB:CS20230722_CLUS_0092	owl:NamedIndividual	3967
WMB:CS20230722_CLUS_0132	owl:NamedIndividual	3965
WMB:CS20230722_CLUS_0072	owl:NamedIndividual	3915
WMB:CS20230722_CLUS_0536	owl:NamedIndividual	3890
WMB:CS20230722_CLUS_0095	owl:NamedIndividual	3875
WMB:CS20230722_CLUS_0540	owl:NamedIndividual	3762
WMB:CS20230722_CLUS_5288	owl:NamedIndividual	3689
WMB:CS20230722_CLUS_0003	owl:NamedIndividual	3635
WMB:CS20230722_CLUS_1604	owl:NamedIndividual	3604
WMB:CS20230722_CLUS_0058	owl:NamedIndividual	3588
WMB:CS20230722_CLUS_0429	owl:NamedIndividual	3569
WMB:CS20230722_CLUS_0071	owl:NamedIndividual	3536
WMB:CS20230722_CLUS_0146	owl:NamedIndividual	3536
WMB:CS20230722_CLUS_0980	owl:NamedIndividual	3512
WMB:CS20230722_CLUS_0026	owl:NamedIndividual	3461
WMB:CS20230722_CLUS_5253	owl:NamedIndividual	3436
WMB:CS20230722_CLUS_5207	owl:NamedIndividual	3391
WMB:CS20230722_CLUS_0948	owl:NamedIndividual	3364
WMB:CS20230722_CLUS_0360	owl:NamedIndividual	3342
WMB:CS20230722_CLUS_0468	owl:NamedIndividual	3264
WMB:CS20230722_CLUS_5274	owl:NamedIndividual	3256
WMB:CS20230722_CLUS_0351	owl:NamedIndividual	3179
WMB:CS20230722_CLUS_0144	owl:NamedIndividual	3135
WMB:CS20230722_CLUS_3464	owl:NamedIndividual	3109
WMB:CS20230722_CLUS_0138	owl:NamedIndividual	3106
WMB:CS20230722_CLUS_0964	owl:NamedIndividual	3078
WMB:CS20230722_CLUS_0943	owl:NamedIndividual	3074
WMB:CS20230722_CLUS_0088	owl:NamedIndividual	3071
WMB:CS20230722_CLUS_0356	owl:NamedIndividual	3060
WMB:CS20230722_CLUS_0941	owl:NamedIndividual	3012
WMB:CS20230722_CLUS_0315	owl:NamedIndividual	2992
WMB:CS20230722_CLUS_0612	owl:NamedIndividual	2957
WMB:CS20230722_CLUS_0170	owl:NamedIndividual	2945
WMB:CS20230722_CLUS_0412	owl:NamedIndividual	2902
WMB:CS20230722_CLUS_0548	owl:NamedIndividual	2862
WMB:CS20230722_CLUS_0970	owl:NamedIndividual	2824
WMB:CS20230722_CLUS_0139	owl:NamedIndividual	2815
WMB:CS20230722_CLUS_0160	owl:NamedIndividual	2783
WMB:CS20230722_CLUS_0085	owl:NamedIndividual	2737
WMB:CS20230722_CLUS_5233	owl:NamedIndividual	2726
WMB:CS20230722_CLUS_0147	owl:NamedIndividual	2724
WMB:CS20230722_CLUS_0609	owl:NamedIndividual	2673
WMB:CS20230722_CLUS_0163	owl:NamedIndividual	2668
WMB:CS20230722_CLUS_4148	owl:NamedIndividual	2643
WMB:CS20230722_CLUS_1010	owl:NamedIndividual	2626
WMB:CS20230722_CLUS_0464	owl:NamedIndividual	2622
WMB:CS20230722_CLUS_0973	owl:NamedIndividual	2621
WMB:CS20230722_CLUS_5239	owl:NamedIndividual	2607
WMB:CS20230722_CLUS_0309	owl:NamedIndividual	2598
WMB:CS20230722_CLUS_0215	owl:NamedIndividual	2591
WMB:CS20230722_CLUS_0080	owl:NamedIndividual	2549
WMB:CS20230722_CLUS_0960	owl:NamedIndividual	2549
WMB:CS20230722_CLUS_5291	owl:NamedIndividual	2538
WMB:CS20230722_CLUS_0748	owl:NamedIndividual	2527
WMB:CS20230722_CLUS_5194	owl:NamedIndividual	2513
WMB:CS20230722_CLUS_0985	owl:NamedIndividual	2501
WMB:CS20230722_CLUS_0084	owl:NamedIndividual	2470
WMB:CS20230722_CLUS_0171	owl:NamedIndividual	2458
WMB:CS20230722_CLUS_3470	owl:NamedIndividual	2454
WMB:CS20230722_CLUS_0997	owl:NamedIndividual	2449
WMB:CS20230722_CLUS_0803	owl:NamedIndividual	2443
WMB:CS20230722_CLUS_0154	owl:NamedIndividual	2441
WMB:CS20230722_CLUS_0074	owl:NamedIndividual	2416
WMB:CS20230722_CLUS_0494	owl:NamedIndividual	2407
WMB:CS20230722_CLUS_0113	owl:NamedIndividual	2400
WMB:CS20230722_CLUS_0067	owl:NamedIndividual	2385
WMB:CS20230722_CLUS_0544	owl:NamedIndividual	2373
WMB:CS20230722_CLUS_4399	owl:NamedIndividual	2372
WMB:CS20230722_CLUS_1990	owl:NamedIndividual	2339
WMB:CS20230722_CLUS_0503	owl:NamedIndividual	2338
WMB:CS20230722_CLUS_0090	owl:NamedIndividual	2320
WMB:CS20230722_CLUS_5191	owl:NamedIndividual	2318
WMB:CS20230722_CLUS_0145	owl:NamedIndividual	2297
WMB:CS20230722_CLUS_0112	owl:NamedIndividual	2296
WMB:CS20230722_CLUS_2678	owl:NamedIndividual	2283
WMB:CS20230722_CLUS_0426	owl:NamedIndividual	2264
WMB:CS20230722_CLUS_0094	owl:NamedIndividual	2245
WMB:CS20230722_CLUS_0152	owl:NamedIndividual	2220
WMB:CS20230722_CLUS_0571	owl:NamedIndividual	2213
WMB:CS20230722_CLUS_4402	owl:NamedIndividual	2205
WMB:CS20230722_CLUS_1003	owl:NamedIndividual	2145
WMB:CS20230722_CLUS_0056	owl:NamedIndividual	2130
WMB:CS20230722_CLUS_0046	owl:NamedIndividual	2128
WMB:CS20230722_CLUS_4914	owl:NamedIndividual	2090
WMB:CS20230722_CLUS_0348	owl:NamedIndividual	2069
WMB:CS20230722_CLUS_5178	owl:NamedIndividual	2057
WMB:CS20230722_CLUS_0068	owl:NamedIndividual	2050
WMB:CS20230722_CLUS_0533	owl:NamedIndividual	2048
WMB:CS20230722_CLUS_0314	owl:NamedIndividual	2041
WMB:CS20230722_CLUS_5228	owl:NamedIndividual	2040
WMB:CS20230722_CLUS_0569	owl:NamedIndividual	2037
WMB:CS20230722_CLUS_0535	owl:NamedIndividual	2025
WMB:CS20230722_CLUS_0836	owl:NamedIndividual	2024
WMB:CS20230722_CLUS_0991	owl:NamedIndividual	2024
WMB:CS20230722_CLUS_0037	owl:NamedIndividual	2017
WMB:CS20230722_CLUS_0047	owl:NamedIndividual	2008
WMB:CS20230722_CLUS_0045	owl:NamedIndividual	1992
WMB:CS20230722_CLUS_0572	owl:NamedIndividual	1989
WMB:CS20230722_CLUS_0792	owl:NamedIndividual	1962
WMB:CS20230722_CLUS_0001	owl:NamedIndividual	1950
WMB:CS20230722_CLUS_0183	owl:NamedIndividual	1938
WMB:CS20230722_CLUS_2650	owl:NamedIndividual	1922
WMB:CS20230722_CLUS_0359	owl:NamedIndividual	1895
WMB:CS20230722_CLUS_0741	owl:NamedIndividual	1889
WMB:CS20230722_CLUS_0422	owl:NamedIndividual	1882
WMB:CS20230722_CLUS_0410	owl:NamedIndividual	1878
WMB:CS20230722_CLUS_4557	owl:NamedIndividual	1868
WMB:CS20230722_CLUS_0381	owl:NamedIndividual	1858
WMB:CS20230722_CLUS_1009	owl:NamedIndividual	1846
WMB:CS20230722_CLUS_1000	owl:NamedIndividual	1845
WMB:CS20230722_CLUS_0780	owl:NamedIndividual	1818
WMB:CS20230722_CLUS_3282	owl:NamedIndividual	1817
WMB:CS20230722_CLUS_0098	owl:NamedIndividual	1817
WMB:CS20230722_CLUS_5281	owl:NamedIndividual	1803
WMB:CS20230722_CLUS_4663	owl:NamedIndividual	1784
WMB:CS20230722_CLUS_0733	owl:NamedIndividual	1772
WMB:CS20230722_CLUS_0537	owl:NamedIndividual	1749
WMB:CS20230722_CLUS_0497	owl:NamedIndividual	1747
WMB:CS20230722_CLUS_0052	owl:NamedIndividual	1733
WMB:CS20230722_CLUS_0012	owl:NamedIndividual	1722
WMB:CS20230722_CLUS_0345	owl:NamedIndividual	1720
WMB:CS20230722_CLUS_0474	owl:NamedIndividual	1719
WMB:CS20230722_CLUS_0440	owl:NamedIndividual	1714
WMB:CS20230722_CLUS_5314	owl:NamedIndividual	1703
WMB:CS20230722_CLUS_0506	owl:NamedIndividual	1699
WMB:CS20230722_CLUS_0542	owl:NamedIndividual	1699
WMB:CS20230722_CLUS_5302	owl:NamedIndividual	1696
WMB:CS20230722_CLUS_5198	owl:NamedIndividual	1683
WMB:CS20230722_CLUS_0087	owl:NamedIndividual	1682
WMB:CS20230722_CLUS_0543	owl:NamedIndividual	1679
WMB:CS20230722_CLUS_0519	owl:NamedIndividual	1676
WMB:CS20230722_CLUS_0645	owl:NamedIndividual	1675
WMB:CS20230722_CLUS_0983	owl:NamedIndividual	1669
WMB:CS20230722_CLUS_0217	owl:NamedIndividual	1658
WMB:CS20230722_CLUS_0077	owl:NamedIndividual	1658
WMB:CS20230722_CLUS_0556	owl:NamedIndividual	1652
WMB:CS20230722_CLUS_3286	owl:NamedIndividual	1650
WMB:CS20230722_CLUS_0708	owl:NamedIndividual	1642
WMB:CS20230722_CLUS_2663	owl:NamedIndividual	1636
WMB:CS20230722_CLUS_0795	owl:NamedIndividual	1631
WMB:CS20230722_CLUS_4198	owl:NamedIndividual	1630
WMB:CS20230722_CLUS_2683	owl:NamedIndividual	1613
WMB:CS20230722_CLUS_0078	owl:NamedIndividual	1610
WMB:CS20230722_CLUS_0158	owl:NamedIndividual	1604
WMB:CS20230722_CLUS_0466	owl:NamedIndividual	1574
WMB:CS20230722_CLUS_0465	owl:NamedIndividual	1572
WMB:CS20230722_CLUS_0114	owl:NamedIndividual	1564
WMB:CS20230722_CLUS_0339	owl:NamedIndividual	1555
WMB:CS20230722_CLUS_0366	owl:NamedIndividual	1550
WMB:CS20230722_CLUS_0111	owl:NamedIndividual	1543
WMB:CS20230722_CLUS_0751	owl:NamedIndividual	1541
WMB:CS20230722_CLUS_0470	owl:NamedIndividual	1525
WMB:CS20230722_CLUS_0101	owl:NamedIndividual	1523
WMB:CS20230722_CLUS_5237	owl:NamedIndividual	1513
WMB:CS20230722_CLUS_0165	owl:NamedIndividual	1496
WMB:CS20230722_CLUS_0541	owl:NamedIndividual	1492
WMB:CS20230722_CLUS_0191	owl:NamedIndividual	1491
WMB:CS20230722_CLUS_0747	owl:NamedIndividual	1487
WMB:CS20230722_CLUS_0104	owl:NamedIndividual	1482
WMB:CS20230722_CLUS_0452	owl:NamedIndividual	1479
WMB:CS20230722_CLUS_0469	owl:NamedIndividual	1477
WMB:CS20230722_CLUS_0030	owl:NamedIndividual	1476
WMB:CS20230722_CLUS_0086	owl:NamedIndividual	1475
WMB:CS20230722_CLUS_0187	owl:NamedIndividual	1464
WMB:CS20230722_CLUS_0458	owl:NamedIndividual	1463
WMB:CS20230722_CLUS_0286	owl:NamedIndividual	1457
WMB:CS20230722_CLUS_0454	owl:NamedIndividual	1456
WMB:CS20230722_CLUS_2006	owl:NamedIndividual	1431
WMB:CS20230722_CLUS_0219	owl:NamedIndividual	1422
WMB:CS20230722_CLUS_0119	owl:NamedIndividual	1416
WMB:CS20230722_CLUS_0066	owl:NamedIndividual	1413
WMB:CS20230722_CLUS_0534	owl:NamedIndividual	1412
WMB:CS20230722_CLUS_5232	owl:NamedIndividual	1411
WMB:CS20230722_CLUS_4806	owl:NamedIndividual	1399
WMB:CS20230722_CLUS_0600	owl:NamedIndividual	1389
WMB:CS20230722_CLUS_0007	owl:NamedIndividual	1379
WMB:CS20230722_CLUS_0642	owl:NamedIndividual	1378
WMB:CS20230722_CLUS_2658	owl:NamedIndividual	1373
WMB:CS20230722_CLUS_0005	owl:NamedIndividual	1373
WMB:CS20230722_CLUS_0430	owl:NamedIndividual	1366
WMB:CS20230722_CLUS_0178	owl:NamedIndividual	1365
WMB:CS20230722_CLUS_5176	owl:NamedIndividual	1359
WMB:CS20230722_CLUS_0330	owl:NamedIndividual	1350
WMB:CS20230722_CLUS_0106	owl:NamedIndividual	1350
WMB:CS20230722_CLUS_0486	owl:NamedIndividual	1343
WMB:CS20230722_CLUS_4864	owl:NamedIndividual	1339
WMB:CS20230722_CLUS_0148	owl:NamedIndividual	1321
WMB:CS20230722_CLUS_0737	owl:NamedIndividual	1312
WMB:CS20230722_CLUS_0892	owl:NamedIndividual	1300
WMB:CS20230722_CLUS_0355	owl:NamedIndividual	1299
WMB:CS20230722_CLUS_0167	owl:NamedIndividual	1273
WMB:CS20230722_CLUS_3308	owl:NamedIndividual	1267
WMB:CS20230722_CLUS_0338	owl:NamedIndividual	1265
WMB:CS20230722_CLUS_0996	owl:NamedIndividual	1256
WMB:CS20230722_CLUS_2310	owl:NamedIndividual	1254
WMB:CS20230722_CLUS_2664	owl:NamedIndividual	1247
WMB:CS20230722_CLUS_5186	owl:NamedIndividual	1235
WMB:CS20230722_CLUS_5177	owl:NamedIndividual	1234
WMB:CS20230722_CLUS_5211	owl:NamedIndividual	1232
WMB:CS20230722_CLUS_0093	owl:NamedIndividual	1229
WMB:CS20230722_CLUS_0297	owl:NamedIndividual	1226
WMB:CS20230722_CLUS_0375	owl:NamedIndividual	1224
WMB:CS20230722_CLUS_0473	owl:NamedIndividual	1218
WMB:CS20230722_CLUS_0431	owl:NamedIndividual	1217
WMB:CS20230722_CLUS_0038	owl:NamedIndividual	1213
WMB:CS20230722_CLUS_2687	owl:NamedIndividual	1212
WMB:CS20230722_CLUS_0064	owl:NamedIndividual	1208
WMB:CS20230722_CLUS_4854	owl:NamedIndividual	1201
WMB:CS20230722_CLUS_0386	owl:NamedIndividual	1200
WMB:CS20230722_CLUS_5257	owl:NamedIndividual	1187
WMB:CS20230722_CLUS_0141	owl:NamedIndividual	1186
WMB:CS20230722_CLUS_0272	owl:NamedIndividual	1183
WMB:CS20230722_CLUS_0048	owl:NamedIndividual	1182
WMB:CS20230722_CLUS_0002	owl:NamedIndividual	1179
WMB:CS20230722_CLUS_5162	owl:NamedIndividual	1177
WMB:CS20230722_CLUS_0394	owl:NamedIndividual	1172
WMB:CS20230722_CLUS_0933	owl:NamedIndividual	1170
WMB:CS20230722_CLUS_0710	owl:NamedIndividual	1169
WMB:CS20230722_CLUS_4812	owl:NamedIndividual	1164
WMB:CS20230722_CLUS_0586	owl:NamedIndividual	1161
WMB:CS20230722_CLUS_0450	owl:NamedIndividual	1153
WMB:CS20230722_CLUS_0149	owl:NamedIndividual	1151
WMB:CS20230722_CLUS_0529	owl:NamedIndividual	1128
WMB:CS20230722_CLUS_0157	owl:NamedIndividual	1126
WMB:CS20230722_CLUS_0859	owl:NamedIndividual	1123
WMB:CS20230722_CLUS_0134	owl:NamedIndividual	1123
WMB:CS20230722_CLUS_3287	owl:NamedIndividual	1115
WMB:CS20230722_CLUS_0334	owl:NamedIndividual	1109
WMB:CS20230722_CLUS_0399	owl:NamedIndividual	1096
WMB:CS20230722_CLUS_0744	owl:NamedIndividual	1088
WMB:CS20230722_CLUS_2662	owl:NamedIndividual	1087
WMB:CS20230722_CLUS_0736	owl:NamedIndividual	1086
WMB:CS20230722_CLUS_0267	owl:NamedIndividual	1072
WMB:CS20230722_CLUS_3300	owl:NamedIndividual	1071
WMB:CS20230722_CLUS_4521	owl:NamedIndividual	1065
WMB:CS20230722_CLUS_0059	owl:NamedIndividual	1064
WMB:CS20230722_CLUS_0724	owl:NamedIndividual	1061
WMB:CS20230722_CLUS_0738	owl:NamedIndividual	1058
WMB:CS20230722_CLUS_0988	owl:NamedIndividual	1054
WMB:CS20230722_CLUS_0135	owl:NamedIndividual	1054
WMB:CS20230722_CLUS_0008	owl:NamedIndividual	1050
WMB:CS20230722_CLUS_0034	owl:NamedIndividual	1043
WMB:CS20230722_CLUS_0180	owl:NamedIndividual	1040
WMB:CS20230722_CLUS_0220	owl:NamedIndividual	1038
WMB:CS20230722_CLUS_0062	owl:NamedIndividual	1038
WMB:CS20230722_CLUS_0793	owl:NamedIndividual	1034
WMB:CS20230722_CLUS_0526	owl:NamedIndividual	1031
WMB:CS20230722_CLUS_4561	owl:NamedIndividual	1031
WMB:CS20230722_CLUS_0530	owl:NamedIndividual	1023
WMB:CS20230722_CLUS_0491	owl:NamedIndividual	1022
WMB:CS20230722_CLUS_0177	owl:NamedIndividual	1021
WMB:CS20230722_CLUS_0957	owl:NamedIndividual	1018
WMB:CS20230722_CLUS_0388	owl:NamedIndividual	1013
WMB:CS20230722_CLUS_0073	owl:NamedIndividual	1010
WMB:CS20230722_CLUS_0584	owl:NamedIndividual	1006
WMB:CS20230722_CLUS_1007	owl:NamedIndividual	1000
WMB:CS20230722_CLUS_0027	owl:NamedIndividual	997
WMB:CS20230722_CLUS_2574	owl:NamedIndividual	993
WMB:CS20230722_CLUS_1011	owl:NamedIndividual	991
WMB:CS20230722_CLUS_2039	owl:NamedIndividual	989
WMB:CS20230722_CLUS_0162	owl:NamedIndividual	980
WMB:CS20230722_CLUS_0598	owl:NamedIndividual	976
WMB:CS20230722_CLUS_1005	owl:NamedIndividual	972
WMB:CS20230722_CLUS_0432	owl:NamedIndividual	971
WMB:CS20230722_CLUS_3854	owl:NamedIndividual	970
WMB:CS20230722_CLUS_3438	owl:NamedIndividual	970
WMB:CS20230722_CLUS_0413	owl:NamedIndividual	968
WMB:CS20230722_CLUS_3304	owl:NamedIndividual	968
WMB:CS20230722_CLUS_0140	owl:NamedIndividual	959
WMB:CS20230722_CLUS_0155	owl:NamedIndividual	959
WMB:CS20230722_CLUS_0099	owl:NamedIndividual	958
WMB:CS20230722_CLUS_0477	owl:NamedIndividual	953
WMB:CS20230722_CLUS_3743	owl:NamedIndividual	951
WMB:CS20230722_CLUS_0337	owl:NamedIndividual	949
WMB:CS20230722_CLUS_3469	owl:NamedIndividual	948
WMB:CS20230722_CLUS_0574	owl:NamedIndividual	947
WMB:CS20230722_CLUS_0231	owl:NamedIndividual	946
WMB:CS20230722_CLUS_0433	owl:NamedIndividual	933
WMB:CS20230722_CLUS_0384	owl:NamedIndividual	932
WMB:CS20230722_CLUS_4404	owl:NamedIndividual	931
WMB:CS20230722_CLUS_0972	owl:NamedIndividual	927
WMB:CS20230722_CLUS_0354	owl:NamedIndividual	924
WMB:CS20230722_CLUS_0797	owl:NamedIndividual	923
WMB:CS20230722_CLUS_0663	owl:NamedIndividual	921
WMB:CS20230722_CLUS_0009	owl:NamedIndividual	917
WMB:CS20230722_CLUS_5149	owl:NamedIndividual	915
WMB:CS20230722_CLUS_0169	owl:NamedIndividual	910
WMB:CS20230722_CLUS_0358	owl:NamedIndividual	910
WMB:CS20230722_CLUS_0726	owl:NamedIndividual	905
WMB:CS20230722_CLUS_0753	owl:NamedIndividual	905
WMB:CS20230722_CLUS_0044	owl:NamedIndividual	904
WMB:CS20230722_CLUS_2616	owl:NamedIndividual	901
WMB:CS20230722_CLUS_4863	owl:NamedIndividual	894
WMB:CS20230722_CLUS_0161	owl:NamedIndividual	893
WMB:CS20230722_CLUS_0175	owl:NamedIndividual	892
WMB:CS20230722_CLUS_0758	owl:NamedIndividual	889
WMB:CS20230722_CLUS_5260	owl:NamedIndividual	885
WMB:CS20230722_CLUS_2454	owl:NamedIndividual	885
WMB:CS20230722_CLUS_0127	owl:NamedIndividual	885
WMB:CS20230722_CLUS_2660	owl:NamedIndividual	882
WMB:CS20230722_CLUS_0377	owl:NamedIndividual	877
WMB:CS20230722_CLUS_0963	owl:NamedIndividual	876
WMB:CS20230722_CLUS_0568	owl:NamedIndividual	872
WMB:CS20230722_CLUS_0661	owl:NamedIndividual	871
WMB:CS20230722_CLUS_0287	owl:NamedIndividual	869
WMB:CS20230722_CLUS_2698	owl:NamedIndividual	868
WMB:CS20230722_CLUS_3289	owl:NamedIndividual	868
WMB:CS20230722_CLUS_0582	owl:NamedIndividual	865
WMB:CS20230722_CLUS_0849	owl:NamedIndividual	864
WMB:CS20230722_CLUS_0962	owl:NamedIndividual	862
WMB:CS20230722_CLUS_1739	owl:NamedIndividual	855
WMB:CS20230722_CLUS_0424	owl:NamedIndividual	853
WMB:CS20230722_CLUS_0779	owl:NamedIndividual	852
WMB:CS20230722_CLUS_0216	owl:NamedIndividual	851
WMB:CS20230722_CLUS_0185	owl:NamedIndividual	847
WMB:CS20230722_CLUS_0624	owl:NamedIndividual	846
WMB:CS20230722_CLUS_0718	owl:NamedIndividual	845
WMB:CS20230722_CLUS_0678	owl:NamedIndividual	844
WMB:CS20230722_CLUS_0734	owl:NamedIndividual	841
WMB:CS20230722_CLUS_0233	owl:NamedIndividual	840
WMB:CS20230722_CLUS_0818	owl:NamedIndividual	838
WMB:CS20230722_CLUS_0310	owl:NamedIndividual	836
WMB:CS20230722_CLUS_2000	owl:NamedIndividual	836
WMB:CS20230722_CLUS_0578	owl:NamedIndividual	831
WMB:CS20230722_CLUS_5204	owl:NamedIndividual	830
WMB:CS20230722_CLUS_5277	owl:NamedIndividual	825
WMB:CS20230722_CLUS_0990	owl:NamedIndividual	825
WMB:CS20230722_CLUS_0291	owl:NamedIndividual	822
WMB:CS20230722_CLUS_0245	owl:NamedIndividual	821
WMB:CS20230722_CLUS_2615	owl:NamedIndividual	821
WMB:CS20230722_CLUS_0427	owl:NamedIndividual	819
WMB:CS20230722_CLUS_4604	owl:NamedIndividual	819
WMB:CS20230722_CLUS_0481	owl:NamedIndividual	817
WMB:CS20230722_CLUS_2621	owl:NamedIndividual	810
WMB:CS20230722_CLUS_0172	owl:NamedIndividual	809
WMB:CS20230722_CLUS_0317	owl:NamedIndividual	808
WMB:CS20230722_CLUS_0546	owl:NamedIndividual	803
WMB:CS20230722_CLUS_0549	owl:NamedIndividual	800
WMB:CS20230722_CLUS_0992	owl:NamedIndividual	793
WMB:CS20230722_CLUS_0153	owl:NamedIndividual	792
WMB:CS20230722_CLUS_0237	owl:NamedIndividual	791
WMB:CS20230722_CLUS_4800	owl:NamedIndividual	790
WMB:CS20230722_CLUS_0946	owl:NamedIndividual	790
WMB:CS20230722_CLUS_0749	owl:NamedIndividual	788
WMB:CS20230722_CLUS_0597	owl:NamedIndividual	785
WMB:CS20230722_CLUS_1031	owl:NamedIndividual	784
WMB:CS20230722_CLUS_2723	owl:NamedIndividual	782
WMB:CS20230722_CLUS_0307	owl:NamedIndividual	781
WMB:CS20230722_CLUS_0182	owl:NamedIndividual	777
WMB:CS20230722_CLUS_2586	owl:NamedIndividual	777
WMB:CS20230722_CLUS_0594	owl:NamedIndividual	777
WMB:CS20230722_CLUS_0806	owl:NamedIndividual	776
WMB:CS20230722_CLUS_0390	owl:NamedIndividual	776
WMB:CS20230722_CLUS_0284	owl:NamedIndividual	771
WMB:CS20230722_CLUS_3305	owl:NamedIndividual	771
WMB:CS20230722_CLUS_0814	owl:NamedIndividual	769
WMB:CS20230722_CLUS_3482	owl:NamedIndividual	769
WMB:CS20230722_CLUS_0539	owl:NamedIndividual	768
WMB:CS20230722_CLUS_1152	owl:NamedIndividual	764
WMB:CS20230722_CLUS_5259	owl:NamedIndividual	763
WMB:CS20230722_CLUS_1384	owl:NamedIndividual	760
WMB:CS20230722_CLUS_0891	owl:NamedIndividual	760
WMB:CS20230722_CLUS_0482	owl:NamedIndividual	759
WMB:CS20230722_CLUS_0952	owl:NamedIndividual	758
WMB:CS20230722_CLUS_2003	owl:NamedIndividual	758
WMB:CS20230722_CLUS_0711	owl:NamedIndividual	755
WMB:CS20230722_CLUS_1601	owl:NamedIndividual	755
WMB:CS20230722_CLUS_0229	owl:NamedIndividual	751
WMB:CS20230722_CLUS_0213	owl:NamedIndividual	751
WMB:CS20230722_CLUS_2724	owl:NamedIndividual	749
WMB:CS20230722_CLUS_0361	owl:NamedIndividual	743
WMB:CS20230722_CLUS_0944	owl:NamedIndividual	737
WMB:CS20230722_CLUS_0987	owl:NamedIndividual	732
WMB:CS20230722_CLUS_4196	owl:NamedIndividual	732
WMB:CS20230722_CLUS_0350	owl:NamedIndividual	731
WMB:CS20230722_CLUS_4149	owl:NamedIndividual	730
WMB:CS20230722_CLUS_2665	owl:NamedIndividual	730
WMB:CS20230722_CLUS_3279	owl:NamedIndividual	724
WMB:CS20230722_CLUS_5238	owl:NamedIndividual	722
WMB:CS20230722_CLUS_0648	owl:NamedIndividual	719
WMB:CS20230722_CLUS_0159	owl:NamedIndividual	718
WMB:CS20230722_CLUS_3619	owl:NamedIndividual	715
WMB:CS20230722_CLUS_2614	owl:NamedIndividual	715
WMB:CS20230722_CLUS_0022	owl:NamedIndividual	714
WMB:CS20230722_CLUS_0122	owl:NamedIndividual	714
WMB:CS20230722_CLUS_0986	owl:NamedIndividual	711
WMB:CS20230722_CLUS_5000	owl:NamedIndividual	709
WMB:CS20230722_CLUS_0434	owl:NamedIndividual	708
WMB:CS20230722_CLUS_2651	owl:NamedIndividual	706
WMB:CS20230722_CLUS_0794	owl:NamedIndividual	703
