ID	Type	PCL:0010063	cell_count	cell_ratio	in_or_near_100	source
ID	TYPE	AI PCL:0010063	>AT PCL:0010060^^xsd:integer	>AT PCL:0010065^^xsd:float	>AT n2o:countInOrNear100um^^xsd:integer	>AI dcterms:source
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:504	46	0.008867	101	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:52	21	0.004048	56	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:54	23	0.004433	93	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:6	14	0.002699	39	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:606826647	2	0.000386	67	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:606826659	5	0.000964	75	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:607344838	48	0.009252	104	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:607344842	6	0.001157	52	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:607344846	10	0.001928	44	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:607344850	5	0.000964	72	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:607344858	10	0.001928	64	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:62	5	0.000964	58	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:656	10	0.001928	30	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:664	14	0.002699	35	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:681	5	0.000964	35	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:697	9	0.001735	51	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:727	20	0.003855	36	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:732	1	0.000193	54	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:753	7	0.001349	99	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:900	10	0.001928	82	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:908	6	0.001157	40	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:919	16	0.003084	33	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:940	16	0.003084	56	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:943	42	0.008096	52	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:956	17	0.003277	52	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Glut_GABA	owl:NamedIndividual	MBA:962	26	0.005012	50	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:1097	431	0.913136	460	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:129	0	0.000000	20	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:313	1	0.002119	17	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:991	9	0.019068	30	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:1	53	0.112288	122	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:1004	34	0.072034	115	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:1126	6	0.012712	27	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:118	10	0.021186	35	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:126	5	0.010593	16	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:194	13	0.027542	40	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:210	23	0.048729	27	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:223	6	0.012712	18	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:491	0	0.000000	12	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:525	5	0.010593	13	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:614	88	0.186441	122	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:693	40	0.084746	66	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:768	9	0.019068	26	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:824	0	0.000000	5	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:830	50	0.105932	103	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:946	16	0.033898	37	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:980	1	0.002119	9	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:436	9	0.019068	26	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Hist	owl:NamedIndividual	MBA:606826647	0	0.000000	11	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:1000	5	0.006068	22	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:145	57	0.069175	115	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:313	4	0.004854	7	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:354	252	0.305825	426	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:512	44	0.053398	138	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:771	428	0.519417	515	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:81	0	0.000000	42	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:960	17	0.020631	62	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:967	4	0.004854	20	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:1048	3	0.003641	6	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:108	0	0.000000	42	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:1093	2	0.002427	30	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:136	19	0.023058	40	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:146	7	0.008495	16	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:147	20	0.024272	91	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:162	38	0.046117	90	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:202	47	0.057039	139	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:207	26	0.031553	90	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:217	0	0.000000	5	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:235	23	0.027913	34	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:280	41	0.049757	163	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:350	21	0.025485	84	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:358	35	0.042476	81	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:395	6	0.007282	9	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:398	2	0.002427	8	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:534	6	0.007282	17	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:549009215	9	0.010922	24	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:621	2	0.002427	6	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:651	19	0.023058	85	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:661	8	0.009709	24	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:7	0	0.000000	10	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:728	2	0.002427	18	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:752	15	0.018204	58	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:773	2	0.002427	8	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:795	4	0.004854	7	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:798	1	0.001214	11	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:839	24	0.029126	35	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:852	12	0.014563	19	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:863	5	0.006068	22	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:867	34	0.041262	94	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:880	1	0.001214	8	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:898	98	0.118932	271	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:920	1	0.001214	14	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:933	2	0.002427	5	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:957	40	0.048544	64	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:968	1	0.001214	8	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:978	37	0.044903	58	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:1107	6	0.007282	9	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:114	2	0.002427	8	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:326	15	0.018204	58	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:658	2	0.002427	5	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:955	23	0.027913	34	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Nora	owl:NamedIndividual	MBA:976	1	0.001214	14	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:1000	36	0.012371	141	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:140	50	0.017182	96	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:145	11	0.003780	89	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:313	754	0.259107	1073	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:354	612	0.210309	797	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:512	7	0.002405	31	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:771	1208	0.415120	1579	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:960	29	0.009966	77	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:967	161	0.055326	493	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:983	20	0.006873	191	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:100	61	0.020962	147	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:1048	27	0.009278	146	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:1069	13	0.004467	65	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:1093	18	0.006186	69	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:128	49	0.016838	112	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:146	119	0.040893	208	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:162	22	0.007560	79	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:206	130	0.044674	300	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:222	60	0.020619	124	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:230	92	0.031615	224	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:238	33	0.011340	89	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:307	22	0.007560	189	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:574	49	0.016838	169	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:604	56	0.019244	108	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:606826663	3	0.001031	15	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:661	7	0.002405	15	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:679	440	0.151203	679	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:752	29	0.009966	77	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:784	20	0.006873	191	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:792	125	0.042955	357	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:795	229	0.078694	523	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:83	12	0.004124	62	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:832	13	0.004467	108	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:872	321	0.110309	547	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:877	33	0.011340	129	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:880	78	0.026804	267	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:898	127	0.043643	400	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:920	6	0.002062	27	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:931	7	0.002405	35	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:933	23	0.007904	56	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:978	40	0.013746	56	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:1043	32	0.010997	129	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:190	20	0.006873	190	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:326	29	0.009966	77	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:607344838	4	0.001375	49	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:607344842	25	0.008591	56	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:607344846	6	0.002062	51	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:607344850	3	0.001031	30	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:607344858	1	0.000344	25	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:62	13	0.004467	108	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:697	125	0.042955	357	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:841	21	0.007216	52	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_NEUR_Sero	owl:NamedIndividual	MBA:976	6	0.002062	27	doi:10.1038/s41586-023-06808-9
