ID	Type	RO:0002220	contact_um2	min_dist_um	centroid_um	spatial_atlas
ID	TYPE	AI RO:0002220	>AT n2o:contactArea^^xsd:float	>AT n2o:minDistance^^xsd:float	>AT n2o:centroidDistance^^xsd:float	>AI n2o:spatialReferenceAtlas
MBA:129	owl:NamedIndividual	MBA:126	268125.008	25.000	3151.591	n2o:CCF2020
MBA:126	owl:NamedIndividual	MBA:223	323750.010	25.000	716.571	n2o:CCF2020
MBA:223	owl:NamedIndividual	MBA:126	323750.010	25.000	716.571	n2o:CCF2020
MBA:126	owl:NamedIndividual	MBA:491	56250.002	25.000	824.031	n2o:CCF2020
MBA:491	owl:NamedIndividual	MBA:126	56250.002	25.000	824.031	n2o:CCF2020
MBA:126	owl:NamedIndividual	MBA:980	20625.001	25.000	611.797	n2o:CCF2020
MBA:980	owl:NamedIndividual	MBA:126	20625.001	25.000	611.797	n2o:CCF2020
MBA:127	owl:NamedIndividual	MBA:15	8125.000	25.000	245.654	n2o:CCF2020
MBA:15	owl:NamedIndividual	MBA:127	8125.000	25.000	245.654	n2o:CCF2020
MBA:127	owl:NamedIndividual	MBA:181	54375.002	25.000	663.453	n2o:CCF2020
MBA:181	owl:NamedIndividual	MBA:127	54375.002	25.000	663.453	n2o:CCF2020
MBA:127	owl:NamedIndividual	MBA:255	770625.023	25.000	630.201	n2o:CCF2020
MBA:255	owl:NamedIndividual	MBA:127	770625.023	25.000	630.201	n2o:CCF2020
MBA:127	owl:NamedIndividual	MBA:262	280625.008	25.000	409.738	n2o:CCF2020
MBA:262	owl:NamedIndividual	MBA:127	280625.008	25.000	409.738	n2o:CCF2020
MBA:127	owl:NamedIndividual	MBA:351	30625.001	25.000	1004.094	n2o:CCF2020
MBA:351	owl:NamedIndividual	MBA:127	30625.001	25.000	1004.094	n2o:CCF2020
MBA:127	owl:NamedIndividual	MBA:366	42500.001	25.000	747.008	n2o:CCF2020
MBA:366	owl:NamedIndividual	MBA:127	42500.001	25.000	747.008	n2o:CCF2020
MBA:127	owl:NamedIndividual	MBA:549	1671875.050	25.000	1197.990	n2o:CCF2020
MBA:549	owl:NamedIndividual	MBA:127	1671875.050	25.000	1197.990	n2o:CCF2020
MBA:127	owl:NamedIndividual	MBA:629	790000.024	25.000	409.210	n2o:CCF2020
MBA:629	owl:NamedIndividual	MBA:127	790000.024	25.000	409.210	n2o:CCF2020
MBA:127	owl:NamedIndividual	MBA:685	373750.011	25.000	890.850	n2o:CCF2020
MBA:685	owl:NamedIndividual	MBA:127	373750.011	25.000	890.850	n2o:CCF2020
MBA:127	owl:NamedIndividual	MBA:824	22500.001	25.000	943.263	n2o:CCF2020
MBA:824	owl:NamedIndividual	MBA:127	22500.001	25.000	943.263	n2o:CCF2020
MBA:127	owl:NamedIndividual	MBA:907	82500.002	25.000	759.468	n2o:CCF2020
MBA:907	owl:NamedIndividual	MBA:127	82500.002	25.000	759.468	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:146	811875.024	25.000	1510.688	n2o:CCF2020
MBA:146	owl:NamedIndividual	MBA:128	811875.024	25.000	1510.688	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:162	48750.001	25.000	1377.940	n2o:CCF2020
MBA:162	owl:NamedIndividual	MBA:128	48750.001	25.000	1377.940	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:214	7820000.233	25.000	503.743	n2o:CCF2020
MBA:214	owl:NamedIndividual	MBA:128	7820000.233	25.000	503.743	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:215	1918750.057	25.000	1086.415	n2o:CCF2020
MBA:215	owl:NamedIndividual	MBA:128	1918750.057	25.000	1086.415	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:231	123125.004	25.000	952.404	n2o:CCF2020
MBA:231	owl:NamedIndividual	MBA:128	123125.004	25.000	952.404	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:246	1682500.050	25.000	652.309	n2o:CCF2020
MBA:246	owl:NamedIndividual	MBA:128	1682500.050	25.000	652.309	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:271	434375.013	25.000	546.159	n2o:CCF2020
MBA:271	owl:NamedIndividual	MBA:128	434375.013	25.000	546.159	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:294	50000.001	25.000	1599.256	n2o:CCF2020
MBA:294	owl:NamedIndividual	MBA:128	50000.001	25.000	1599.256	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:313	19263125.574	25.000	78.645	n2o:CCF2020
MBA:313	owl:NamedIndividual	MBA:128	19263125.574	25.000	78.645	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:374	170625.005	25.000	1340.801	n2o:CCF2020
MBA:374	owl:NamedIndividual	MBA:128	170625.005	25.000	1340.801	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:4	283750.008	25.000	2289.676	n2o:CCF2020
MBA:4	owl:NamedIndividual	MBA:128	283750.008	25.000	2289.676	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:422	400000.012	25.000	1111.282	n2o:CCF2020
MBA:422	owl:NamedIndividual	MBA:128	400000.012	25.000	1111.282	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:549	1763750.053	25.000	1716.117	n2o:CCF2020
MBA:549	owl:NamedIndividual	MBA:128	1763750.053	25.000	1716.117	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:549009203	385000.011	25.000	1036.759	n2o:CCF2020
MBA:549009203	owl:NamedIndividual	MBA:128	385000.011	25.000	1036.759	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:560581551	7500.000	25.000	1392.973	n2o:CCF2020
MBA:560581551	owl:NamedIndividual	MBA:128	7500.000	25.000	1392.973	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:560581563	52500.002	25.000	533.517	n2o:CCF2020
MBA:560581563	owl:NamedIndividual	MBA:128	52500.002	25.000	533.517	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:580	194375.006	25.000	622.572	n2o:CCF2020
MBA:580	owl:NamedIndividual	MBA:128	194375.006	25.000	622.572	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:606826663	493125.015	25.000	647.972	n2o:CCF2020
MBA:606826663	owl:NamedIndividual	MBA:128	493125.015	25.000	647.972	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:616	862500.026	25.000	1267.642	n2o:CCF2020
MBA:616	owl:NamedIndividual	MBA:128	862500.026	25.000	1267.642	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:634	80625.002	25.000	1287.023	n2o:CCF2020
MBA:634	owl:NamedIndividual	MBA:128	80625.002	25.000	1287.023	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:679	147500.004	25.000	1394.731	n2o:CCF2020
MBA:679	owl:NamedIndividual	MBA:128	147500.004	25.000	1394.731	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:749	198750.006	25.000	1387.460	n2o:CCF2020
MBA:749	owl:NamedIndividual	MBA:128	198750.006	25.000	1387.460	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:752	2401875.072	25.000	2066.532	n2o:CCF2020
MBA:752	owl:NamedIndividual	MBA:128	2401875.072	25.000	2066.532	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:757	1004375.030	25.000	1110.787	n2o:CCF2020
MBA:757	owl:NamedIndividual	MBA:128	1004375.030	25.000	1110.787	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:771	1796250.054	25.000	2038.049	n2o:CCF2020
MBA:771	owl:NamedIndividual	MBA:128	1796250.054	25.000	2038.049	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:792	957500.029	25.000	1565.029	n2o:CCF2020
MBA:792	owl:NamedIndividual	MBA:128	957500.029	25.000	1565.029	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:795	5741875.171	25.000	879.348	n2o:CCF2020
MBA:795	owl:NamedIndividual	MBA:128	5741875.171	25.000	879.348	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:797	1875.000	25.000	1881.355	n2o:CCF2020
MBA:797	owl:NamedIndividual	MBA:128	1875.000	25.000	1881.355	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:824	188125.006	25.000	1990.358	n2o:CCF2020
MBA:824	owl:NamedIndividual	MBA:128	188125.006	25.000	1990.358	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:832	994375.030	25.000	1169.012	n2o:CCF2020
MBA:832	owl:NamedIndividual	MBA:128	994375.030	25.000	1169.012	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:867	4375.000	25.000	1456.938	n2o:CCF2020
MBA:867	owl:NamedIndividual	MBA:128	4375.000	25.000	1456.938	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:877	1407500.042	25.000	2352.870	n2o:CCF2020
MBA:877	owl:NamedIndividual	MBA:128	1407500.042	25.000	2352.870	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:898	39375.001	25.000	1725.638	n2o:CCF2020
MBA:898	owl:NamedIndividual	MBA:128	39375.001	25.000	1725.638	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:911	48750.001	25.000	1244.758	n2o:CCF2020
MBA:911	owl:NamedIndividual	MBA:128	48750.001	25.000	1244.758	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:930	46875.001	25.000	1432.154	n2o:CCF2020
MBA:930	owl:NamedIndividual	MBA:128	46875.001	25.000	1432.154	n2o:CCF2020
MBA:128	owl:NamedIndividual	MBA:933	137500.004	25.000	1446.218	n2o:CCF2020
MBA:933	owl:NamedIndividual	MBA:128	137500.004	25.000	1446.218	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:133	730625.022	25.000	2504.446	n2o:CCF2020
MBA:133	owl:NamedIndividual	MBA:129	730625.022	25.000	2504.446	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:140	11875.000	25.000	3870.881	n2o:CCF2020
MBA:140	owl:NamedIndividual	MBA:129	11875.000	25.000	3870.881	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:149	1753750.052	25.000	34.400	n2o:CCF2020
MBA:149	owl:NamedIndividual	MBA:129	1753750.052	25.000	34.400	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:15	11875.000	25.000	768.878	n2o:CCF2020
MBA:15	owl:NamedIndividual	MBA:129	11875.000	25.000	768.878	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:223	837500.025	25.000	3168.374	n2o:CCF2020
MBA:223	owl:NamedIndividual	MBA:129	837500.025	25.000	3168.374	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:255	1250.000	25.000	360.080	n2o:CCF2020
MBA:255	owl:NamedIndividual	MBA:129	1250.000	25.000	360.080	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:272	249375.007	25.000	2935.853	n2o:CCF2020
MBA:272	owl:NamedIndividual	MBA:129	249375.007	25.000	2935.853	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:30	679375.020	25.000	2490.426	n2o:CCF2020
MBA:30	owl:NamedIndividual	MBA:129	679375.020	25.000	2490.426	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:310	570000.017	25.000	1013.499	n2o:CCF2020
MBA:310	owl:NamedIndividual	MBA:129	570000.017	25.000	1013.499	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:313	336250.010	25.000	2512.280	n2o:CCF2020
MBA:313	owl:NamedIndividual	MBA:129	336250.010	25.000	2512.280	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:338	495625.015	25.000	747.826	n2o:CCF2020
MBA:338	owl:NamedIndividual	MBA:129	495625.015	25.000	747.826	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:362	625.000	25.000	371.126	n2o:CCF2020
MBA:362	owl:NamedIndividual	MBA:129	625.000	25.000	371.126	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:38	684375.020	25.000	1749.488	n2o:CCF2020
MBA:38	owl:NamedIndividual	MBA:129	684375.020	25.000	1749.488	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:452	106875.003	25.000	1963.173	n2o:CCF2020
MBA:452	owl:NamedIndividual	MBA:129	106875.003	25.000	1963.173	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:477	61875.002	25.000	1771.111	n2o:CCF2020
MBA:477	owl:NamedIndividual	MBA:129	61875.002	25.000	1771.111	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:483	1934375.058	25.000	1033.898	n2o:CCF2020
MBA:483	owl:NamedIndividual	MBA:129	1934375.058	25.000	1033.898	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:549	461875.014	25.000	952.864	n2o:CCF2020
MBA:549	owl:NamedIndividual	MBA:129	461875.014	25.000	952.864	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:581	1208750.036	25.000	888.758	n2o:CCF2020
MBA:581	owl:NamedIndividual	MBA:129	1208750.036	25.000	888.758	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:599626923	175625.005	25.000	1674.416	n2o:CCF2020
MBA:599626923	owl:NamedIndividual	MBA:129	175625.005	25.000	1674.416	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:63	48125.001	25.000	1738.150	n2o:CCF2020
MBA:63	owl:NamedIndividual	MBA:129	48125.001	25.000	1738.150	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:64	63125.002	25.000	546.452	n2o:CCF2020
MBA:64	owl:NamedIndividual	MBA:129	63125.002	25.000	546.452	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:726	216875.006	25.000	1804.332	n2o:CCF2020
MBA:726	owl:NamedIndividual	MBA:129	216875.006	25.000	1804.332	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:763	45625.001	25.000	2956.122	n2o:CCF2020
MBA:763	owl:NamedIndividual	MBA:129	45625.001	25.000	2956.122	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:768	832500.025	25.000	1064.481	n2o:CCF2020
MBA:768	owl:NamedIndividual	MBA:129	832500.025	25.000	1064.481	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:795	763750.023	25.000	3045.218	n2o:CCF2020
MBA:795	owl:NamedIndividual	MBA:129	763750.023	25.000	3045.218	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:824	1890000.056	25.000	833.326	n2o:CCF2020
MBA:824	owl:NamedIndividual	MBA:129	1890000.056	25.000	833.326	n2o:CCF2020
MBA:129	owl:NamedIndividual	MBA:832	53750.002	25.000	3605.275	n2o:CCF2020
MBA:832	owl:NamedIndividual	MBA:129	53750.002	25.000	3605.275	n2o:CCF2020
MBA:131	owl:NamedIndividual	MBA:295	3165625.094	25.000	797.971	n2o:CCF2020
MBA:295	owl:NamedIndividual	MBA:131	3165625.094	25.000	797.971	n2o:CCF2020
MBA:131	owl:NamedIndividual	MBA:477	2221250.066	25.000	1986.363	n2o:CCF2020
MBA:477	owl:NamedIndividual	MBA:131	2221250.066	25.000	1986.363	n2o:CCF2020
MBA:131	owl:NamedIndividual	MBA:536	142500.004	25.000	798.661	n2o:CCF2020
MBA:536	owl:NamedIndividual	MBA:131	142500.004	25.000	798.661	n2o:CCF2020
MBA:131	owl:NamedIndividual	MBA:672	1363750.041	25.000	2184.921	n2o:CCF2020
MBA:672	owl:NamedIndividual	MBA:131	1363750.041	25.000	2184.921	n2o:CCF2020
MBA:131	owl:NamedIndividual	MBA:703	467500.014	25.000	1084.243	n2o:CCF2020
MBA:703	owl:NamedIndividual	MBA:131	467500.014	25.000	1084.243	n2o:CCF2020
MBA:131	owl:NamedIndividual	MBA:768	4195000.125	25.000	2217.155	n2o:CCF2020
MBA:768	owl:NamedIndividual	MBA:131	4195000.125	25.000	2217.155	n2o:CCF2020
MBA:131	owl:NamedIndividual	MBA:776	315625.009	25.000	2583.813	n2o:CCF2020
MBA:776	owl:NamedIndividual	MBA:131	315625.009	25.000	2583.813	n2o:CCF2020
MBA:131	owl:NamedIndividual	MBA:81	854375.025	25.000	2220.829	n2o:CCF2020
MBA:81	owl:NamedIndividual	MBA:131	854375.025	25.000	2220.829	n2o:CCF2020
MBA:131	owl:NamedIndividual	MBA:966	351250.010	25.000	1016.956	n2o:CCF2020
MBA:966	owl:NamedIndividual	MBA:131	351250.010	25.000	1016.956	n2o:CCF2020
MBA:133	owl:NamedIndividual	MBA:272	161250.005	25.000	591.993	n2o:CCF2020
MBA:272	owl:NamedIndividual	MBA:133	161250.005	25.000	591.993	n2o:CCF2020
MBA:133	owl:NamedIndividual	MBA:286	75000.002	25.000	702.781	n2o:CCF2020
MBA:286	owl:NamedIndividual	MBA:133	75000.002	25.000	702.781	n2o:CCF2020
MBA:133	owl:NamedIndividual	MBA:30	125000.004	25.000	532.371	n2o:CCF2020
MBA:30	owl:NamedIndividual	MBA:133	125000.004	25.000	532.371	n2o:CCF2020
MBA:133	owl:NamedIndividual	MBA:347	189375.006	25.000	504.886	n2o:CCF2020
MBA:347	owl:NamedIndividual	MBA:133	189375.006	25.000	504.886	n2o:CCF2020
MBA:133	owl:NamedIndividual	MBA:38	26250.001	25.000	842.755	n2o:CCF2020
MBA:38	owl:NamedIndividual	MBA:133	26250.001	25.000	842.755	n2o:CCF2020
MBA:133	owl:NamedIndividual	MBA:452	31250.001	25.000	901.253	n2o:CCF2020
MBA:452	owl:NamedIndividual	MBA:133	31250.001	25.000	901.253	n2o:CCF2020
MBA:133	owl:NamedIndividual	MBA:515	735625.022	25.000	111.158	n2o:CCF2020
MBA:515	owl:NamedIndividual	MBA:133	735625.022	25.000	111.158	n2o:CCF2020
MBA:133	owl:NamedIndividual	MBA:523	5625.000	25.000	253.124	n2o:CCF2020
MBA:523	owl:NamedIndividual	MBA:133	5625.000	25.000	253.124	n2o:CCF2020
MBA:133	owl:NamedIndividual	MBA:576073699	210625.006	25.000	538.262	n2o:CCF2020
MBA:576073699	owl:NamedIndividual	MBA:133	210625.006	25.000	538.262	n2o:CCF2020
MBA:135	owl:NamedIndividual	MBA:136	341250.010	25.000	575.203	n2o:CCF2020
MBA:136	owl:NamedIndividual	MBA:135	341250.010	25.000	575.203	n2o:CCF2020
MBA:135	owl:NamedIndividual	MBA:354	801250.024	25.000	281.972	n2o:CCF2020
MBA:354	owl:NamedIndividual	MBA:135	801250.024	25.000	281.972	n2o:CCF2020
MBA:135	owl:NamedIndividual	MBA:852	206250.006	25.000	774.716	n2o:CCF2020
MBA:852	owl:NamedIndividual	MBA:135	206250.006	25.000	774.716	n2o:CCF2020
MBA:135	owl:NamedIndividual	MBA:978	397500.012	25.000	372.667	n2o:CCF2020
MBA:978	owl:NamedIndividual	MBA:135	397500.012	25.000	372.667	n2o:CCF2020
MBA:136	owl:NamedIndividual	MBA:177	175000.005	25.000	756.649	n2o:CCF2020
MBA:177	owl:NamedIndividual	MBA:136	175000.005	25.000	756.649	n2o:CCF2020
MBA:136	owl:NamedIndividual	MBA:203	957500.029	25.000	302.429	n2o:CCF2020
MBA:203	owl:NamedIndividual	MBA:136	957500.029	25.000	302.429	n2o:CCF2020
MBA:136	owl:NamedIndividual	MBA:235	1168750.035	25.000	1130.125	n2o:CCF2020
MBA:235	owl:NamedIndividual	MBA:136	1168750.035	25.000	1130.125	n2o:CCF2020
MBA:136	owl:NamedIndividual	MBA:354	4608125.137	25.000	293.278	n2o:CCF2020
MBA:354	owl:NamedIndividual	MBA:136	4608125.137	25.000	293.278	n2o:CCF2020
MBA:136	owl:NamedIndividual	MBA:395	7550000.225	25.000	1109.113	n2o:CCF2020
MBA:395	owl:NamedIndividual	MBA:136	7550000.225	25.000	1109.113	n2o:CCF2020
MBA:136	owl:NamedIndividual	MBA:651	409375.012	25.000	967.627	n2o:CCF2020
MBA:651	owl:NamedIndividual	MBA:136	409375.012	25.000	967.627	n2o:CCF2020
MBA:136	owl:NamedIndividual	MBA:661	1865000.056	25.000	1073.072	n2o:CCF2020
MBA:661	owl:NamedIndividual	MBA:136	1865000.056	25.000	1073.072	n2o:CCF2020
MBA:136	owl:NamedIndividual	MBA:771	910000.027	25.000	1867.560	n2o:CCF2020
MBA:771	owl:NamedIndividual	MBA:136	910000.027	25.000	1867.560	n2o:CCF2020
MBA:136	owl:NamedIndividual	MBA:798	275625.008	25.000	1152.772	n2o:CCF2020
MBA:798	owl:NamedIndividual	MBA:136	275625.008	25.000	1152.772	n2o:CCF2020
MBA:136	owl:NamedIndividual	MBA:852	6629375.198	25.000	247.198	n2o:CCF2020
MBA:852	owl:NamedIndividual	MBA:136	6629375.198	25.000	247.198	n2o:CCF2020
MBA:136	owl:NamedIndividual	MBA:970	226875.007	25.000	770.472	n2o:CCF2020
MBA:970	owl:NamedIndividual	MBA:136	226875.007	25.000	770.472	n2o:CCF2020
MBA:136	owl:NamedIndividual	MBA:978	782500.023	25.000	789.732	n2o:CCF2020
MBA:978	owl:NamedIndividual	MBA:136	782500.023	25.000	789.732	n2o:CCF2020
MBA:140	owl:NamedIndividual	MBA:145	63750.002	25.000	1823.341	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:140	63750.002	25.000	1823.341	n2o:CCF2020
MBA:140	owl:NamedIndividual	MBA:313	635625.019	25.000	1520.652	n2o:CCF2020
MBA:313	owl:NamedIndividual	MBA:140	635625.019	25.000	1520.652	n2o:CCF2020
MBA:140	owl:NamedIndividual	MBA:512	13750.000	25.000	1481.895	n2o:CCF2020
MBA:512	owl:NamedIndividual	MBA:140	13750.000	25.000	1481.895	n2o:CCF2020
MBA:140	owl:NamedIndividual	MBA:795	4518125.135	25.000	827.935	n2o:CCF2020
MBA:795	owl:NamedIndividual	MBA:140	4518125.135	25.000	827.935	n2o:CCF2020
MBA:140	owl:NamedIndividual	MBA:920	1590000.047	25.000	832.461	n2o:CCF2020
MBA:920	owl:NamedIndividual	MBA:140	1590000.047	25.000	832.461	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:169	1291250.038	25.000	714.476	n2o:CCF2020
MBA:169	owl:NamedIndividual	MBA:145	1291250.038	25.000	714.476	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:202	2874375.086	25.000	402.361	n2o:CCF2020
MBA:202	owl:NamedIndividual	MBA:145	2874375.086	25.000	402.361	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:207	81875.002	25.000	1542.460	n2o:CCF2020
MBA:207	owl:NamedIndividual	MBA:145	81875.002	25.000	1542.460	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:225	301250.009	25.000	634.611	n2o:CCF2020
MBA:225	owl:NamedIndividual	MBA:145	301250.009	25.000	634.611	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:313	35625.001	25.000	2396.549	n2o:CCF2020
MBA:313	owl:NamedIndividual	MBA:145	35625.001	25.000	2396.549	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:354	338750.010	25.000	2001.939	n2o:CCF2020
MBA:354	owl:NamedIndividual	MBA:145	338750.010	25.000	2001.939	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:512	493125.015	25.000	434.238	n2o:CCF2020
MBA:512	owl:NamedIndividual	MBA:145	493125.015	25.000	434.238	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:589508455	71250.002	25.000	326.098	n2o:CCF2020
MBA:589508455	owl:NamedIndividual	MBA:145	71250.002	25.000	326.098	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:651	429375.013	25.000	1283.934	n2o:CCF2020
MBA:651	owl:NamedIndividual	MBA:145	429375.013	25.000	1283.934	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:728	447500.013	25.000	937.765	n2o:CCF2020
MBA:728	owl:NamedIndividual	MBA:145	447500.013	25.000	937.765	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:771	909375.027	25.000	1916.165	n2o:CCF2020
MBA:771	owl:NamedIndividual	MBA:145	909375.027	25.000	1916.165	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:795	133125.004	25.000	2308.912	n2o:CCF2020
MBA:795	owl:NamedIndividual	MBA:145	133125.004	25.000	2308.912	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:898	1991875.059	25.000	621.380	n2o:CCF2020
MBA:898	owl:NamedIndividual	MBA:145	1991875.059	25.000	621.380	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:911	13750.000	25.000	1346.854	n2o:CCF2020
MBA:911	owl:NamedIndividual	MBA:145	13750.000	25.000	1346.854	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:920	1433750.043	25.000	1456.091	n2o:CCF2020
MBA:920	owl:NamedIndividual	MBA:145	1433750.043	25.000	1456.091	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:968	2876875.086	25.000	728.610	n2o:CCF2020
MBA:968	owl:NamedIndividual	MBA:145	2876875.086	25.000	728.610	n2o:CCF2020
MBA:145	owl:NamedIndividual	MBA:989	24375.001	25.000	891.915	n2o:CCF2020
MBA:989	owl:NamedIndividual	MBA:145	24375.001	25.000	891.915	n2o:CCF2020
MBA:146	owl:NamedIndividual	MBA:313	2128750.063	25.000	1587.057	n2o:CCF2020
MBA:313	owl:NamedIndividual	MBA:146	2128750.063	25.000	1587.057	n2o:CCF2020
MBA:146	owl:NamedIndividual	MBA:398	86875.003	25.000	1485.630	n2o:CCF2020
MBA:398	owl:NamedIndividual	MBA:146	86875.003	25.000	1485.630	n2o:CCF2020
MBA:146	owl:NamedIndividual	MBA:534	391250.012	25.000	727.473	n2o:CCF2020
MBA:534	owl:NamedIndividual	MBA:146	391250.012	25.000	727.473	n2o:CCF2020
MBA:146	owl:NamedIndividual	MBA:549009215	775000.023	25.000	554.610	n2o:CCF2020
MBA:549009215	owl:NamedIndividual	MBA:146	775000.023	25.000	554.610	n2o:CCF2020
MBA:146	owl:NamedIndividual	MBA:574	1783750.053	25.000	773.560	n2o:CCF2020
MBA:574	owl:NamedIndividual	MBA:146	1783750.053	25.000	773.560	n2o:CCF2020
MBA:146	owl:NamedIndividual	MBA:612	15000.000	25.000	152.100	n2o:CCF2020
MBA:612	owl:NamedIndividual	MBA:146	15000.000	25.000	152.100	n2o:CCF2020
MBA:146	owl:NamedIndividual	MBA:679	221250.007	25.000	149.868	n2o:CCF2020
MBA:679	owl:NamedIndividual	MBA:146	221250.007	25.000	149.868	n2o:CCF2020
MBA:146	owl:NamedIndividual	MBA:771	6030625.180	25.000	542.419	n2o:CCF2020
MBA:771	owl:NamedIndividual	MBA:146	6030625.180	25.000	542.419	n2o:CCF2020
MBA:146	owl:NamedIndividual	MBA:792	631250.019	25.000	550.405	n2o:CCF2020
MBA:792	owl:NamedIndividual	MBA:146	631250.019	25.000	550.405	n2o:CCF2020
MBA:146	owl:NamedIndividual	MBA:863	1173750.035	25.000	999.002	n2o:CCF2020
MBA:863	owl:NamedIndividual	MBA:146	1173750.035	25.000	999.002	n2o:CCF2020
MBA:146	owl:NamedIndividual	MBA:877	1043750.031	25.000	1115.991	n2o:CCF2020
MBA:877	owl:NamedIndividual	MBA:146	1043750.031	25.000	1115.991	n2o:CCF2020
MBA:146	owl:NamedIndividual	MBA:933	538750.016	25.000	476.930	n2o:CCF2020
MBA:933	owl:NamedIndividual	MBA:146	538750.016	25.000	476.930	n2o:CCF2020
MBA:147	owl:NamedIndividual	MBA:202	31875.001	25.000	781.918	n2o:CCF2020
MBA:202	owl:NamedIndividual	MBA:147	31875.001	25.000	781.918	n2o:CCF2020
MBA:147	owl:NamedIndividual	MBA:771	388125.012	25.000	1714.420	n2o:CCF2020
MBA:771	owl:NamedIndividual	MBA:147	388125.012	25.000	1714.420	n2o:CCF2020
