ID	Type	PCL:0010063	cell_count	cell_ratio	source
ID	TYPE	AI PCL:0010063	>AT PCL:0010060^^xsd:integer	>AT PCL:0010065^^xsd:float	>AI dcterms:source
WMB:CS20230722_SUBC_186	owl:NamedIndividual	MBA:851	129	0.341270	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_186	owl:NamedIndividual	MBA:842	67	0.177249	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_187	owl:NamedIndividual	MBA:542	217	0.061613	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_187	owl:NamedIndividual	MBA:851	220	0.062465	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_187	owl:NamedIndividual	MBA:842	1483	0.421068	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_187	owl:NamedIndividual	MBA:834	671	0.190517	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_188	owl:NamedIndividual	MBA:10	366	0.288189	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_188	owl:NamedIndividual	MBA:851	541	0.425984	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_188	owl:NamedIndividual	MBA:842	264	0.207874	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_189	owl:NamedIndividual	MBA:975	4	0.052632	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_189	owl:NamedIndividual	MBA:313	34	0.447368	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_189	owl:NamedIndividual	MBA:128	4	0.052632	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_189	owl:NamedIndividual	MBA:795	4	0.052632	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_189	owl:NamedIndividual	MBA:197	26	0.342105	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_190	owl:NamedIndividual	MBA:313	143	0.377309	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_190	owl:NamedIndividual	MBA:128	55	0.145119	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_190	owl:NamedIndividual	MBA:587	46	0.121372	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_190	owl:NamedIndividual	MBA:795	39	0.102902	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_191	owl:NamedIndividual	MBA:313	12	0.137931	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_191	owl:NamedIndividual	MBA:128	34	0.390805	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_191	owl:NamedIndividual	MBA:795	33	0.379310	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_192	owl:NamedIndividual	MBA:313	505	0.355134	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_192	owl:NamedIndividual	MBA:612	109	0.076653	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_192	owl:NamedIndividual	MBA:771	103	0.072433	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_192	owl:NamedIndividual	MBA:1052	249	0.175105	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_192	owl:NamedIndividual	MBA:658	112	0.078762	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_193	owl:NamedIndividual	MBA:313	61	0.133772	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_193	owl:NamedIndividual	MBA:128	70	0.153509	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_193	owl:NamedIndividual	MBA:795	82	0.179825	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_193	owl:NamedIndividual	MBA:1052	72	0.157895	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_193	owl:NamedIndividual	MBA:146	31	0.067982	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_193	owl:NamedIndividual	MBA:326	25	0.054825	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_194	owl:NamedIndividual	MBA:313	91	0.095789	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_194	owl:NamedIndividual	MBA:128	263	0.276842	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_194	owl:NamedIndividual	MBA:795	170	0.178947	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_194	owl:NamedIndividual	MBA:1052	153	0.161053	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_194	owl:NamedIndividual	MBA:146	49	0.051579	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_195	owl:NamedIndividual	MBA:313	204	0.117647	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_195	owl:NamedIndividual	MBA:128	145	0.083622	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_195	owl:NamedIndividual	MBA:374	100	0.057670	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_195	owl:NamedIndividual	MBA:381	701	0.404268	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_195	owl:NamedIndividual	MBA:924	93	0.053633	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_196	owl:NamedIndividual	MBA:313	140	0.120172	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_196	owl:NamedIndividual	MBA:128	170	0.145923	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_196	owl:NamedIndividual	MBA:795	457	0.392275	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_196	owl:NamedIndividual	MBA:1052	111	0.095279	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_197	owl:NamedIndividual	MBA:1022	276	0.086169	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_197	owl:NamedIndividual	MBA:313	223	0.069622	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_197	owl:NamedIndividual	MBA:128	459	0.143303	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_197	owl:NamedIndividual	MBA:381	650	0.202935	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_197	owl:NamedIndividual	MBA:797	264	0.082423	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_197	owl:NamedIndividual	MBA:924	166	0.051826	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_198	owl:NamedIndividual	MBA:616	646	0.075283	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_198	owl:NamedIndividual	MBA:811	802	0.093462	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_198	owl:NamedIndividual	MBA:820	757	0.088218	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_198	owl:NamedIndividual	MBA:828	1623	0.189139	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_198	owl:NamedIndividual	MBA:313	1648	0.192052	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_198	owl:NamedIndividual	MBA:128	1264	0.147302	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_199	owl:NamedIndividual	MBA:313	155	0.134432	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_199	owl:NamedIndividual	MBA:128	265	0.229835	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_199	owl:NamedIndividual	MBA:795	403	0.349523	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_199	owl:NamedIndividual	MBA:214	107	0.092801	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_200	owl:NamedIndividual	MBA:880	228	0.168889	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_200	owl:NamedIndividual	MBA:128	120	0.088889	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_200	owl:NamedIndividual	MBA:771	84	0.062222	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_200	owl:NamedIndividual	MBA:795	175	0.129630	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_200	owl:NamedIndividual	MBA:898	156	0.115556	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_201	owl:NamedIndividual	MBA:313	156	0.077573	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_201	owl:NamedIndividual	MBA:128	547	0.272004	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_201	owl:NamedIndividual	MBA:795	832	0.413725	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_201	owl:NamedIndividual	MBA:214	187	0.092989	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_202	owl:NamedIndividual	MBA:215	1128	0.334619	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_202	owl:NamedIndividual	MBA:313	998	0.296055	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_202	owl:NamedIndividual	MBA:128	427	0.126669	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_203	owl:NamedIndividual	MBA:1097	119	0.055220	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_203	owl:NamedIndividual	MBA:178	385	0.178654	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_203	owl:NamedIndividual	MBA:313	313	0.145244	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_203	owl:NamedIndividual	MBA:797	282	0.130858	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_203	owl:NamedIndividual	MBA:1009	187	0.086775	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_204	owl:NamedIndividual	MBA:313	29	0.076720	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_204	owl:NamedIndividual	MBA:851	40	0.105820	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_204	owl:NamedIndividual	MBA:842	184	0.486772	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_204	owl:NamedIndividual	MBA:834	29	0.076720	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_205	owl:NamedIndividual	MBA:313	336	0.076001	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_205	owl:NamedIndividual	MBA:795	621	0.140466	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_205	owl:NamedIndividual	MBA:26	772	0.174621	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_205	owl:NamedIndividual	MBA:10	710	0.160597	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_205	owl:NamedIndividual	MBA:17	1078	0.243836	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_206	owl:NamedIndividual	MBA:313	196	0.099190	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_206	owl:NamedIndividual	MBA:795	572	0.289474	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_206	owl:NamedIndividual	MBA:26	268	0.135628	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_206	owl:NamedIndividual	MBA:10	204	0.103239	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_206	owl:NamedIndividual	MBA:17	439	0.222166	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_207	owl:NamedIndividual	MBA:313	274	0.056390	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_207	owl:NamedIndividual	MBA:10	805	0.165672	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_207	owl:NamedIndividual	MBA:17	445	0.091583	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_207	owl:NamedIndividual	MBA:851	515	0.105989	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_207	owl:NamedIndividual	MBA:842	1604	0.330109	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_207	owl:NamedIndividual	MBA:834	288	0.059271	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_208	owl:NamedIndividual	MBA:313	106	0.056684	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_208	owl:NamedIndividual	MBA:10	194	0.103743	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_208	owl:NamedIndividual	MBA:17	104	0.055615	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_208	owl:NamedIndividual	MBA:851	172	0.091979	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_208	owl:NamedIndividual	MBA:842	735	0.393048	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_208	owl:NamedIndividual	MBA:834	182	0.097326	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_209	owl:NamedIndividual	MBA:313	210	0.063177	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_209	owl:NamedIndividual	MBA:10	574	0.172684	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_209	owl:NamedIndividual	MBA:17	245	0.073706	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_209	owl:NamedIndividual	MBA:851	627	0.188628	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_209	owl:NamedIndividual	MBA:842	1148	0.345367	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_210	owl:NamedIndividual	MBA:215	216	0.347267	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_210	owl:NamedIndividual	MBA:313	149	0.239550	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_210	owl:NamedIndividual	MBA:128	37	0.059486	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_210	owl:NamedIndividual	MBA:634	56	0.090032	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_211	owl:NamedIndividual	MBA:313	128	0.098160	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_211	owl:NamedIndividual	MBA:10	348	0.266871	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_211	owl:NamedIndividual	MBA:17	237	0.181748	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_211	owl:NamedIndividual	MBA:851	81	0.062117	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_211	owl:NamedIndividual	MBA:842	271	0.207822	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_212	owl:NamedIndividual	MBA:313	102	0.052905	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_212	owl:NamedIndividual	MBA:10	669	0.346992	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_212	owl:NamedIndividual	MBA:17	465	0.241183	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_212	owl:NamedIndividual	MBA:851	195	0.101141	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_212	owl:NamedIndividual	MBA:842	329	0.170643	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_213	owl:NamedIndividual	MBA:542	210	0.051929	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_213	owl:NamedIndividual	MBA:842	1622	0.401088	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_213	owl:NamedIndividual	MBA:834	601	0.148615	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_214	owl:NamedIndividual	MBA:607344838	144	0.252189	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_214	owl:NamedIndividual	MBA:607344858	38	0.066550	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_214	owl:NamedIndividual	MBA:607344850	33	0.057793	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_214	owl:NamedIndividual	MBA:607344834	137	0.239930	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_214	owl:NamedIndividual	MBA:313	52	0.091068	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_214	owl:NamedIndividual	MBA:771	32	0.056042	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_214	owl:NamedIndividual	MBA:931	40	0.070053	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_215	owl:NamedIndividual	MBA:12	230	0.056442	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_215	owl:NamedIndividual	MBA:313	1334	0.327362	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_215	owl:NamedIndividual	MBA:374	230	0.056442	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_215	owl:NamedIndividual	MBA:381	270	0.066258	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_215	owl:NamedIndividual	MBA:749	646	0.158528	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_216	owl:NamedIndividual	MBA:679	239	0.079640	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_216	owl:NamedIndividual	MBA:872	538	0.179274	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_216	owl:NamedIndividual	MBA:313	186	0.061979	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_216	owl:NamedIndividual	MBA:354	198	0.065978	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_216	owl:NamedIndividual	MBA:771	336	0.111963	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_216	owl:NamedIndividual	MBA:795	318	0.105965	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_217	owl:NamedIndividual	MBA:984	182	0.087207	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_217	owl:NamedIndividual	MBA:771	173	0.082894	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_217	owl:NamedIndividual	MBA:867	1076	0.515573	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_217	owl:NamedIndividual	MBA:326	207	0.099185	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_218	owl:NamedIndividual	MBA:123	20	0.112994	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_218	owl:NamedIndividual	MBA:202	9	0.050847	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_218	owl:NamedIndividual	MBA:771	23	0.129944	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_218	owl:NamedIndividual	MBA:7	85	0.480226	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_219	owl:NamedIndividual	MBA:771	33	0.264000	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_219	owl:NamedIndividual	MBA:867	74	0.592000	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_220	owl:NamedIndividual	MBA:162	42	0.080153	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_220	owl:NamedIndividual	MBA:771	83	0.158397	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_220	owl:NamedIndividual	MBA:795	35	0.066794	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_220	owl:NamedIndividual	MBA:867	211	0.402672	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_221	owl:NamedIndividual	MBA:162	173	0.096756	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_221	owl:NamedIndividual	MBA:128	113	0.063199	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_221	owl:NamedIndividual	MBA:795	325	0.181767	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_221	owl:NamedIndividual	MBA:898	359	0.200783	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_221	owl:NamedIndividual	MBA:1052	162	0.090604	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_221	owl:NamedIndividual	MBA:1093	96	0.053691	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_221	owl:NamedIndividual	MBA:146	95	0.053132	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_222	owl:NamedIndividual	MBA:771	337	0.078923	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_222	owl:NamedIndividual	MBA:867	1578	0.369555	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_222	owl:NamedIndividual	MBA:1052	219	0.051288	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_222	owl:NamedIndividual	MBA:326	224	0.052459	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_223	owl:NamedIndividual	MBA:280	41	0.135762	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_223	owl:NamedIndividual	MBA:771	62	0.205298	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_223	owl:NamedIndividual	MBA:867	22	0.072848	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_223	owl:NamedIndividual	MBA:898	51	0.168874	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_223	owl:NamedIndividual	MBA:1093	17	0.056291	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_223	owl:NamedIndividual	MBA:146	33	0.109272	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_224	owl:NamedIndividual	MBA:679	88	0.061026	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_224	owl:NamedIndividual	MBA:1048	73	0.050624	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_224	owl:NamedIndividual	MBA:128	92	0.063800	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_224	owl:NamedIndividual	MBA:771	115	0.079750	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_224	owl:NamedIndividual	MBA:898	131	0.090846	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_224	owl:NamedIndividual	MBA:1093	244	0.169209	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_224	owl:NamedIndividual	MBA:146	285	0.197642	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_225	owl:NamedIndividual	MBA:679	62	0.118774	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_225	owl:NamedIndividual	MBA:771	106	0.203065	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_225	owl:NamedIndividual	MBA:898	32	0.061303	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_225	owl:NamedIndividual	MBA:1093	133	0.254789	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_225	owl:NamedIndividual	MBA:318	27	0.051724	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_226	owl:NamedIndividual	MBA:202	35	0.100865	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_226	owl:NamedIndividual	MBA:771	66	0.190202	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_226	owl:NamedIndividual	MBA:852	63	0.181556	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_226	owl:NamedIndividual	MBA:1093	82	0.236311	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_226	owl:NamedIndividual	MBA:7	24	0.069164	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_227	owl:NamedIndividual	MBA:123	9	0.073171	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_227	owl:NamedIndividual	MBA:771	20	0.162602	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_227	owl:NamedIndividual	MBA:549009215	10	0.081301	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_227	owl:NamedIndividual	MBA:867	23	0.186992	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_227	owl:NamedIndividual	MBA:534	17	0.138211	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_227	owl:NamedIndividual	MBA:728	11	0.089431	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_227	owl:NamedIndividual	MBA:326	13	0.105691	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_228	owl:NamedIndividual	MBA:771	346	0.085243	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_228	owl:NamedIndividual	MBA:7	2559	0.630451	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_228	owl:NamedIndividual	MBA:229	256	0.063070	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_229	owl:NamedIndividual	MBA:771	128	0.165803	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_229	owl:NamedIndividual	MBA:852	43	0.055699	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_229	owl:NamedIndividual	MBA:867	279	0.361399	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_229	owl:NamedIndividual	MBA:225	58	0.075130	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_229	owl:NamedIndividual	MBA:534	100	0.129534	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_230	owl:NamedIndividual	MBA:136	24	0.085409	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_230	owl:NamedIndividual	MBA:771	18	0.064057	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_230	owl:NamedIndividual	MBA:1093	31	0.110320	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_230	owl:NamedIndividual	MBA:146	127	0.451957	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_230	owl:NamedIndividual	MBA:574	33	0.117438	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_231	owl:NamedIndividual	MBA:607344834	62	0.161880	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_231	owl:NamedIndividual	MBA:313	67	0.174935	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_231	owl:NamedIndividual	MBA:795	85	0.221932	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_231	owl:NamedIndividual	MBA:1052	35	0.091384	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_232	owl:NamedIndividual	MBA:128	14	0.059072	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_232	owl:NamedIndividual	MBA:795	194	0.818565	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_233	owl:NamedIndividual	MBA:612	186	0.138599	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_233	owl:NamedIndividual	MBA:771	175	0.130402	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_233	owl:NamedIndividual	MBA:122	115	0.085693	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_233	owl:NamedIndividual	MBA:114	299	0.222802	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_233	owl:NamedIndividual	MBA:658	68	0.050671	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_234	owl:NamedIndividual	MBA:512	11	0.072848	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_234	owl:NamedIndividual	MBA:202	10	0.066225	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_234	owl:NamedIndividual	MBA:771	15	0.099338	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_234	owl:NamedIndividual	MBA:795	44	0.291391	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_234	owl:NamedIndividual	MBA:867	46	0.304636	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_234	owl:NamedIndividual	MBA:326	10	0.066225	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_SUBC_235	owl:NamedIndividual	MBA:771	3405	0.248922	doi:10.1038/s41586-023-06812-z
