ID	Type	PCL:0010063	cell_count	cell_ratio	source
ID	TYPE	AI PCL:0010063	>AT PCL:0010060^^xsd:integer	>AT PCL:0010065^^xsd:float	>AI dcterms:source
WMB:CS20230722_SUPT_0001	owl:NamedIndividual	MBA:952	1280	0.069290	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0001	owl:NamedIndividual	MBA:862	3586	0.194121	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0002	owl:NamedIndividual	MBA:703	29	0.055556	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0002	owl:NamedIndividual	MBA:952	213	0.408046	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0002	owl:NamedIndividual	MBA:961	107	0.204981	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0003	owl:NamedIndividual	MBA:314	350	0.056929	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0003	owl:NamedIndividual	MBA:583	380	0.061809	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0003	owl:NamedIndividual	MBA:952	2698	0.438842	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0003	owl:NamedIndividual	MBA:698	439	0.071405	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0004	owl:NamedIndividual	MBA:139	118	0.114120	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0004	owl:NamedIndividual	MBA:28	155	0.149903	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0004	owl:NamedIndividual	MBA:952	262	0.253385	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0004	owl:NamedIndividual	MBA:966	125	0.120890	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0004	owl:NamedIndividual	MBA:961	154	0.148936	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0005	owl:NamedIndividual	MBA:327	113	0.221569	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0005	owl:NamedIndividual	MBA:966	153	0.300000	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0005	owl:NamedIndividual	MBA:961	157	0.307843	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0006	owl:NamedIndividual	MBA:159	83	0.223720	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0006	owl:NamedIndividual	MBA:952	93	0.250674	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0006	owl:NamedIndividual	MBA:698	100	0.269542	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0006	owl:NamedIndividual	MBA:961	59	0.159030	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0007	owl:NamedIndividual	MBA:52	29	0.090343	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0007	owl:NamedIndividual	MBA:139	175	0.545171	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0007	owl:NamedIndividual	MBA:28	31	0.096573	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0008	owl:NamedIndividual	MBA:344	62	0.063201	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0008	owl:NamedIndividual	MBA:314	83	0.084608	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0008	owl:NamedIndividual	MBA:988	127	0.129460	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0008	owl:NamedIndividual	MBA:977	128	0.130479	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0008	owl:NamedIndividual	MBA:139	98	0.099898	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0008	owl:NamedIndividual	MBA:28	129	0.131498	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0008	owl:NamedIndividual	MBA:692	69	0.070336	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0009	owl:NamedIndividual	MBA:344	4	0.100000	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0009	owl:NamedIndividual	MBA:314	2	0.050000	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0009	owl:NamedIndividual	MBA:977	7	0.175000	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0009	owl:NamedIndividual	MBA:139	2	0.050000	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0009	owl:NamedIndividual	MBA:28	2	0.050000	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0009	owl:NamedIndividual	MBA:543	2	0.050000	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0009	owl:NamedIndividual	MBA:743	3	0.075000	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0009	owl:NamedIndividual	MBA:289	2	0.050000	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0009	owl:NamedIndividual	MBA:729	5	0.125000	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0009	owl:NamedIndividual	MBA:964	3	0.075000	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0010	owl:NamedIndividual	MBA:139	499	0.382962	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0010	owl:NamedIndividual	MBA:28	324	0.248657	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0010	owl:NamedIndividual	MBA:727	115	0.088258	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0010	owl:NamedIndividual	MBA:743	259	0.198772	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0011	owl:NamedIndividual	MBA:484682508	1	0.100000	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0011	owl:NamedIndividual	MBA:988	1	0.100000	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0011	owl:NamedIndividual	MBA:977	2	0.200000	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0011	owl:NamedIndividual	MBA:139	2	0.200000	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0011	owl:NamedIndividual	MBA:28	2	0.200000	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0013	owl:NamedIndividual	MBA:33	489	0.096985	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0014	owl:NamedIndividual	MBA:844	1934	0.117326	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0014	owl:NamedIndividual	MBA:767	843	0.051140	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0014	owl:NamedIndividual	MBA:1021	1536	0.093181	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0014	owl:NamedIndividual	MBA:1102	1049	0.063637	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0014	owl:NamedIndividual	MBA:862	835	0.050655	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0015	owl:NamedIndividual	MBA:844	387	0.106641	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0015	owl:NamedIndividual	MBA:1038	389	0.107192	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0015	owl:NamedIndividual	MBA:1102	412	0.113530	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0015	owl:NamedIndividual	MBA:889	228	0.062827	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0015	owl:NamedIndividual	MBA:945	228	0.062827	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0015	owl:NamedIndividual	MBA:862	586	0.161477	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0016	owl:NamedIndividual	MBA:778	105	0.067265	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0016	owl:NamedIndividual	MBA:33	225	0.144138	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0017	owl:NamedIndividual	MBA:1015	292	0.113486	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0017	owl:NamedIndividual	MBA:772	189	0.073455	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0017	owl:NamedIndividual	MBA:767	442	0.171784	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0017	owl:NamedIndividual	MBA:1021	217	0.084337	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0017	owl:NamedIndividual	MBA:363	285	0.110766	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0018	owl:NamedIndividual	MBA:1038	324	0.060493	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0018	owl:NamedIndividual	MBA:945	298	0.055639	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0018	owl:NamedIndividual	MBA:1090	306	0.057132	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0018	owl:NamedIndividual	MBA:778	562	0.104929	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0019	owl:NamedIndividual	MBA:772	897	0.098140	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0019	owl:NamedIndividual	MBA:610	2440	0.266958	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0019	owl:NamedIndividual	MBA:430	496	0.054267	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0019	owl:NamedIndividual	MBA:687	3281	0.358972	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0020	owl:NamedIndividual	MBA:648	2193	0.222256	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0020	owl:NamedIndividual	MBA:767	1248	0.126482	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0020	owl:NamedIndividual	MBA:1070	529	0.053613	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0020	owl:NamedIndividual	MBA:1128	498	0.050471	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0020	owl:NamedIndividual	MBA:974	562	0.056958	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0020	owl:NamedIndividual	MBA:625	663	0.067194	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0020	owl:NamedIndividual	MBA:1090	752	0.076214	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0021	owl:NamedIndividual	MBA:613	144	0.056559	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0021	owl:NamedIndividual	MBA:778	897	0.352317	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0022	owl:NamedIndividual	MBA:648	5	0.102041	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0022	owl:NamedIndividual	MBA:767	3	0.061224	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0022	owl:NamedIndividual	MBA:363	3	0.061224	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0022	owl:NamedIndividual	MBA:610	3	0.061224	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0022	owl:NamedIndividual	MBA:430	3	0.061224	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0022	owl:NamedIndividual	MBA:625	3	0.061224	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0022	owl:NamedIndividual	MBA:1090	4	0.081633	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0023	owl:NamedIndividual	MBA:648	1573	0.069663	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0023	owl:NamedIndividual	MBA:767	1824	0.080779	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0024	owl:NamedIndividual	MBA:1047	8000	0.195642	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0024	owl:NamedIndividual	MBA:950	5573	0.136289	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0024	owl:NamedIndividual	MBA:654	5136	0.125602	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0024	owl:NamedIndividual	MBA:1035	3966	0.096990	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0025	owl:NamedIndividual	MBA:1101	112	0.063205	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0025	owl:NamedIndividual	MBA:800	92	0.051919	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0025	owl:NamedIndividual	MBA:962	193	0.108916	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0025	owl:NamedIndividual	MBA:767	213	0.120203	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0025	owl:NamedIndividual	MBA:620	93	0.052483	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0025	owl:NamedIndividual	MBA:289	121	0.068284	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0026	owl:NamedIndividual	MBA:1101	745	0.073435	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0026	owl:NamedIndividual	MBA:163	521	0.051355	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0026	owl:NamedIndividual	MBA:962	775	0.076392	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0026	owl:NamedIndividual	MBA:767	989	0.097486	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0026	owl:NamedIndividual	MBA:304	548	0.054017	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0026	owl:NamedIndividual	MBA:363	513	0.050567	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0027	owl:NamedIndividual	MBA:943	1729	0.082926	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0027	owl:NamedIndividual	MBA:962	2100	0.100719	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0027	owl:NamedIndividual	MBA:767	1085	0.052038	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0028	owl:NamedIndividual	MBA:1047	1247	0.054414	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0028	owl:NamedIndividual	MBA:821	2635	0.114980	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0028	owl:NamedIndividual	MBA:721	6860	0.299341	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0029	owl:NamedIndividual	MBA:296	1089	0.110975	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0029	owl:NamedIndividual	MBA:556	804	0.081932	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0029	owl:NamedIndividual	MBA:962	583	0.059411	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0029	owl:NamedIndividual	MBA:582	692	0.070519	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0029	owl:NamedIndividual	MBA:288	690	0.070315	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0029	owl:NamedIndividual	MBA:304	1194	0.121675	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0030	owl:NamedIndividual	MBA:943	15182	0.097418	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0030	owl:NamedIndividual	MBA:962	17006	0.109122	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0030	owl:NamedIndividual	MBA:201	9372	0.060137	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0030	owl:NamedIndividual	MBA:657	8386	0.053810	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0030	owl:NamedIndividual	MBA:806	11257	0.072232	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0030	owl:NamedIndividual	MBA:821	13139	0.084309	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0031	owl:NamedIndividual	MBA:163	836	0.076389	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0031	owl:NamedIndividual	MBA:755	681	0.062226	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0031	owl:NamedIndividual	MBA:427	1159	0.105903	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0031	owl:NamedIndividual	MBA:1127	2142	0.195724	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0031	owl:NamedIndividual	MBA:312782636	901	0.082328	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0032	owl:NamedIndividual	MBA:163	457	0.080899	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0032	owl:NamedIndividual	MBA:962	388	0.068685	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0033	owl:NamedIndividual	MBA:52	151	0.153455	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0033	owl:NamedIndividual	MBA:139	534	0.542683	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0033	owl:NamedIndividual	MBA:961	86	0.087398	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0033	owl:NamedIndividual	MBA:566	76	0.077236	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0034	owl:NamedIndividual	MBA:20	55	0.130641	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0034	owl:NamedIndividual	MBA:52	287	0.681710	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0034	owl:NamedIndividual	MBA:139	38	0.090261	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0035	owl:NamedIndividual	MBA:20	122	0.111314	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0035	owl:NamedIndividual	MBA:52	464	0.423358	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0035	owl:NamedIndividual	MBA:139	163	0.148723	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0035	owl:NamedIndividual	MBA:664	96	0.087591	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0035	owl:NamedIndividual	MBA:727	59	0.053832	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0035	owl:NamedIndividual	MBA:566	100	0.091241	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0036	owl:NamedIndividual	MBA:52	797	0.086961	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0036	owl:NamedIndividual	MBA:139	870	0.094926	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0036	owl:NamedIndividual	MBA:664	2355	0.256956	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0036	owl:NamedIndividual	MBA:727	3343	0.364757	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0036	owl:NamedIndividual	MBA:743	893	0.097436	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0037	owl:NamedIndividual	MBA:52	938	0.440582	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0037	owl:NamedIndividual	MBA:139	597	0.280413	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0037	owl:NamedIndividual	MBA:664	237	0.111320	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0037	owl:NamedIndividual	MBA:727	148	0.069516	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0038	owl:NamedIndividual	MBA:20	258	0.691689	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0038	owl:NamedIndividual	MBA:52	80	0.214477	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0039	owl:NamedIndividual	MBA:788	1133	0.154676	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0039	owl:NamedIndividual	MBA:961	5193	0.708942	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0040	owl:NamedIndividual	MBA:961	9320	0.869160	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0041	owl:NamedIndividual	MBA:159	287	0.056518	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0041	owl:NamedIndividual	MBA:961	4506	0.887357	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0042	owl:NamedIndividual	MBA:20	2330	0.168316	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0042	owl:NamedIndividual	MBA:961	10281	0.742686	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0043	owl:NamedIndividual	MBA:20	27	0.126761	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0043	owl:NamedIndividual	MBA:52	45	0.211268	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0043	owl:NamedIndividual	MBA:139	13	0.061033	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0043	owl:NamedIndividual	MBA:961	88	0.413146	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0043	owl:NamedIndividual	MBA:566	22	0.103286	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0044	owl:NamedIndividual	MBA:961	232	0.597938	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0044	owl:NamedIndividual	MBA:566	107	0.275773	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0045	owl:NamedIndividual	MBA:672	345	0.114847	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0045	owl:NamedIndividual	MBA:703	220	0.073236	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0045	owl:NamedIndividual	MBA:952	376	0.125166	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0045	owl:NamedIndividual	MBA:966	385	0.128162	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0045	owl:NamedIndividual	MBA:698	350	0.116511	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0045	owl:NamedIndividual	MBA:961	741	0.246671	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0045	owl:NamedIndividual	MBA:956	165	0.054927	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0046	owl:NamedIndividual	MBA:159	372	0.104027	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0046	owl:NamedIndividual	MBA:814	488	0.136465	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0046	owl:NamedIndividual	MBA:698	210	0.058725	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0046	owl:NamedIndividual	MBA:597	1151	0.321868	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0046	owl:NamedIndividual	MBA:605	962	0.269016	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0047	owl:NamedIndividual	MBA:159	3817	0.858331	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0047	owl:NamedIndividual	MBA:597	349	0.078480	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0048	owl:NamedIndividual	MBA:159	4500	0.817884	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0049	owl:NamedIndividual	MBA:159	681	0.677612	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0049	owl:NamedIndividual	MBA:698	120	0.119403	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0049	owl:NamedIndividual	MBA:961	158	0.157214	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0050	owl:NamedIndividual	MBA:159	11459	0.825101	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0050	owl:NamedIndividual	MBA:900	896	0.064516	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0051	owl:NamedIndividual	MBA:20	144	0.150313	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0051	owl:NamedIndividual	MBA:526	59	0.061587	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0051	owl:NamedIndividual	MBA:543	411	0.429019	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0051	owl:NamedIndividual	MBA:664	258	0.269311	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0052	owl:NamedIndividual	MBA:20	111	0.146631	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0052	owl:NamedIndividual	MBA:543	317	0.418758	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0052	owl:NamedIndividual	MBA:664	237	0.313078	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0053	owl:NamedIndividual	MBA:415	1	0.166667	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0053	owl:NamedIndividual	MBA:20	1	0.166667	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0053	owl:NamedIndividual	MBA:52	1	0.166667	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0053	owl:NamedIndividual	MBA:664	1	0.166667	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0053	owl:NamedIndividual	MBA:727	1	0.166667	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0053	owl:NamedIndividual	MBA:961	1	0.166667	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0054	owl:NamedIndividual	MBA:543	855	0.413443	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0054	owl:NamedIndividual	MBA:664	843	0.407640	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0054	owl:NamedIndividual	MBA:727	152	0.073501	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0055	owl:NamedIndividual	MBA:403	973	0.516180	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0055	owl:NamedIndividual	MBA:780	685	0.363395	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0056	owl:NamedIndividual	MBA:23	47	0.099788	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0056	owl:NamedIndividual	MBA:327	49	0.104034	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0056	owl:NamedIndividual	MBA:351	25	0.053079	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0056	owl:NamedIndividual	MBA:559	25	0.053079	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0056	owl:NamedIndividual	MBA:639	34	0.072187	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0056	owl:NamedIndividual	MBA:403	107	0.227176	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0056	owl:NamedIndividual	MBA:961	31	0.065817	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0056	owl:NamedIndividual	MBA:477	24	0.050955	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0057	owl:NamedIndividual	MBA:639	169	0.104644	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0057	owl:NamedIndividual	MBA:663	146	0.090402	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0057	owl:NamedIndividual	MBA:403	999	0.618576	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0057	owl:NamedIndividual	MBA:780	85	0.052632	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0058	owl:NamedIndividual	MBA:451	52	0.217573	doi:10.1038/s41586-023-06808-9
WMB:CS20230722_SUPT_0058	owl:NamedIndividual	MBA:334	48	0.200837	doi:10.1038/s41586-023-06808-9
