ID	Type	PCL:0010063	cell_count	cell_ratio	in_or_near_100	completeness	spatial_atlas	source
ID	TYPE	AI PCL:0010063	>AT PCL:0010060^^xsd:integer	>AT PCL:0010065^^xsd:float	>AT n2o:countInOrNear100um^^xsd:integer	>AT n2o:cellCountCompleteness^^xsd:string	>AI n2o:spatialReferenceAtlas	>AI dcterms:source
WMB:CS20230722_NEUR_Dopa	owl:NamedIndividual	MBA:688	1817	0.217553	2468	lower_bound	n2o:CCF2020	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_NEUR_Dopa	owl:NamedIndividual	MBA:695	1817	0.217553	2468	lower_bound	n2o:CCF2020	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_NEUR_Dopa	owl:NamedIndividual	MBA:714	24	0.002874	73	exact	n2o:CCF2020	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_NEUR_Dopa	owl:NamedIndividual	MBA:73	31	0.003712	292	lower_bound	n2o:CCF2020	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_NEUR_Dopa	owl:NamedIndividual	MBA:8	7035	0.842313	8042	lower_bound	n2o:CCF2020	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_NEUR_Dopa	owl:NamedIndividual	MBA:864	13	0.001557	71	exact	n2o:CCF2020	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_NEUR_Dopa	owl:NamedIndividual	MBA:932	92	0.011015	382	exact	n2o:CCF2020	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_NEUR_Dopa	owl:NamedIndividual	MBA:987	25	0.002993	70	lower_bound	n2o:CCF2020	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_NEUR_Dopa	owl:NamedIndividual	MBA:997	8291	0.992696	8352	lower_bound	n2o:CCF2020	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_NEUR_Dopa	owl:NamedIndividual	MBA:100	150	0.017960	389		n2o:CCF2020	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_NEUR_Dopa	owl:NamedIndividual	MBA:118	54	0.006466	149		n2o:CCF2020	doi:10.1038/s41586-023-06812-z
WMB:CS20230722_NEUR_Dopa	owl:NamedIndividual	MBA:12	254	0.030412	531		n2o:CCF2020	doi:10.1038/s41586-023-06812-z
