cluster,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm
0931 PAL-STR Gaba-Chol_2,0,0,2,0,2,0,0,0,8,0,51,139,0,0,0,0,0,0,0,0,0,0,0,0
0932 PAL-STR Gaba-Chol_2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0
0933 PAL-STR Gaba-Chol_2,0,0,0,0,15,0,0,0,9,0,112,1612,0,0,0,0,0,0,0,0,0,9,1,0
0934 PAL-STR Gaba-Chol_3,0,0,0,0,4,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0
0935 PAL-STR Gaba-Chol_3,0,0,0,0,3,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0
0936 PAL-STR Gaba-Chol_3,0,0,0,0,6,0,1,0,0,0,30,8,0,0,0,0,1,0,0,0,0,0,0,0
0937 PAL-STR Gaba-Chol_3,0,0,0,0,7,0,0,0,0,0,49,13,0,0,0,0,0,0,0,0,1,0,0,0
0938 PAL-STR Gaba-Chol_3,0,0,0,0,2,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0
0939 OT D3 Folh1 Gaba_1,0,0,1,0,23,0,0,0,52,0,2277,9915,1,0,0,1,14,0,0,0,0,0,0,0
0940 OT D3 Folh1 Gaba_2,0,0,0,0,0,0,0,0,0,0,53,135,0,0,0,0,0,0,1,0,0,0,0,0
0941 OT D3 Folh1 Gaba_3,0,0,2,0,0,0,0,0,62,0,78,824,0,0,0,0,1,0,1,0,0,0,0,0
0942 OT D3 Folh1 Gaba_3,0,0,0,0,0,2,0,0,1374,0,10,3044,1,0,0,0,0,0,83,0,0,0,0,0
0943 STR D1 Gaba_1,0,0,0,0,35,0,0,0,7,0,328,1192,0,0,0,0,0,0,0,0,0,2,11,0
0944 STR D1 Gaba_1,0,0,0,0,0,0,0,0,1,0,44,221,0,0,0,0,0,0,0,0,0,0,0,0
0945 STR D1 Gaba_1,0,0,0,0,0,0,0,0,0,0,26,266,0,0,0,0,0,0,0,0,0,0,0,0
0946 STR D1 Gaba_1,0,0,0,0,2,0,0,0,0,0,27,385,0,0,0,0,1,0,0,0,0,0,0,0
0947 STR D1 Gaba_1,0,0,0,0,1,0,0,0,1,0,96,228,0,0,0,0,0,0,0,0,0,1,0,0
0948 STR D1 Gaba_2,0,0,1,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0
0949 STR D1 Gaba_2,0,0,0,0,0,0,0,0,0,0,3,109,0,0,0,0,0,0,0,0,0,0,0,0
0950 STR D1 Gaba_3,0,0,9,0,0,10,0,1,12,0,118,59078,0,0,0,55,0,0,11,0,0,246,16,3
0951 STR D1 Gaba_3,0,0,2,0,0,2,0,0,0,0,0,2532,0,0,0,0,0,0,0,0,0,4,0,0
0952 STR D1 Gaba_3,0,0,0,0,0,2,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,1
0953 STR D1 Gaba_4,0,0,66,0,0,34,0,0,1,0,7,5057,0,0,0,0,0,0,1,0,0,283,0,8
0954 STR D1 Gaba_4,0,0,6,0,0,10,0,0,23,0,7,4546,0,0,0,10,0,0,0,0,0,101,1,0
0955 STR D1 Gaba_5,0,0,0,0,0,1,0,0,0,0,10,173,0,0,0,0,0,0,0,0,0,2,2,0
0956 STR D1 Gaba_5,0,0,0,0,0,0,0,0,0,0,4,47,0,0,0,0,0,0,0,0,0,1,0,0
0957 STR D1 Gaba_5,0,0,0,0,0,0,0,0,0,0,19,813,0,0,0,0,0,0,0,0,0,14,4,0
0958 STR D1 Gaba_6,0,0,1,0,0,1,0,0,4,0,54,935,0,0,0,0,0,0,0,0,0,1,0,0
0959 STR D1 Gaba_6,0,0,4,1,6,4,0,1,305,0,983,19603,0,0,0,20,1,0,29,0,0,32,7,0
0960 STR D1 Gaba_7,0,1,38,6,0,0,0,0,0,0,23,2154,0,0,0,48,2,0,0,0,0,114,10,0
0961 STR D1 Gaba_8,0,0,1,0,0,0,0,0,3,0,62,1577,0,0,0,4,0,0,19,0,1,16,15,0
0962 STR D1 Gaba_8,0,0,0,0,2,0,0,0,4,0,145,652,0,0,0,0,0,0,1,0,0,22,5,0
0963 STR D1 Gaba_8,0,0,0,0,0,0,0,0,11,0,8,941,0,0,0,6,0,0,2,0,0,0,0,0
0964 STR D1 Gaba_9,0,0,0,0,1,1,0,0,31,0,9,5188,0,0,0,12,0,0,21,0,0,5,0,0
0965 STR D2 Gaba_1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
0966 STR D2 Gaba_1,0,0,0,0,0,0,0,0,0,0,3,176,0,0,0,0,0,0,0,0,0,0,1,0
0967 STR D2 Gaba_1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0
0968 STR D2 Gaba_1,0,0,2,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,1,0
0969 STR D2 Gaba_1,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0
0970 STR D2 Gaba_1,0,0,32,2,1,0,0,0,0,0,14,2733,0,0,0,26,0,0,0,0,0,24,2,0
0971 STR D2 Gaba_1,0,0,0,0,0,0,0,0,0,0,11,29,0,0,0,1,0,0,0,0,0,3,0,0
0972 STR D2 Gaba_2,0,0,0,0,0,0,0,0,1,0,0,53,0,0,0,1,0,0,0,0,0,0,0,0
0973 STR D2 Gaba_2,0,0,0,0,0,1,0,0,0,0,1,92,0,0,0,0,0,0,0,0,0,2,0,0
0974 STR D2 Gaba_2,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0
0975 STR D2 Gaba_2,0,0,1,1,0,3,0,0,10,0,50,946,0,0,0,3,0,0,1,0,0,8,1,0
0976 STR D2 Gaba_2,0,0,3,0,4,2,0,0,49,0,425,2546,0,0,0,0,0,0,0,0,0,3,2,0
0977 STR D2 Gaba_2,0,0,19,1,16,5,2,0,93,1,766,22048,0,0,0,59,0,0,48,0,0,92,19,0
0978 STR D2 Gaba_3,0,0,36,1,3,5,0,0,13,0,143,1330,0,0,0,8,1,0,5,0,1,29,21,0
0979 STR D2 Gaba_4,0,0,69,1,0,37,0,0,27,0,11,7931,0,0,0,2,0,0,3,0,0,367,0,8
0980 STR D2 Gaba_4,0,0,1,0,0,0,0,0,0,0,1,530,0,0,0,2,0,0,0,0,0,5,0,0
0981 STR D2 Gaba_4,0,0,7,2,1,9,2,0,11,0,89,38744,0,0,0,38,0,0,9,0,1,167,11,1
0982 STR D2 Gaba_4,0,0,7,0,0,1,0,0,1,0,3,6805,0,0,0,0,0,0,0,0,0,28,0,0
0983 STR D2 Gaba_5,0,0,1,0,0,0,0,0,2,0,8,301,0,0,0,0,0,0,0,0,0,1,0,0
0984 STR D2 Gaba_5,0,0,0,0,6,0,0,0,0,0,51,162,0,0,0,1,0,0,1,0,0,12,4,0
0985 STR D2 Gaba_5,0,0,0,0,5,0,0,0,5,0,34,894,0,0,0,5,0,0,11,0,0,3,0,0
0986 STR D2 Gaba_6,0,0,3,0,0,0,0,0,67,0,16,1681,0,0,0,7,0,0,12,0,0,12,1,0
0987 STR D2 Gaba_6,0,0,0,0,0,1,0,0,2,0,0,65,0,0,0,0,0,0,0,0,0,2,0,0
0988 STR D2 Gaba_6,0,0,6,0,0,4,0,0,8,0,3,1383,0,0,0,0,0,0,0,0,0,22,0,2
0989 STR D2 Gaba_7,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0990 STR D1 Sema5a Gaba_1,0,0,21,0,0,9,0,0,1,0,9,653,0,0,0,1,0,0,2,0,0,28,0,0
0991 STR D1 Sema5a Gaba_1,0,0,12,0,0,6,1,0,5,0,4,1717,0,0,0,5,0,0,1,0,0,31,0,1
0992 STR D1 Sema5a Gaba_2,0,0,3,0,0,1,0,0,110,0,43,3177,0,0,0,24,0,0,12,0,0,17,3,0
0993 STR D1 Sema5a Gaba_2,0,0,1,0,0,0,0,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0
0994 STR D1 Sema5a Gaba_2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0995 STR D1 Sema5a Gaba_2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0996 STR D1 Sema5a Gaba_2,0,0,0,0,0,0,0,0,2,0,4,29,0,0,0,0,0,0,0,0,0,1,0,0
0997 STR D1 Sema5a Gaba_3,0,0,27,0,0,0,0,0,251,0,195,2158,0,0,0,0,0,0,0,0,0,7,2,0
0998 STR D1 Sema5a Gaba_3,0,0,9,0,1,0,0,0,23,0,14,105,0,0,0,0,0,0,1,0,0,0,1,0
0999 STR D1 Sema5a Gaba_4,0,0,4,0,1,0,0,0,0,0,4,36,0,0,0,1,0,0,0,0,0,1,2,0
1000 STR D1 Sema5a Gaba_4,0,0,80,0,1,10,0,0,73,0,131,1994,0,0,0,11,1,0,12,0,1,55,35,0
1001 STR-PAL Chst9 Gaba_1,0,0,10,0,3,15,0,0,37,0,37,244,0,0,0,0,0,0,6,0,1,49,1,3
1002 STR-PAL Chst9 Gaba_1,0,0,1,0,0,1,0,0,107,0,25,49,0,0,0,0,0,0,3,0,0,2,1,0
1003 STR-PAL Chst9 Gaba_1,0,0,90,0,24,47,0,0,184,0,347,2166,1,0,0,6,0,0,28,0,0,181,29,1
1004 STR-PAL Chst9 Gaba_2,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,2,0
1005 STR-PAL Chst9 Gaba_2,0,0,1147,2,99,71,0,0,274,0,483,2336,9,0,0,15,8,0,40,0,35,208,197,2
1006 STR-PAL Chst9 Gaba_2,0,0,3,0,3,1,0,0,8,0,1,17,0,0,0,0,0,0,0,0,0,1,0,0
1007 STR-PAL Chst9 Gaba_2,0,0,17,0,3,2,0,0,7,0,15,28,0,0,0,0,0,0,1,0,1,5,4,0
1008 STR-PAL Chst9 Gaba_3,0,0,0,0,1,1,0,0,4,0,1,37,0,0,0,0,0,0,0,0,0,1,1,0
1009 STR-PAL Chst9 Gaba_3,0,0,196,3,77,18,0,0,77,0,751,2644,2,0,0,32,3,0,42,0,8,92,77,1
1010 STR-PAL Chst9 Gaba_3,0,0,5,0,2,1,0,0,10,0,26,115,0,0,0,2,0,0,0,0,0,1,4,0
1011 STR-PAL Chst9 Gaba_4,0,0,1323,9,48,6,0,0,62,0,371,3275,4,0,0,78,9,0,25,1,14,41,124,0
1012 STR-PAL Chst9 Gaba_4,0,0,34,0,2,0,0,0,7,0,6,79,0,0,0,1,0,0,0,0,0,3,5,0
1013 STR-PAL Chst9 Gaba_5,0,0,29,0,3,0,1,0,27,0,2,39,1,0,0,0,0,0,1,0,0,0,4,0
1014 STR-PAL Chst9 Gaba_5,0,0,7,0,1,1,0,0,0,0,2,18,0,0,0,1,0,0,1,0,0,1,0,0
1015 STR-PAL Chst9 Gaba_5,0,0,265,0,3,1,0,0,26,0,2,342,0,0,0,1,0,0,0,0,0,5,6,0
1016 IA Mgp Gaba_1,0,0,0,0,0,0,0,0,6,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1017 IA Mgp Gaba_1,0,0,10,0,0,0,0,0,20,0,4,7,0,0,0,0,0,0,1,0,0,0,0,0
1018 IA Mgp Gaba_1,0,0,43,1,1,0,0,0,14,0,2,12,0,0,0,0,0,0,0,0,0,0,3,0
1019 IA Mgp Gaba_2,0,0,37,0,0,0,0,0,5,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0
1020 IA Mgp Gaba_2,0,0,71,0,0,0,0,0,5,0,0,31,0,0,0,0,0,0,0,0,0,1,0,0
1021 IA Mgp Gaba_3,0,0,27,0,1,1,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
1022 IA Mgp Gaba_3,0,0,11,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
1023 IA Mgp Gaba_3,0,0,33,0,0,8,0,0,12,0,0,24,0,0,0,0,0,0,0,0,0,4,4,0
1024 IA Mgp Gaba_4,0,0,6,0,0,2,0,0,265,0,0,4,0,0,0,0,0,0,3,0,0,1,0,0
1025 IA Mgp Gaba_5,0,0,10,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0
1026 IA Mgp Gaba_5,0,0,10,0,0,0,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,1,0
1028 NDB-SI-ant Prdm12 Gaba_1,0,0,0,0,0,1,0,0,202,0,3,8,0,0,0,0,0,0,46,0,0,0,0,0
1029 NDB-SI-ant Prdm12 Gaba_1,0,0,2,0,0,0,0,0,52,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0
1030 NDB-SI-ant Prdm12 Gaba_1,0,0,0,0,0,0,0,0,2,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0
1031 NDB-SI-ant Prdm12 Gaba_1,0,0,3,0,9,2,0,0,407,0,133,386,0,0,0,0,1,0,9,0,0,1,1,0
1032 NDB-SI-ant Prdm12 Gaba_1,0,0,0,0,0,0,0,0,12,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0
1033 NDB-SI-ant Prdm12 Gaba_1,0,0,2,0,1,1,0,0,142,0,29,76,0,0,0,0,0,0,0,0,0,0,0,0
1034 NDB-SI-ant Prdm12 Gaba_1,0,0,0,0,0,0,0,0,3,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0
1035 NDB-SI-ant Prdm12 Gaba_1,0,0,0,0,0,0,0,0,31,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1036 NDB-SI-ant Prdm12 Gaba_1,0,0,7,0,0,0,0,0,35,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0
1037 NDB-SI-ant Prdm12 Gaba_1,0,0,0,0,0,0,0,0,101,0,11,40,0,0,0,0,0,0,2,0,0,0,0,0
1038 NDB-SI-ant Prdm12 Gaba_2,0,0,0,0,0,1,0,0,8,0,10,34,0,0,0,0,0,0,0,0,0,0,1,0
1039 NDB-SI-ant Prdm12 Gaba_3,0,0,1,0,0,1,0,0,174,0,3,1,0,0,0,0,0,0,6,0,0,0,0,0
1040 NDB-SI-ant Prdm12 Gaba_3,0,0,0,0,0,2,0,0,46,0,11,28,0,0,0,0,0,0,2,0,0,0,0,0
1041 NDB-SI-ant Prdm12 Gaba_4,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1042 LSX Sall3 Pax6 Gaba_1,0,0,0,0,0,1,0,0,117,0,12,77,1,0,0,0,0,0,2,0,2,0,1,0
1043 LSX Sall3 Pax6 Gaba_1,0,0,0,0,0,0,0,0,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,0
1044 LSX Sall3 Pax6 Gaba_2,0,0,0,0,0,0,1,0,3,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0
1045 LSX Sall3 Pax6 Gaba_2,0,0,0,0,2,0,0,0,1,0,28,240,0,0,0,0,0,0,0,0,1,0,14,0
1046 LSX Sall3 Pax6 Gaba_2,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,2,0
1047 LSX Sall3 Pax6 Gaba_2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1048 LSX Sall3 Pax6 Gaba_2,0,0,0,0,0,0,0,0,0,0,5,62,0,0,0,0,0,0,0,0,0,0,3,0
1049 LSX Sall3 Pax6 Gaba_2,0,0,0,0,0,0,0,0,1,0,13,36,0,0,0,0,1,0,0,0,0,0,3,0
1050 LSX Otx2 Gaba_1,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,1,0,0,0,0,0,0,0,0
1051 LSX Otx2 Gaba_1,0,0,0,0,2,0,0,0,0,0,21,230,0,1,1,7,0,0,0,0,0,0,2,0
1052 LSX Otx2 Gaba_2,0,0,0,0,1,0,0,0,0,0,9,69,3,0,0,1,0,0,0,0,0,0,0,0
1053 LSX Otx2 Gaba_2,0,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,0
1054 LSX Otx2 Gaba_2,0,0,0,0,1,0,0,0,0,0,29,252,0,0,1,10,0,0,0,0,0,0,5,0
1055 LSX Otx2 Gaba_3,0,0,0,0,1,0,0,0,0,0,2,8,0,3,1,1,0,0,0,0,0,0,0,0
1056 LSX Otx2 Gaba_3,0,0,0,0,6,0,0,0,0,0,10,44,0,5,0,0,0,0,0,0,0,0,4,0
1057 LSX Otx2 Gaba_3,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
1058 LSX Otx2 Gaba_3,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0
1059 LSX Otx2 Gaba_3,0,0,0,0,1,0,0,0,0,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0
1060 LSX Otx2 Gaba_3,0,0,0,0,0,0,0,0,0,0,2,77,0,0,0,0,0,0,0,0,0,0,0,0
1061 LSX Otx2 Gaba_3,0,0,0,0,0,0,0,0,0,0,23,144,0,2,0,0,0,0,0,0,0,0,1,0
1062 LSX Otx2 Gaba_3,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0
1063 LSX Otx2 Gaba_3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1064 LSX Otx2 Gaba_4,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0
1065 LSX Otx2 Gaba_4,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0
1066 LSX Otx2 Gaba_4,0,0,0,0,0,0,0,0,0,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0
1067 LSX Otx2 Gaba_4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1068 LSX Otx2 Gaba_4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
1069 LSX Otx2 Gaba_5,0,0,0,0,1,0,0,0,9,0,9,73,0,0,0,0,0,0,0,0,0,0,0,0
1070 LSX Otx2 Gaba_5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
1071 LSX Otx2 Gaba_5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
1072 LSX Otx2 Gaba_5,0,0,0,0,1,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0
1073 LSX Otx2 Gaba_5,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
1074 LSX Nkx2-1 Gaba_1,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,1,0,0,0,0,0,0,0,0
1075 LSX Nkx2-1 Gaba_1,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0
1076 LSX Nkx2-1 Gaba_2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1077 LSX Nkx2-1 Gaba_2,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,6,0,0,0,0,0,0,0,0
1078 LSX Nkx2-1 Gaba_2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1079 LSX Nkx2-1 Gaba_2,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1080 LSX Nkx2-1 Gaba_2,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,1,0,0,0,0,0,0,0,0
1081 LSX Nkx2-1 Gaba_2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
1082 LSX Nkx2-1 Gaba_2,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
1083 LSX Nkx2-1 Gaba_2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1084 LSX Nkx2-1 Gaba_2,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
1085 LSX Nkx2-1 Gaba_2,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,1,0,0,0,0,0,0,0,0
1086 LSX Nkx2-1 Gaba_2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1087 LSX Nkx2-1 Gaba_2,0,0,0,0,0,0,0,0,1,0,2,84,0,0,0,2,1,0,0,0,0,0,0,0
1088 LSX Nkx2-1 Gaba_3,0,0,0,0,3,0,0,0,0,0,15,48,0,1,0,1,0,0,1,0,0,0,0,0
1089 LSX Nkx2-1 Gaba_3,3,0,0,0,6,0,0,0,0,0,4,94,1,6,1,2,1,0,1,0,0,0,1,0
1090 LSX Nkx2-1 Gaba_3,0,0,0,0,1,0,0,0,0,0,9,40,0,0,0,0,0,0,0,0,0,0,0,0
1091 LSX Nkx2-1 Gaba_3,1,0,0,0,2,0,0,0,0,0,13,70,0,0,0,2,0,0,1,0,0,0,1,0
1092 LSX Nkx2-1 Gaba_3,0,0,0,0,5,0,0,0,5,0,22,94,0,0,0,0,0,0,0,0,0,0,1,0
1093 LSX Nkx2-1 Gaba_4,0,0,0,0,2,0,0,0,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0
1094 LSX Nkx2-1 Gaba_4,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0
1095 LSX Nkx2-1 Gaba_4,0,0,0,0,0,0,0,0,2,0,2,49,0,0,0,0,0,0,0,0,0,0,0,0
1096 LSX Nkx2-1 Gaba_4,0,0,0,0,0,0,0,0,0,0,8,237,0,0,0,0,0,0,0,0,0,0,0,0
1097 LSX Nkx2-1 Gaba_5,0,0,0,0,0,0,0,0,0,0,0,95,0,1,0,0,0,0,0,0,0,0,0,0
1098 LSX Nkx2-1 Gaba_5,0,0,0,0,0,0,0,0,0,0,1,148,0,0,0,0,0,0,0,0,0,0,0,0
1099 LSX Nkx2-1 Gaba_5,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
1100 LSX Nkx2-1 Gaba_5,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
1101 LSX Nkx2-1 Gaba_6,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0
1102 LSX Nkx2-1 Gaba_6,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,2,0,0,0,0,0,0,0,0
1103 LSX Nkx2-1 Gaba_6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
1104 LSX Nkx2-1 Gaba_7,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0
1105 LSX Nkx2-1 Gaba_7,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
1106 LSX Nkx2-1 Gaba_7,0,0,0,0,0,0,0,0,0,0,4,176,0,2,0,0,0,0,0,0,0,0,0,0
1107 LSX Nkx2-1 Gaba_7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1108 LSX Nkx2-1 Gaba_8,0,0,0,0,1,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0
1109 LSX Nkx2-1 Gaba_8,0,0,0,0,0,0,0,0,3,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0
1110 LSX Nkx2-1 Gaba_8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
1111 LSX Nkx2-1 Gaba_9,0,0,0,0,0,0,0,0,0,0,1,161,0,0,0,0,0,0,0,0,0,0,1,0
1112 LSX Nkx2-1 Gaba_10,0,0,0,0,0,0,0,0,1,0,5,167,0,0,0,0,2,0,0,0,0,3,5,0
1113 LSX Nkx2-1 Gaba_11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0
1114 LSX Nkx2-1 Gaba_11,0,0,0,0,0,0,0,0,1,0,9,135,1,0,0,0,2,0,0,0,0,3,7,0
1115 LSX Prdm12 Slit2 Gaba_1,0,0,0,0,0,0,0,0,16,0,3,326,0,0,0,0,0,0,0,0,0,0,0,0
1116 LSX Prdm12 Slit2 Gaba_1,0,0,0,0,0,0,0,0,1,0,1,534,0,0,0,4,0,0,0,0,0,0,0,0
1117 LSX Prdm12 Slit2 Gaba_1,0,0,1,0,0,0,0,0,11,0,0,110,0,0,0,2,0,0,0,0,0,4,0,0
1118 LSX Prdm12 Slit2 Gaba_1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1119 LSX Prdm12 Slit2 Gaba_1,0,0,0,0,0,0,0,0,2,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
1120 LSX Prdm12 Slit2 Gaba_1,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
1121 LSX Prdm12 Slit2 Gaba_1,0,0,0,0,0,0,0,0,2,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0
1122 LSX Prdm12 Slit2 Gaba_1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1123 LSX Prdm12 Slit2 Gaba_1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1124 LSX Prdm12 Slit2 Gaba_2,0,0,0,0,0,0,0,0,0,0,1,198,0,0,0,0,0,0,0,0,0,0,0,0
1125 LSX Prdm12 Slit2 Gaba_2,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
1126 LSX Prdm12 Slit2 Gaba_2,0,0,0,0,0,0,0,0,0,0,1,188,0,0,0,0,0,0,0,0,0,0,0,0
1127 LSX Prdm12 Slit2 Gaba_2,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0
1128 LSX Prdm12 Slit2 Gaba_2,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0
1129 LSX Prdm12 Slit2 Gaba_2,0,0,0,0,0,0,0,0,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0
1130 LSX Prdm12 Slit2 Gaba_2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
1131 LSX Prdm12 Slit2 Gaba_3,0,0,0,0,0,0,0,0,6,0,2,206,0,0,0,0,0,0,0,0,0,3,0,0
1132 LSX Prdm12 Slit2 Gaba_3,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,0,0,0,0,0,0,0,0,0
1133 LSX Prdm12 Slit2 Gaba_3,0,0,0,0,0,0,0,0,7,0,8,168,0,0,0,2,0,0,0,0,0,4,0,0
1134 LSX Prdm12 Slit2 Gaba_3,0,0,0,0,0,0,0,0,0,0,1,92,0,0,0,0,0,0,0,0,0,0,1,0
1135 LSX Prdm12 Slit2 Gaba_3,0,0,0,0,0,0,0,0,2,0,0,43,0,0,0,0,0,0,0,0,0,1,0,0
1136 LSX Prdm12 Slit2 Gaba_3,0,0,0,0,0,0,0,0,2,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
