supertype,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm
0983 SPVI-SPVC Tlx3 Ebf3 Glut_3,0,8,0,0,1,0,0,121,0,0,0,0,0,0,0,0,1,10,13,14,0,0,0,0
0984 SPVI-SPVC Tlx3 Ebf3 Glut_4,0,5,0,0,0,0,0,381,0,0,0,0,0,0,0,0,2,3,17,0,0,0,0,0
0985 SPVI-SPVC Tlx3 Ebf3 Glut_5,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0986 SPVI-SPVC Tlx3 Ebf3 Glut_6,0,5,0,0,0,0,0,98,0,0,0,0,0,0,0,0,1,7,9,10,0,0,0,0
0987 SPVI-SPVC Tlx3 Ebf3 Glut_7,0,18,0,0,0,0,0,148,0,0,0,0,0,0,7,3,14,3,12,1,0,0,0,0
0988 CU-ECU-SPVI Foxb1 Glut_1,0,54,0,0,1,0,2,436,0,7,0,0,0,0,2,0,17,7,25,0,0,0,0,0
0989 CU-ECU-SPVI Foxb1 Glut_2,0,67,0,0,0,0,2,356,1,2,0,0,0,0,0,0,35,11,17,0,0,0,0,0
0990 CU-ECU-SPVI Foxb1 Glut_3,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0991 CU-ECU-SPVI Foxb1 Glut_4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0992 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0,0,0,0,0,0,0,251,0,27,0,0,0,0,0,0,0,1,3,0,0,0,0,0
0993 MV-SPIV Phox2b Ebf3 Lbx1 Glut_2,0,0,0,0,0,0,0,15,0,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0994 MV-SPIV Phox2b Ebf3 Lbx1 Glut_3,0,0,0,0,0,0,0,37,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0995 MV-SPIV Phox2b Ebf3 Lbx1 Glut_4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0996 MV-SPIV Phox2b Ebf3 Lbx1 Glut_5,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0997 MV-SPIV Zic4 Neurod2 Glut_1,0,9,0,0,0,0,0,117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0998 MV-SPIV Zic4 Neurod2 Glut_2,0,3,0,0,0,0,0,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0999 MV-SPIV Zic4 Neurod2 Glut_3,0,9,0,0,0,0,0,199,0,5,0,0,0,0,7,5,0,0,2,0,0,0,0,0
1000 MV-SPIV Zic4 Neurod2 Glut_4,0,0,0,0,0,0,0,64,0,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0
1001 MV-SPIV Zic4 Neurod2 Glut_5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1002 NTS Aldh1a2 Glut_1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1003 CBN Neurod2 Pvalb Glut_1,0,365,0,0,0,0,3,73,0,17,0,0,0,0,4,2,0,174,1,0,0,0,0,0
1004 NTS Dbh Glut_1,0,42,0,0,0,0,0,36,0,0,0,0,0,0,40,0,7,0,0,0,0,0,0,0
1005 NTS Dbh Glut_2,0,0,0,0,1,0,1,281,0,3,0,0,0,0,4,1,1,0,1,1,0,0,0,0
1006 NTS Dbh Glut_3,0,6,0,0,0,0,0,80,0,2,0,0,0,0,16,8,15,0,0,0,0,0,0,0
1007 NTS Dbh Glut_4,0,4,0,0,0,0,3,102,0,477,0,0,0,0,19,0,3,18,4,4,0,0,0,0
1008 NTS Dbh Glut_5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0
1009 NTS Dbh Glut_6,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1010 DMX VII Tbx20 Chol_1,0,0,0,0,0,0,0,428,0,5,0,0,0,0,0,0,1,0,4,3,0,1,0,0
1011 DMX VII Tbx20 Chol_2,0,0,0,0,0,0,0,4,0,48,0,0,0,0,0,0,0,1,3,6,0,0,0,0
1012 IO Fgl2 Glut_1,0,0,0,0,0,0,0,2134,0,0,0,0,0,0,0,0,0,0,32,89,0,180,0,0
1013 VCO Mafa Meis2 Glut_1,0,171,0,0,0,0,0,402,4,10,0,0,0,0,27,16,0,65,39,0,0,0,0,0
1014 VCO Mafa Meis2 Glut_2,0,167,0,0,0,0,0,433,0,6,0,0,0,0,45,11,2,26,42,1,0,0,0,0
1015 VCO Mafa Meis2 Glut_3,0,247,0,0,0,0,0,567,2,22,0,0,0,0,36,4,0,86,44,0,0,0,0,0
1016 VCO Mafa Meis2 Glut_4,0,24,0,0,0,0,0,94,0,7,0,0,1,0,11,0,0,16,0,0,0,0,0,0
1017 SPVO Mafa Meis2 Glut_1,0,0,0,0,0,0,0,246,0,61,0,0,0,0,0,0,0,1,30,0,0,0,0,0
1018 SPVC Mafa Glut_1,0,2,0,0,0,0,0,106,0,0,0,5,0,0,0,0,0,3,6,8,0,0,0,0
1019 SPVC Mafa Glut_2,0,12,0,0,0,1,5,945,3,0,1,28,3,0,0,0,19,0,35,7,0,0,1,0
1020 SPVC Ccdc172 Glut_1,0,31,0,0,0,0,0,159,1,0,0,9,0,0,0,0,6,21,26,10,0,0,0,0
1021 SPVC Nmu Glut_1,0,3,0,0,0,0,1,71,0,0,0,2,0,0,0,0,2,3,5,9,0,0,0,0
1022 SPVC Nmu Glut_2,0,5,0,0,0,0,0,54,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0
1023 MDRNd Bves Glut_1,0,0,0,0,0,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024 MDRNv Crp Glut_1,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1025 HB Calcb Chol_1,0,0,0,0,0,0,1,4,0,42,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1026 HB Calcb Chol_2,0,0,0,0,0,0,92,22,2,5,0,0,0,0,0,0,0,0,39,0,0,0,2,0
1027 HB Calcb Chol_3,0,0,0,0,0,0,2,33,0,92,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1028 HB Calcb Chol_4,0,0,0,0,0,0,5,493,0,96,0,0,0,0,0,0,0,0,4,3,0,0,0,0
1029 HB Calcb Chol_5,0,0,0,0,0,0,0,118,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1030 Pineal Crx Glut_1,0,7,0,0,0,40,66,0,0,0,0,0,1,124,0,3,300,0,1,0,0,0,3,0
1031 CS-RPO Meis2 Gaba_1,0,0,0,0,0,0,11,3,0,268,1,0,0,0,0,0,0,1,2,6,0,0,0,0
1032 CS-RPO Meis2 Gaba_2,0,0,0,0,0,0,25,0,0,169,0,0,0,0,0,0,0,0,0,13,0,0,0,0
1033 CS-RPO Meis2 Gaba_3,0,1,0,0,1,0,28,8,0,187,0,0,0,0,6,0,0,0,3,3,0,0,0,0
1034 CS-RPO Meis2 Gaba_4,0,0,0,0,0,0,17,3,0,178,1,0,0,0,3,0,0,1,0,3,0,0,0,0
1035 CS-RPO Meis2 Gaba_5,0,0,0,0,0,0,1,10,0,149,0,0,0,0,2,0,0,0,9,14,0,0,0,0
1036 PRNc Otp Gly-Gaba_1,0,0,0,0,0,0,1,29,0,207,0,0,0,0,0,0,0,0,7,7,0,0,0,0
1037 PRNc Otp Gly-Gaba_2,0,0,0,0,0,0,2,14,0,177,0,0,0,0,0,0,0,0,8,15,0,0,0,0
1038 PRNc Otp Gly-Gaba_3,0,0,0,0,1,0,0,29,0,197,0,0,0,0,0,0,0,0,4,35,0,0,0,0
1039 PRNc Otp Gly-Gaba_4,0,0,0,0,0,0,1,40,0,199,0,0,0,0,1,0,1,0,7,4,0,0,0,0
1040 PRNc Otp Gly-Gaba_5,0,0,0,0,0,0,2,0,0,182,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1041 PB Sst Gly-Gaba_1,2,12,0,0,0,0,7,0,0,78,0,0,0,0,2,0,3,10,0,0,0,0,0,0
1042 PB Sst Gly-Gaba_2,0,0,0,0,0,0,0,9,0,36,0,0,0,0,0,0,0,1,16,2,0,0,0,0
1043 PRNc Prox1 Brs3 Gly-Gaba_1,0,0,0,0,0,0,0,38,0,78,0,0,0,0,0,0,0,0,5,2,0,0,0,0
1044 CS-PRNr-PCG Tmem163 Otp Gaba_1,0,2,0,0,0,0,64,2,0,405,0,0,0,0,0,0,0,3,1,7,0,0,0,0
1045 CS-PRNr-PCG Tmem163 Otp Gaba_2,0,0,0,0,0,0,25,0,0,78,0,0,0,0,0,0,0,2,0,2,0,0,0,0
1046 CS-PRNr-PCG Tmem163 Otp Gaba_3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1047 CS-PRNr-DR En1 Sox2 Gaba_1,1,1,0,0,0,0,174,0,0,107,0,0,0,0,0,0,0,17,4,6,0,0,1,0
1048 CS-PRNr-DR En1 Sox2 Gaba_2,0,0,0,0,0,0,305,0,0,287,0,0,0,0,0,0,0,22,3,24,0,1,0,0
1049 LDT Fgf7 Gaba_1,2,27,0,0,0,0,29,0,0,48,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1050 LDT-DTN Gata3 Nfix Gaba_1,0,0,0,0,0,0,121,0,0,148,0,0,0,0,2,0,0,0,6,0,0,0,0,0
1051 LDT-DTN Gata3 Nfix Gaba_2,0,0,0,0,0,0,19,0,0,117,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1052 NI-RPO Gata3 Nr4a2 Gaba_1,0,0,0,0,0,0,6,7,0,108,0,0,0,0,7,0,0,0,5,3,0,0,0,0
1053 NI-RPO Gata3 Nr4a2 Gaba_2,0,0,0,0,0,0,1,18,0,99,0,0,0,0,14,0,0,0,2,0,0,0,0,0
1054 NI-RPO Gata3 Nr4a2 Gaba_3,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055 NI-RPO Gata3 Nr4a2 Gaba_4,0,0,0,0,0,0,7,9,0,97,0,0,0,0,6,0,0,0,4,2,0,0,0,0
1056 LDT-PCG-CS Gata3 Lhx1 Gaba_1,0,3,0,0,0,0,53,0,0,137,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1057 LDT-PCG-CS Gata3 Lhx1 Gaba_2,0,0,0,0,0,0,8,0,0,60,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1058 LDT-PCG-CS Gata3 Lhx1 Gaba_3,0,0,0,0,1,0,72,0,0,118,0,0,0,0,0,0,2,2,1,1,0,0,0,0
1059 LDT-PCG-CS Gata3 Lhx1 Gaba_4,0,0,0,0,0,0,19,0,0,46,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1060 LDT-PCG-CS Gata3 Lhx1 Gaba_5,0,0,0,0,0,0,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061 PDTg-PCG Pax6 Gaba_1,1,16,0,0,0,0,8,3,0,80,0,1,0,0,5,0,0,0,1,0,0,0,0,0
1062 PDTg-PCG Pax6 Gaba_2,0,0,0,0,0,0,87,1,0,87,0,0,0,0,0,0,0,0,1,2,0,0,0,0
1063 PDTg-PCG Pax6 Gaba_3,0,0,0,0,0,0,4,26,0,177,1,0,0,0,17,0,0,1,0,0,0,0,0,0
1064 PDTg-PCG Pax6 Gaba_4,0,0,0,0,0,0,2,4,0,51,0,0,0,0,10,0,0,0,0,0,0,0,0,0
1065 PDTg Otp Shroom3 Gaba_1,0,4,0,0,0,0,0,1,0,50,0,0,0,0,13,0,0,0,0,0,0,0,0,0
1066 PDTg Otp Olig3 Gaba_1,0,1,0,0,0,0,2,7,0,107,0,0,1,0,62,0,0,0,0,0,0,0,0,0
1067 LDT-PCG St18 Gaba_1,0,2,0,0,0,0,47,5,0,223,0,0,0,0,10,0,0,0,0,0,0,0,0,0
1068 LDT-PCG St18 Gaba_2,0,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1069 DTN-LDT-IPN Otp Pax3 Gaba_1,0,7,0,0,0,0,12,2,0,62,0,1,0,0,6,0,0,0,2,0,1,0,0,0
1070 DTN-LDT-IPN Otp Pax3 Gaba_2,0,1,0,0,0,0,208,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071 DTN-LDT-IPN Otp Pax3 Gaba_3,0,0,0,0,1,0,458,1,0,331,3,1,0,0,3,0,45,0,9,0,0,0,0,0
1072 DTN-LDT-IPN Otp Pax3 Gaba_4,0,64,0,0,0,0,61,0,0,620,1,0,0,0,39,0,0,1,0,0,0,0,0,0
1073 DTN-LDT-IPN Otp Pax3 Gaba_5,0,0,0,0,17,0,513,0,0,7,0,0,0,0,0,0,46,0,0,0,0,0,0,0
1074 NLL Gata3 Gly-Gaba_1,0,1,0,0,0,0,45,15,0,701,1,0,0,0,0,0,0,6,99,39,0,1,0,0
1075 NLL Gata3 Gly-Gaba_2,0,0,0,0,0,0,2,3,0,115,0,0,0,0,0,0,0,4,17,6,0,0,0,0
1076 NLL Gata3 Gly-Gaba_3,0,0,0,0,0,0,0,102,0,214,0,1,0,0,0,0,0,0,30,5,0,0,0,0
1077 NLL Gata3 Gly-Gaba_4,0,0,0,0,0,0,1,0,0,129,0,0,0,0,0,0,0,2,17,1,0,0,0,0
1078 PSV Pax2 Gly-Gaba_1,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0
1079 PSV Pax2 Gly-Gaba_2,0,0,0,0,0,0,0,1,0,40,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1080 NLL-po Pax7 Gaba_1,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,16,0,0,0,0,0
1081 POR Gata3 Gly-Gaba_1,0,0,0,0,0,0,0,22,1,284,0,0,0,0,0,0,0,1,26,0,0,0,0,0
1082 POR Spp1 Gly-Gaba_1,0,1,0,0,0,0,0,7,0,46,0,0,0,0,0,0,0,3,3,8,0,0,0,0
1083 PRP Otp Gly-Gaba_1,0,0,0,0,0,0,0,170,0,16,0,0,0,0,0,0,0,0,0,2,0,1,0,0
1084 PRP Otp Gly-Gaba_2,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1085 PRP Otp Gly-Gaba_3,0,0,0,0,0,0,0,245,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1086 PRP Otp Gly-Gaba_4,0,0,0,0,0,0,0,159,0,57,0,0,0,0,2,0,0,0,8,1,0,0,0,0
1087 PRP Otp Gly-Gaba_5,0,0,0,0,0,0,0,131,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0
1088 GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1,0,0,0,0,0,0,0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089 MY Lhx1 Gly-Gaba_1,0,0,0,0,0,0,2,731,0,463,0,0,0,0,0,0,0,1,28,15,0,4,0,0
1090 MY Lhx1 Gly-Gaba_2,0,0,0,0,0,0,0,404,0,22,0,0,0,0,0,0,0,0,2,2,0,0,0,0
1091 MY Lhx1 Gly-Gaba_3,0,3,0,0,0,0,4,73,0,235,0,0,0,0,0,0,0,7,34,6,0,0,0,0
1092 MY Lhx1 Gly-Gaba_4,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093 MY Lhx1 Gly-Gaba_5,0,0,0,0,0,0,0,324,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1094 MY Lhx1 Gly-Gaba_6,0,0,0,0,0,0,0,43,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095 MY Lhx1 Gly-Gaba_7,0,0,0,0,0,0,0,11,0,48,0,0,0,0,0,0,1,0,6,1,0,0,0,0
1096 MY Lhx1 Gly-Gaba_8,0,3,0,0,0,0,0,14,0,19,0,0,0,0,0,0,0,4,1,0,0,0,0,0
1097 MY Lhx1 Gly-Gaba_9,0,0,0,0,0,0,0,447,0,7,0,0,0,0,0,0,0,0,1,5,0,0,0,0
1098 PPY-PGRNl Vip Glyc-Gaba_1,0,1,0,0,0,0,0,297,0,1,0,0,0,0,0,0,0,0,9,8,0,1,0,0
1099 MV-SPIV-PRP Dmbx1 Gly-Gaba_1,0,18,0,0,0,0,1,370,0,3,0,0,0,0,13,3,0,14,0,0,0,0,0,0
1100 MV-SPIV-PRP Dmbx1 Gly-Gaba_2,0,0,0,0,0,0,0,93,0,9,0,0,0,0,12,0,0,0,3,0,0,0,0,0
1101 MV-SPIV-PRP Dmbx1 Gly-Gaba_3,0,10,0,0,0,0,0,3,0,57,0,0,0,0,1,0,0,30,0,0,0,0,0,0
1102 MDRN Hoxb5 Ebf2 Gly-Gaba_1,0,0,0,0,0,0,1,223,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0
1103 MDRNd Prox1 Pax6 Gly-Gaba_1,0,0,0,0,0,0,0,28,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104 MY Prox1 Lmo7 Gly-Gaba_1,0,1,0,0,0,0,0,150,0,28,0,0,0,0,0,2,0,4,3,1,0,0,0,0
1105 NTS-MDRNd Prox1 Zic1 Gly-Gaba_1,0,12,0,0,0,0,1,94,0,8,0,0,1,0,9,6,6,2,4,0,0,0,0,0
1106 NTS-MDRNd Prox1 Zic1 Gly-Gaba_2,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107 MV Nkx6-1 Gly-Gaba_1,0,3,0,0,0,0,0,236,0,12,0,0,0,0,25,10,0,0,0,0,0,0,0,0
1108 MV Nkx6-1 Gly-Gaba_2,0,3,0,0,0,0,0,229,0,1,0,0,0,0,3,0,0,1,3,0,0,0,0,0
1109 PAS-MV Ebf2 Gly-Gaba_1,0,29,0,0,0,0,0,253,0,1,0,0,0,0,23,8,0,3,3,0,0,0,0,0
1110 PAS-MV Ebf2 Gly-Gaba_2,0,62,0,0,0,0,0,627,0,3,0,0,0,0,38,9,69,0,6,0,0,0,0,0
1111 PAS-MV Ebf2 Gly-Gaba_3,0,10,0,0,0,0,0,114,0,0,0,0,0,0,9,3,2,1,1,0,0,0,0,0
1112 PAS-MV Ebf2 Gly-Gaba_4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113 MV Pax6 Gly-Gaba_1,0,3,0,0,0,0,0,86,0,29,0,0,0,0,1,1,0,2,0,0,0,0,0,0
1114 MV Pax6 Gly-Gaba_2,0,3,0,0,0,0,0,129,0,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1115 CBN Dmbx1 Gaba_1,0,1085,0,0,2,0,6,67,0,16,0,0,0,0,8,1,0,473,0,0,0,1,0,0
1116 RPA Pax6 Hoxb5 Gly-Gaba_1,0,0,0,0,0,0,0,393,0,16,0,0,0,0,0,0,0,0,26,4,0,21,0,0
1117 CU-ECU Pax2 Gly-Gaba_1,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0
1118 PRP Gata3 Slc6a5 Gly-Gaba_1,0,1,0,0,0,0,0,125,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1119 MARN-PPY Ngfr Gly-Gaba_1,0,0,0,0,0,0,0,133,0,22,0,0,0,0,0,0,0,0,0,2,0,2,0,0
1120 PARN-MDRNd-NTS Gbx2 Gly-Gaba_1,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121 PARN-MDRNd-NTS Gbx2 Gly-Gaba_2,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122 PARN-MDRNd-NTS Gbx2 Gly-Gaba_3,0,1,0,0,0,0,0,232,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0
1123 PARN-MDRNd-NTS Gbx2 Gly-Gaba_4,0,8,0,0,0,0,0,180,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
1124 PARN-MDRNd-NTS Gbx2 Gly-Gaba_5,0,10,0,0,0,0,0,34,0,0,0,0,0,0,0,0,1,6,0,2,0,0,0,0
1125 PARN-MDRNd-NTS Gbx2 Gly-Gaba_6,0,0,0,0,0,0,0,103,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1126 PARN-MDRNd-NTS Gbx2 Gly-Gaba_7,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
1127 MV Nr4a2 Gly-Gaba_1,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128 MV Xdh Gly-Gaba_1,0,0,0,0,0,0,0,11,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129 IRN Dmbx1 Pax2 Gly-Gaba_1,0,0,0,0,0,0,0,395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130 NTS-PARN Neurod2 Gly-Gaba_1,0,25,0,0,0,0,0,69,0,0,0,0,0,0,48,0,17,0,0,0,0,0,0,0
1131 NTS-PARN Neurod2 Gly-Gaba_2,0,0,0,0,0,0,0,106,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1132 NTS-PARN Neurod2 Gly-Gaba_3,0,0,0,0,0,0,0,148,0,14,0,0,0,0,0,0,0,3,4,2,0,0,0,0
1133 NTS-PARN Neurod2 Gly-Gaba_4,0,0,0,0,0,0,1,244,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0
1134 NTS-PARN Neurod2 Gly-Gaba_5,0,3,0,0,0,0,1,100,0,0,0,0,0,0,19,3,12,0,0,0,0,0,0,0
1135 NTS-PARN Neurod2 Gly-Gaba_6,0,1,0,0,0,0,0,270,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,0,7,0,0,0,0,0,134,0,1,0,0,0,0,1,2,5,9,17,5,0,0,0,0
1137 SPVI-SPVC Sall3 Nfib Gly-Gaba_2,0,18,0,0,0,0,0,451,0,0,0,0,0,0,0,0,15,3,11,1,0,0,0,0
1138 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1,0,11,0,0,0,0,1,501,0,0,0,0,0,0,0,0,12,4,25,2,0,0,0,0
1139 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,0,33,0,0,0,0,0,445,0,0,0,0,0,0,0,0,16,6,19,3,0,0,0,0
1140 RO-RPA Pkd2l1 Gaba_1,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1141 DCO Il22 Gly-Gaba_1,0,85,0,0,0,0,0,97,0,2,0,0,0,0,24,11,0,34,0,0,0,0,0,0
1142 DCO Il22 Gly-Gaba_2,0,86,0,0,0,0,0,261,0,0,0,0,0,0,43,1,0,60,0,0,0,0,0,0
1143 DCO Il22 Gly-Gaba_3,0,112,0,0,0,0,0,330,0,0,0,0,0,0,39,6,0,80,5,0,0,0,0,0
1144 CB PLI Gly-Gaba_1,5,2284,0,0,0,0,10,54,0,2,0,0,0,0,12,6,5,296,2,0,0,0,0,0
1145 CB PLI Gly-Gaba_2,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
1146 CB PLI Gly-Gaba_3,0,70,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,28,0,0,0,0,0,0
1147 CB PLI Gly-Gaba_4,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1148 CBX Golgi Gly-Gaba_1,2,743,0,0,0,0,1,27,0,6,0,0,0,0,4,4,3,117,1,0,0,0,0,0
1149 CBX MLI Megf11 Gaba_1,348,76928,0,13,0,0,1525,95,1,100,0,0,0,1,384,270,147,2205,49,0,0,0,0,0
1150 CBX MLI Megf11 Gaba_2,2,1558,0,0,0,0,18,4,0,0,0,0,0,0,3,6,7,39,1,0,0,0,0,0
1151 CBX MLI Cdh22 Gaba_1,94,19343,0,2,0,0,388,25,0,26,0,0,0,0,126,111,36,502,10,0,0,0,0,0
1152 CBX Purkinje Gaba_1,0,1636,0,0,0,0,1,2,0,0,0,0,0,0,5,5,3,76,0,0,0,0,0,0
1153 CBX Purkinje Gaba_2,12,3609,0,0,0,0,19,1,0,0,0,0,0,0,3,0,11,160,1,0,0,0,0,0
1154 CB Granule Glut_1,14,10696,2,8,2,4,37,5723,6,1397,0,2,5,2,462,349,26,5558,716,4,0,4,0,0
1155 CB Granule Glut_2,381,318894,1,17,2,5,849,869,8,180,0,3,2,1,1118,510,240,52665,104,1,0,2,1,0
1156 DCO UBC Glut_1,3,1506,1,2,1,2,26,1077,18,191,2,0,1,0,146,22,3,409,75,0,0,0,0,0
1157 Bergmann NN_1,99,34067,0,1,0,2,267,34,17,4,1,1,0,0,164,148,60,1670,13,0,0,0,0,0
1158 Astro-CB NN_1,1,2322,0,1,5,5,5,85,75,20,0,2,0,1,24,11,6,1272,25,0,1,1,0,0
1159 Astro-NT NN_1,17,381,2,386,402,43,2429,519,15,296,86,89,179,34,55,30,1253,155,602,10,205,403,128,0
1160 Astro-NT NN_2,1107,7399,359,1126,33460,427,68898,36804,826,28373,14264,5609,28949,1087,1659,381,1826,4867,5335,1558,1231,3866,1806,8
1161 Astro-TE NN_1,0,5,46,2729,8,2673,164,0,1144,0,14,280,85,28,0,84,387,1,225,0,88,389,217,15
1162 Astro-TE NN_2,0,0,14,1430,1,31,1,0,20,0,0,16,0,0,0,15,27,0,4,0,18,67,45,1
1163 Astro-TE NN_3,0,29,11856,76486,64,153443,384,13,37756,7,1809,44452,251,88,1,2225,1207,3,2177,1,362,20247,8754,3137
1164 Astro-TE NN_4,0,0,434,244,0,66,2,0,53,0,0,276,0,0,0,364,78,0,7,0,9,600,196,27
1165 Astro-TE NN_5,0,0,5,56,1,54,0,0,496,0,15,1555,2,0,0,880,8,0,168,0,0,816,84,5
1166 Astro-OLF NN_1,0,10,0,12,2,172,0,0,13906,0,4,6,3,0,0,0,1,3,902,0,0,0,1,0
1167 Astro-OLF NN_2,0,0,0,2,0,9,0,0,438,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0
1168 Astro-OLF NN_3,0,1,0,10,2,49,0,1,2954,0,0,7,0,0,0,12,3,0,98,0,0,1,1,0
1169 Astroependymal NN_1,0,10,0,83,10,37,44,9,34,2,6,14,171,53,2,26,46,1,12,0,4,8,38,0
1170 Astroependymal NN_2,0,68,0,4,0,0,7,71,2,0,0,0,0,2,83,19,35,0,1,0,0,0,1,0
1171 Astroependymal NN_3,63,12,0,2,1,5,166,7,6,1,0,2,5,9,4,11,3,1,3,0,0,0,15,0
1172 Tanycyte NN_1,0,2,0,5,113,4,3,0,2,0,2,0,5,249,0,64,21,0,36,0,10,0,5,0
1173 Tanycyte NN_2,0,2,0,1,1031,2,0,0,8,0,1,5,0,775,1,1,6,0,15,0,1,0,1,0
1174 Tanycyte NN_3,0,0,0,1,386,1,0,0,8,0,0,0,0,40,0,1,0,0,5,0,0,0,0,0
1175 Ependymal NN_1,1378,1087,62,650,1711,0,1283,312,25,146,63,2245,661,3447,989,6521,356,108,112,0,118,936,1310,0
1176 Ependymal NN_2,70,36,1,1,35,0,118,98,0,28,1,9,6,41,115,47,3,0,7,0,1,7,10,0
